😀	faccina, faccina che sogghigna, faccina con un gran sorriso, risata, sogghignare
🌰	autunno, bosco, castagna
🍞	pancarré, pane in cassetta
🥐	cibo, colazione, cornetto, croissant, francese
🥖	baguette, cibo, filone, francese
🥨	pretzel
🥯	bagel, panetteria, spalmare formaggio sul bagel
🥞	americano, cibo, colazione, crêpe, pancake
🧇	gaufre, waffle
🧀	fetta di formaggio, formaggio
🍖	carne, carne con osso, ristorante
🍗	coscia, coscia di pollo, pollo, ristorante
🥩	taglio di carne
🥓	bacon, carne, cibo, pancetta
🍔	burger, hamburger
🍟	patatine, patatine fritte, ristorante
🍕	fetta, pizza, ristorante
🌭	hot dog, street food
🥪	pane, sandwich
🌮	Messico, cucina messicana, taco
🌯	Messico, burrito, cucina messicana
🥙	falafel, gyro, kebab, pita farcita, ripieno
🧆	ceci, falafel, polpette di ceci
🥚	cibo, uovo
🍳	cucinare, ristorante
🥘	casseruola, cibo, padella, padella con cibo, paella
🍲	ciotola di cibo, ristorante, stufato, zuppa
🥣	cereali, ciotola con cucchiaio, colazione
🥗	cibo, insalata, insalata verde
🍿	cinema, mais, popcorn
🧈	burro, latticini, latticino
🧂	condimento, sale, saliera
🥫	cibo in scatola, scatoletta
🍱	bento box, lunch box, monoporzione, ristorante
🍘	galletta di riso, riso
🍙	arancino di riso, onigiri, riso, ristorante
🍚	riso, riso bollito, ristorante
🍛	curry, riso, riso al curry, ristorante
🍜	ciotola di noodle, ciotola fumante, noodle, piatto caldo, ramen, ristorante
🍝	pasta, ristorante, spaghetti
🍠	arrosto, dolce, patata arrosto, patata dolce, patata dolce arrosto
🍢	oden, oden giapponese, pesce, ristorante, spiedino, spiedino di pesce
🍣	ristorante, sushi
🍤	gambero, gambero fritto, ristorante
🍥	crocchetta di pesce, pesce, ristorante, rotolo di pesce, tortino di pesce a spirale
🥮	autunno, festival, moon cake, torta della luna, yuèbǐng
🍡	dango, dolcetto, palline di mochi, ristorante, spiedino di mochi
🥟	empanada, gyoza, jiaozi, pierogi, ravioli, raviolo
🥠	biscotto della fortuna, profezia
🥡	confezione da asporto, scatola d’asporto
🦀	cancro, granchio, segno zodiacale
🦞	aragosta, chele, crostacei, zuppa
🦐	animale, cibo, crostaceo, gamberetto, gambero
🦑	animale, calamaro, cibo, mollusco, totano
🦪	ostrea, ostrica, perla
🍦	cono gelato, crema, gelato, ristorante
🍧	Sicilia, estate, ghiaccio, granita, granita siciliana
🍨	coppa di gelato, crema, gelato, ristorante
🍩	ciambella, donut, ristorante
🍪	biscotto, cookie, ristorante
🎂	compleanno, festa, torta, torta di compleanno
🍰	fetta, fetta di torta, ristorante, torta
🧁	cupcake, dolce, pasticceria
🥧	apple pie, torta, torta di mele, tortino
🍫	barretta, barretta di cioccolato, cioccolato, ristorante
🍬	caramella, dolciume
🍭	caramella, lecca lecca, ristorante
🍮	budino, pudding, ristorante
🍯	barattolo di miele, miele, ristorante, vaso, vaso di miele
🍼	bere, biberon, latte
🥛	bevanda, bicchiere, bicchiere di latte, latte
☕️	bevanda, bevanda calda, caffè, fumante, tè caldo
🍵	bere, tazza, tazza da tè senza manico, tazza di tè, tè
🍶	bar, bere, bottiglia, bottiglia e bicchiere di sake, sake
🍾	bar, bere, bottiglia, bottiglia stappata, festeggiare
🍷	bar, bere, bicchiere, bicchiere di vino, ristorante
🍸️	bar, bicchiere da cocktail, cocktail, ristorante
🍹	bar, bere, cocktail tropicale, ristorante, tropicale
🍺	bar, boccale, boccale di birra, ristorante
🍻	bar, birra, boccale, boccali di birra, boccali di birra che brindano
🥂	auguri, bere, brindisi, cin cin, festeggiare
🥃	bicchiere, bicchiere tumbler, liquore, tumbler, whisky
🥤	bibita, bicchiere con cannuccia
🧃	bevanda in brick, bevanda monodose, succo di frutta in cartone
🧉	bevanda, erba Mate, mate
🧊	cubetto di ghiaccio, ghiaccio in cubetti, ghiaccio in cubi
🥢	bacchette
🍽️	apparecchiare, coltello, forchetta, piatto e posate, posate
🍴	coltello, forchetta, forchetta e coltello, ristorante
🥄	cucchiaio, posate
🔪	coltello, coltello da cucina, cucina
🏺	acquario, anfora, ornamento, reperto, segno zodiacale
🌍	Africa, Europa, Europa e Africa, terra
🌎️	America, Americhe, terra
🌏	Asia, Asia e Australia, Australia, terra
🌐	globo con meridiani, meridiani
🗺️	cartina, mappa, mappa mondiale, mondo
🗾	Giappone, mappa, mappa del Giappone
🧭	bussola, bussola magnetica, navigazione, orientamento
🏔️	cima, ghiacciaio, inverno, montagna, montagna innevata
⛰️	cima, montagna
🌋	vulcano, vulcano in eruzione
🗻	Monte Fuji, montagna
🏕️	campeggio, tenda, vacanza
🏖️	estate, mare, ombrellone, ombrellone in spiaggia, spiaggia, spiaggia con ombrellone
🏜️	arido, caldo, deserto, sole cocente
🏝️	isola deserta, naufrago, solitudine
🏞️	escursione, natura, parco nazionale
🏟️	competizione, partita, sfida, stadio
🏛️	Grecia, edificio, edificio classico, tempio
🏗️	costruire, edifici, edificio in costruzione, edilizia
🧱	malta, mattone, mattoni, muro di mattoni
🏘️	case, edifici
🏚️	casa, casa in rovina, disabitata, fatiscente, rudere
🏠️	abitazione, casa, edificio
🏡	casa, casa con giardino, edificio, giardino
🏢	edificio, edifico di uffici, ufficio
🏣	edificio, giapponese, posta, ufficio postale, ufficio postale giapponese
🏤	edificio, europeo, posta, ufficio postale
🏥	edificio, malattia, medici, ospedale
🏦	banca, denaro, edificio
🏨	edificio, hotel
🏩	amore, edificio, hotel, love hotel, motel
🏪	edificio, minimarket, negozio
🏫	alunni, classi, edificio, imparare, scuola
🏬	centro, commerciale, grande magazzino
🏭️	azienda, edificio, fabbrica, industria, produzione
🏯	casa, casa giapponese, castello giapponese, edificio
🏰	castello, edificio
💒	cappella, chiesa, chiesa per matrimonio, matrimonio, romanticismo
🗼	Tokyo, Tokyo Tower, Torre di Tokyo, torre
🗽	Statua della Libertà, libertà, statua
⛪️	chiesa, edificio
🕌	islamismo, moschea, religione
🛕	induismo, tempio induista, tempio indù
🕍	ebraismo, religione, sinagoga, tempio ebraico
⛩️	jinja, religione, santuario shintoista
🕋	Arabia Saudita, Kaaba, La Mecca, islamismo, religione
⛲️	acqua che scorre, fontana
⛺️	campeggio, tenda
🌁	clima, meteo, nebbia, nebbioso
🌃	notte, notte stellata, stelle
🏙️	città, edifici, grattacieli, paesaggio urbano
🌄	alba sulle montagne, sole che sorge
🌅	alba, sole che sorge
🌆	città, città al tramonto, edifici, paesaggio, tramonto
🌇	sole che tramonta sulla città, tramonto
🌉	notte, ponte, ponte di notte
♨️	acqua sorgente, acqua termale, sorgenti termali, terme
🎠	cavallo, cavallo da giostra, giostra, intrattenimento
🎡	intrattenimento, panoramica, parco divertimenti, ruota, ruota panoramica
🎢	intrattenimento, montagne, montagne russe, parco divertimenti, russe
💈	barbiere, insegna
🎪	circo, intrattenimento, tenda, tenda da circo
🚂	locomotiva, locomotiva a vapore, treno, veicolo
🚃	elettrico, ferrovia, tram, treno, vagone
🚄	treno, treno alta velocità, veicolo
🚅	alta velocità, punta arrotondata, treno, treno alta velocità punta arrotondata, veicolo
🚆	ferrovia, treno, veicolo
🚇️	metro, metropolitana, veicolo
🚈	metrotranvia, veicolo
🚉	stazione, treno
🚊	tram, veicolo
🚝	monorotaia, veicolo
🚞	ferrovia di montagna, veicolo
🚋	tram, vagone, vagone del tram, veicolo
🚌	autobus, bus, veicolo
🚍️	bus, bus in arrivo, in arrivo, veicolo
🚎	bus, filobus, veicolo
🚐	bus, pulmino, veicolo
🚑️	ambulanza, veicolo
🚒	autopompa, camion dei pompieri, veicolo
🚓	auto, macchina, macchina della polizia, polizia, veicolo
🚔️	auto, macchina, macchina della polizia in arrivo, polizia, veicolo
🚕	taxi, veicolo
🚖	taxi, taxi in arrivo, veicolo
🚗	auto, automobile, macchina, veicolo
🚘️	auto in arrivo, automobile, automobile in arrivo, in arrivo, veicolo
🚙	SUV, auto, veicolo
🚚	camion, veicolo
🚛	autoarticolato, camion, rimorchio, veicolo
🚜	trattore, veicolo
🏎️	F1, auto da corsa, gran premio
🏍️	moto, motocicletta
🛵	motorino, scooter
🦽	accessibilità, carrozzina manuale, sedia a rotelle manuale
🦼	accessibilità, carrozzina motorizzata, sedia a rotelle motorizzata
🛺	apecar, risciò a motore, tuk tuk
🚲️	bicicletta, veicolo
🛴	monopattino
🛹	skateboard, tavola da skateboard
🚏	autobus, fermata, fermata dell’autobus
🛣️	autostrada, pedaggio, strada veloce
🛤️	binari, treno
🛢️	barile, barile di petrolio, bidone, fusto, petrolio
⛽️	benzina, carburante, pompa di benzina, stazione, stazione di servizio
🚨	lampeggiante, sirena della polizia
🚥	orizzontale, semaforo, semaforo orizzontale
🚦	semaforo, semaforo verticale, verticale
🛑	ottagonale, segnale, segnale di stop, stop
🚧	area cantiere, simbolo, simbolo area cantiere
⚓️	ancora, simbolo
⛵️	barca, barca a vela, località balneare, vela, yacht
🛶	canoa, imbarcazione
🚤	barca, motoscafo, veicolo
🛳️	crociera, nave, vacanza
⛴️	barca, traghetto, traversata
🛥️	barca, barca a motore, motore
🚢	imbarcazione, nave, veicolo
✈️	aeroplano, velivolo
🛩️	aereo turistico, velivolo
🛫	aereo, check-in, decollo, partenza, partenze
🛬	aereo, arrivi, arrivo, atterraggio, pista d’atterraggio
🪂	paracadute, paracadute ascensionale, paracadutismo, parasailing, skydiving
💺	sedia, sedile
🚁	elicottero, veicolo, velivolo
🚟	funivia, veicolo
🚠	funicolare, veicolo
🚡	aerea, funivia, funivia aerea, veicolo
🛰️	satellite, spazio
🚀	razzo, veicolo, viaggio
🛸	UFO, disco volante
🛎️	campanello, campanello da hotel, hotel, reception
🧳	bagagli, partenza, valigia, viaggiare
⌛️	clessidra, sabbia
⏳️	clessidra, clessidra che scorre, sabbia
⌚️	orologio, orologio da polso, tempo
⏰	suono, sveglia, svegliarsi
⏱️	cronometrare, cronometro, gara, prendere il tempo
⏲️	orologio, timer
🕰️	ora, orologio, orologio da mensola
🕛️	12:00, mezzanotte, mezzogiorno, ore dodici, orologio
🕧	12:30, mezzanotte e mezza, mezzogiorno e mezza, ore dodici e mezza
🕐️	13:00, 1:00, ore una, orologio
🕜	13:30, 1:30, ore una e mezza, orologio
🕑️	14:00, 2:00, ore due, orologio
🕝	14:30, 2:30, ore due e mezza, orologio
🕒️	15:00, 3:00, ore tre, orologio
🕞	15:00, 3:30, ore tre e mezza, orologio
🕓️	16:00, 4:00, ore quattro, orologio
🕟	16:30, 4:30, ore quattro e mezza, orologio
🕔️	17:00, 5:00, ore cinque, orologio
🕠	17:30, 5:30, ore cinque e mezza, orologio
🕕️	18:00, 6:00, ore sei, orologio
🕡	18:30, 6:30, ore sei e mezza, orologio
🕖️	19:00, 7:00, ore sette, orologio
🕢	19:30, 7:30, ore sette e mezza, orologio
🕗️	20:00, 8:00, ore otto, orologio
🕣	20:30, 8:30, ore otto e mezza, orologio
🕘️	21:00, 9:00, ore nove, orologio
🕤	21:30, 9:30, ore nove e mezza, orologio
🕙️	10:00, 22:00, ore dieci, orologio
🕥	10:30, 22:30, ore dieci e mezza, orologio
🕚️	11:00, 23:00, ore undici, orologio
🕦	11:30, 23:30, ore undici e mezza, orologio
🌑	luna, luna nuova, novilunio, nuova
🌒	crescente, luna, luna crescente
🌓	luna, primo quarto di luna, quarto
🌔	crescente, gibbosa, gibbosa crescente, luna
🌕️	luna, luna piena, piena, plenilunio
🌖	calante, gibbosa, gibbosa calante, luna
🌗	luna, quarto, ultimo quarto di luna
🌘	calante, luna, luna calante
🌙	crescente, luna, spicchio di luna
🌚	faccina, faccina luna nuova, luna, luna nuova, luna nuova con faccina
🌛	faccina, faccina primo quarto di luna, luna, luna con faccina, primo quarto di luna
🌜️	faccina, faccina ultimo quarto di luna, luna, luna con faccina, ultimo quarto di luna
🌡️	clima, temperatura, termometro
☀️	calore, luce, raggi, sole, splendente
🌝	faccina, faccina luna piena, luna, luna con faccina, luna piena
🌞	faccina, faccina sole, sole
🪐	Saturno, pianeta con satellite
⭐️	astro, stella
🌟	brillante, scintillante, stella, stella che brilla
🌠	cadente, stella, stella cadente
🌌	Via Lattea, lattea
☁️	meteo, nuvola
⛅️	nuvola, sole, sole con nuvole, sole coperto
⛈️	fulmini, meteo, nuvole, pioggia, temporale
🌤️	meteo, nuvole, parzialmente nuvoloso, sole, variabile
🌥️	coperto, meteo, molto nuvoloso, nuvoloso
🌦️	meteo, pioggia, sole, sole coperto e pioggia
🌧️	meteo, nuvole, pioggia
🌨️	freddo, meteo, neve, nevica
🌩️	fulmini, meteo, nuvole
🌪️	tornado, tromba d’aria
🌫️	foschia, meteo, nebbia, visibilità ridotta
🌬️	Eolo, aria, vento
🌀	ciclone, tifone, tornado
🌈	arcobaleno, pioggia, sette colori
🌂	ombrello chiuso, pioggia
☂️	meteo, ombrello, pioggia
☔️	gocce d’acqua, meteo, ombrello, ombrello bagnato, ombrello con gocce di pioggia, pioggia
⛱️	meteo, ombrellone, sole, spiaggia, vacanza
⚡️	alta, alta tensione, pericolo, simbolo, tensione
❄️	fiocco di neve, freddo, ghiaccio, inverno, neve
☃️	freddo, inverno, neve, pupazzo, pupazzo di neve, pupazzo innevato
⛄️	neve, pupazzo, pupazzo di neve, pupazzo di neve senza neve
☄️	cometa, spazio, stella cometa
🔥	fiamma, fuoco
💧	acqua, fumetto, goccia, sudore, sudore freddo
🌊	onda, onda del mare, onda d’acqua
🎃	Halloween, festa, zucca, zucca di Halloween
🎄	Natale, albero, albero di Natale, festa
🎆	festa, fuochi d’artificio, fuoco d’artificio
🎇	festa, fuoco d’artificio, stella filante, stelline scintillanti
🧨	dinamite, esplosivo, fuochi artificiali, petardo
✨	scintille, stelle, stelline
🎈	festa, palloncino
🎉	coriandoli, festa, party, spara coriandoli
🎊	coriandoli, festa, palla, palla di coriandoli
🎋	Festa delle stelle, albero, albero decorato, decorazioni di carta, festa
🎍	Capodanno, bambù, bambù decorato, festa, giapponese, pino
🎎	Festa delle bambole, bambole, bambole giapponesi, festa, giapponesi
🎏	aquilone, aquilone a forma di carpa, carpa, festa
🎐	campana, campana al vento, festa, vento
🎑	contemplazione della luna, contemplazione festa, festa della contemplazione della luna, luna
🧧	buono auspicio, busta rossa, hongbao, lai see, regalo, soldi
🎀	festa, fiocco
🎁	dono, festa, pacchetto, regalo
🎗️	festa, festeggiamenti, fiocco, nastro, nodo
🎟️	biglietto, biglietto d’ingresso, cinema, ingresso, spettacolo
🎫	biglietto, ingresso
🎖️	medaglia, medaglia al valore, medaglia militare, riconoscimento, vittoria
🏆️	coppa, premio, trofeo
🏅	gara, medaglia, medaglia sportiva, podio
🥇	medaglia, medaglia d’oro, oro, primo posto
🥈	argento, medaglia, medaglia d’argento, secondo posto
🥉	bronzo, medaglia, medaglia di bronzo, terzo posto
⚽️	calcio, pallone, pallone da calcio
⚾️	baseball, guantone, palla da baseball
🥎	guantone, palla, palla da softball, softball
🏀	canestro, canestro da basket, palla da pallacanestro, pallone, sport
🏐	palla, palla da pallavolo, pallavolo, rete, sport
🏈	americano, football americano, palla, sport
🏉	pallone, pallone da rugby, sport
🎾	palla, palla da tennis, racchetta e palla da tennis, sport, tennis
🥏	frisbee, ultimate frisbee
🎳	bowling, gioco, palla, palla da bowling
🏏	cricket, mazza, palla, sport
🏑	campo, hockey su prato, mazza, palla, partita
🏒	ghiaccio, hockey su ghiaccio, hockey sul ghiaccio, mazza, puck
🥍	goal, lacrosse, palla, racchetta da lacrosse
🏓	pallina, ping pong, racchetta, rete, tennis da tavolo
🏸	badminton, racchetta, sport, volano
🥊	guantone, guantone da pugilato, pugilato, sport
🥋	arti marziali, judo, karate, kimono, kimono per arti marziali
🥅	gol, porta, porta da calcio, rete, sport
⛳️	bandiera golf, bandiera in buca, buca, golf
⛸️	ghiaccio, pattinaggio artistico, pattinaggio su ghiaccio, pattini, sport
🎣	canna da pesca, intrattenimento, lenza, pesca, pesce
🤿	diving, fare immersioni, immersioni, maschera da sub, snorkeling
🎽	corsa, maglia, maglia da corsa, maglia da corsa con fascia
🎿	scarpone, scarpone da sci, sci, sport
🛷	slitta
🥌	stone da curling
🎯	bersaglio, colpire, gioco, target
🪀	giocattolo, rocchetto, yo-yo
🪁	aquilone, planare, volare
🎱	biliardo, gioco, palla da biliardo, palla otto
🔮	chiromanzia, cristallo, futuro, sfera, sfera di cristallo
🧿	amuleto, malocchio, nazar, occhio di Allah
🎮️	console, console videogioco, gamepad, gioco
🕹️	giocare, joystick, leva del joystick, videogioco
🎰	gioco, slot, slot machine
🎲	dadi, dado, gioco, gioco dei dadi
🧩	pezzo di puzzle, puzzle, tessera del puzzle
🧸	giocattolo, orsetto, peluche
♠️	carte, picche, seme
♥️	carte, cuori, seme
♦️	carte, quadri, seme
♣️	carte, fiori, seme
♟️	pedina, pedina degli scacchi, scacchi, scacco matto
🃏	carta, carta da gioco, jolly
🀄️	Mahjong, drago, drago rosso, tessera, tessera Mahjong
🎴	Hanafuda, carta, carta da gioco, carta dei fiori, gioco
🎭️	arte, arti performative, intrattenimento, maschere, performance
🖼️	cornice, museo, opera d’arte, quadro, quadro incorniciato
🎨	arte, colori, pittura, tavolozza, tavolozza dei colori
🧵	ago, filo, rocchetto
🧶	fare a maglia, gomitolo, palla, uncinetto
👓️	abbigliamento, occhiali, occhiali da vista
🕶️	occhiali da sole, occhiali scuri
🥽	nuoto, occhiali di protezione, occhialini, saldatura
🥼	camice, dottore, esperimento, scienziato
🦺	antinfortunistica, emergenza, gilet antinfortunistica, gilet di sicurezza
👔	abbigliamento, cravatta
👕	abbigliamento, maglietta, t-shirt
👖	abbigliamento, jeans
🧣	collo, sciarpa
🧤	guanti, mano
🧥	cappotto, giacca
🧦	calze, calzini
👗	abbigliamento, abito, vestito
👘	abbigliamento, kimono, vestito
🥻	abbigliamento, abito tradizionale indiano, sari, vestito tradizionale
🩱	costume da bagno, costume da bagno intero
🩲	costume da bagno maschile, costume da uomo, intimo, mutande da uomo, slip
🩳	boxer, costume da bagno maschile, costume da uomo, intimo, mutande da uomo, pantaloncini
👙	abbigliamento, bikini, costume due pezzi
👚	abbigliamento, maglietta da donna, vestiti
👛	abbigliamento, borsellino, moneta, porta monete
👜	abbigliamento, borsa, borsetta
👝	abbigliamento, borsa, pochette
🛍️	borse della spesa, sacchetti, sacchetti regalo
🎒	cartella, cartella di scuola, scuola, zaino, zaino per la scuola
👞	abbigliamento, scarpa, scarpa da uomo
👟	abbigliamento, scarpa, scarpa sportiva, sneaker
🥾	campeggio, stivale, stivale da trekking, trekking, viaggio zaino in spalla, zaino in spalla
🥿	ballerina, scarpa senza lacci, scarpe da ballerina
👠	abbigliamento, scarpa, scarpa con il tacco, tacco
👡	abbigliamento, donna, sandalo, sandalo da donna
🩰	balletto, danza, danza classica, scarpette da ballerina, scarpette da ballo
👢	abbigliamento, donna, stivale, stivale da donna
👑	abbigliamento, corona, re, regina
👒	abbigliamento, cappello, cappello da donna
🎩	cappello, cilindro, intrattenimento
🎓️	cappello, cappello da laureato, festa, laurea
🧢	cappello con visiera, cappello da baseball
⛑️	bianca, croce, elmetto, elmetto con croce bianca
📿	preghiera, rosario
💄	cosmetici, makeup, rossetto, trucco
💍	anello, anello di diamanti, diamante
💎	diamante, gemma, pietra preziosa, romanticismo
🔇	altoparlante barrato, altoparlante disattivato, silenzio, suono disattivato
🔈️	altoparlante a basso volume, altoparlante a volume basso, basso volume, volume basso
🔉	altoparlante a volume intermedio, volume intermedio, volume medio
🔊	altoparlante a volume alto, volume alto
📢	altoparlante, altoparlanti, megafoni, megafono
📣	altoparlante, altoparlanti, megafoni, megafono
📯	cornetta da postiglione, cornetto postale, corno postale
🔔	campana, campanella
🔕	campana, campana sbarrata, silenzio
🎼	musica, partitura, pentagramma
🎵	musica, nota, nota musicale
🎶	musica, nota, note, note musicali
🎙️	microfoni, microfoni da studio, microfono, microfono da studio, microfono radiofonico
🎚️	abbassare il volume, alzare il volume, cursore del volume, levetta del volume, regolazione volume
🎛️	manopole, manopole del volume, manopole di controllo, regolazione volume
🎤	Karaoke, microfono
🎧️	cuffie, intrattenimento
📻️	ascoltare la radio, musica, radio, stazioni radio
🎷	musica, sassofono, sax, strumento, strumento musicale
🎸	chitarra, musica, strumento, strumento musicale
🎹	musica, piano, pianoforte, strumento musicale, tastiera
🎺	musica, strumento, strumento musicale, tromba
🎻	musica, strumento, strumento musicale, violino
🪕	banjo, musica, strumento a corde
🥁	bacchette, musica, tamburo
📱	cellulare, telefono, telefono cellulare
📲	cellulare, cellulare con freccia, telefonare, telefono, telefono cellulare con freccia
☎️	telefono di casa, telefono fisso
📞	comunicazione, cornetta, cornetta del telefono, telefono
📟️	cercapersone, comunicazione
📠	comunicazione, fax
🔋	autonomia, batteria, batteria carica, batteria scarica, ricaricare
🔌	elettricità, presa elettrica, spina elettrica
💻️	PC, computer portatile, portatile
🖥️	PC tutto in uno, computer fisso, desktop, desktop PC
🖨️	stampante, stampare, stampe
⌨️	computer, tasti, tastiera, tastiera senza fili
🖱️	cursore, mouse, mouse senza fili
🖲️	mouse a sfera, mouse con trackball, puntamento, trackball
💽	MD, disc, mini disc, minidisc
💾	disc, floppy, floppy disc
💿️	CD, DVD, blu-ray, disco, disco ottico
📀	DVD, blu-ray, computer disk, dvd
🧮	abaco, fare i calcoli
🎥	cinema, cinepresa, film, intrattenimento, telecamera
🎞️	cinema, film, fotogrammi, fotogrammi di film, pellicola, pellicola cinematografica
📽️	fotocamera, fotografare, macchina fotografica, proiettore cinematografico, ricordi, scattare foto
🎬️	ciak, cinema, film, intrattenimento
📺️	televisione, televisore
📷️	fotocamera, fotografare, macchina fotografica, ricordi, scattare foto
📸	fotocamera con flash, fotografare, macchina fotografica con flash, ricordi, scattare foto
📹️	telecamera, video, videocamera
📼	VHS, cassetta, video, videocassetta
🔍	cerca, lente, lente di ingrandimento rivolta a sinistra, lente ingrandimento, lente ingrandimento verso sinistra
🔎	cerca, lente, lente di ingrandimento rivolta a destra, lente ingrandimento, lente ingrandimento verso destra
🕯️	a lume di candela, candela, candela accesa, cera, illuminare, luce
💡	elettrica, fumetto, idea, lampadina, luce
🔦	pila, torcia
🏮	izakaya, lanterna, lanterna giapponese, lanterna rossa
🪔	deepak, deepam, divaa, diya, lampada a olio tradizionale
📔	copertina, quaderno con copertina decorata, taccuino, taccuino con decorazione, taccuino copertina decorata, taccuino decorato
📕	libro, libro chiuso
📖	libro, libro aperto
📗	libro, libro verde
📘	libro, libro blu
📙	libro, libro arancione
📚️	libri, pila di libri
📓	appunti, prendere nota, quaderno, taccuino
📒	blocco, block notes, libro mastro, quaderno ad anelli, taccuino
📃	documento, pagina, pagina arricciata, pagina con piega
📜	decreto, laurea, pergamena, rotolo
📄	documento, pagina
📰	giornale, quotidiano
🗞	giornale, giornale arrotolato, giornali, giornali arrotolati, quotidiani, quotidiano, quotidiano arrotolato
📑	etichette segnalibro, linguette, segnalibro
🔖	lettura, libro, segnalibro
🏷️	etichetta, identificativo, talloncino
💰️	denaro, sacco, sacco di soldi
💴	Yen, banconota, banconota Yen, denaro
💵	Dollaro, banconota, banconota Dollaro, denaro
💶	Euro, banconota, banconota Euro, denaro
💷	Sterlina, banconota, banconota Sterlina, denaro
💸	banconota, banconota con le ali, soldi, soldi che volano, soldi con le ali
💳️	carta, carta di credito, credito
🧾	contabilità, ricevuta di pagamento, scontrino
💹	ascendente, grafico, grafico ascendente, mercato, mercato in salita
💱	cambio, cambio di valuta, cambio valuta, denaro, valuta
💲	Dollaro, denaro, simbolo del Dollaro
✉️	busta, email, lettera, posta, ricevere posta
📧	comunicazione, e-mail, email, lettera, posta, posta elettronica
📨	busta, comunicazione, email, in arrivo, lettera, posta in arrivo
📩	in uscita, lettera, posta, posta in uscita, posta inviata
📤️	comunicazione, in uscita, inviata, posta, posta inviata, vaschetta
📥️	comunicazione, posta, posta ricevuta, ricevuta, vaschetta
📦️	collo, pacco, scatola
📫️	bandierina, cassetta postale, cassetta postale chiusa bandierina alzata, cassetta postale chiusa bandierina su, chiusa, posta
📪️	bandierina, cassetta postale, cassetta postale chiusa bandierina abbassata, cassetta postale chiusa bandierina giù, chiusa, posta
📬️	aperta, bandierina, cassetta postale, cassetta postale aperta bandierina alzata, cassetta postale aperta bandierina su, posta
📭️	aperta, bandierina, casetta postale aperta bandierina giù, cassetta postale, cassetta postale con bandierina abbassata, posta
📮	buca delle lettere, cassetta delle lettere, posta, ricevere posta, spedire posta
🗳️	elezioni, scheda elettorale, urna elettorale, urna elettorale con scheda, votare, voto
✏️	matita, matita con gomma, scrivere, scrivere a matita
✒️	calamaio, inchiostro, pennino
🖋️	cartuccia, inchiostro, penna stilografica, pennino
🖊️	penna a sfera, scrivere a penna
🖌️	artista, dipingere, pennello, pittore, pittrice
🖍️	colorare, colorare con pastelli, colori, disegnare, pastello a cera
📝	block notes, matita, memo
💼	24 ore, documenti, ufficio, valigetta, valigetta 24 ore
📁	cartella, cartella file, file
📂	aperta, cartella, cartella aperta, file
🗂️	archivio, divisori, divisori per schedario, documenti, ordinare, schedario
📅	calendario, data, giorno, ricorrenza
📆	calendario, calendario a strappo
🗒️	appuntare, appunti, blocchetto degli appunti, blocco, blocco a spirale, blocco per appunti con spirale, scrivere
🗓️	calendario a spirale, giorni
📇	rolodex, schedario, schedario girevole
📈	andamento ascendente, ascendente, grafico, grafico con andamento positivo
📉	andamento discendente, discendente, grafico, grafico con andamento negativo
📊	barre, grafico, grafico a barre
📋️	appunti, portablocco
📌	puntina, puntina da disegno
📍	puntina, puntina arrotondata, puntina da disegno
📎	fermaglio, graffetta
🖇️	allegare, cancelleria, fermagli, graffette attaccate
📏	geometria, misurare, righello, scuola, strumento
📐	angoli, geometria, misurare, scuola, squadra
✂️	forbici, strumento, tagliare
🗃️	archiviare, archivio, contenitore, documenti, schedario, schedario da tavolo
🗄️	archiviare, armadietto schedario, documenti, file, schedario, schedario da ufficio
🗑️	buttare, cartacce, cestino, rifiuti
🔒️	chiuso, lucchetto, lucchetto chiuso
🔓️	aperto, lucchetto, lucchetto aperto
🔏	lucchetto, lucchetto con penna stilo, privacy, stilografica
🔐	chiave, lucchetto chiuso, lucchetto chiuso con chiave, sicuro
🔑	chiave, password
🗝️	chiave, chiave antica, chiudere a chiave, serratura
🔨	attrezzo, martello, utensile
🪓	accetta, ascia, boscaiolo, taglialegna
⛏️	attrezzo, miniera, picconare, piccone, scavare
⚒️	attrezzi, lavori manuali, manodopera, piccone e martello, utensili
🛠️	attrezzi, martello e chiave inglese, simbolo impostazioni, utensili
🗡️	affilato, arma, pugnalare, pugnale
⚔️	armi, combattimento, duello, spade incrociate
🔫	arma, pistola, revolver
🏹	arciere, arco e freccia, tiratore d’arco, tiro con l’arco
🛡️	medioevo, protezione, scudo, simbolo, torneo
🔧	attrezzo, chiave, chiave inglese, inglese, utensile
🔩	bullonare, bullone, fissare, vite e bullone
⚙️	componente, ingranaggio, meccanismo, ruota dentata
🗜️	fissare, morsa, morsetto, serrare, stringere, utensile
⚖️	bilancia, bilancia a doppio piatto, pesare, piatti della bilancia
🦯	accessibilità, bastone bianco, bastone per ipovedenti, bastone per non vedenti
🔗	collegamento, due anelli, link, simbolo link
⛓️	catene, imprigionare, incatenare
🧰	attrezzi, cassetta degli attrezzi, meccanico, strumenti
🧲	attrazione, calamita, ferro di cavallo, magnete, magnetica
⚗️	alambicco, chimica, esperimento, strumento
🧪	chimica, chimico, esperimenti, laboratorio, provetta
🧫	batteri, biologia, biologo, cultura, piastra di Petri
🧬	biologo, dna, evoluzione, genetica, geni, vita
🔬	analisi, esperimento, microscopio, scienza, strumento
🔭	astronomia, osservazione delle stelle, telescopi, telescopio
