😀	gülen yüz, gülme, lol, neşeli, sırıtan yüz, yüz
👨🏿‍🤝‍👨🏾	el ele tutuşan, el ele tutuşan erkekler, el ele tutuşan erkekler: koyu cilt tonu orta koyu cilt tonu, el ele tutuşan iki erkek, erkek, kişiler, koyu cilt tonu, orta koyu cilt tonu, çift
👬🏿	el ele tutuşan, el ele tutuşan erkekler, el ele tutuşan erkekler: koyu cilt tonu, el ele tutuşan iki erkek, erkek, kişiler, koyu cilt tonu, çift
💏	kişiler, romantizm, öpücük, öpüşme
👩‍❤‍💋‍👨	erkek, kadın, kişiler, romantizm, öpücük, öpücük: kadın erkek, öpüşme
👨‍❤‍💋‍👨	erkek, kişiler, romantizm, öpücük, öpücük: erkek erkek, öpüşme
👩‍❤‍💋‍👩	kadın, kişiler, romantizm, öpücük, öpücük: kadın kadın, öpüşme
💑	kalp, kalpli çift, kişiler, romantizm
👩‍❤‍👨	erkek, kadın, kalp, kalpli çift, kalpli çift: kadın erkek, kişiler, romantizm
👨‍❤‍👨	erkek, kalp, kalpli çift, kalpli çift: erkek erkek, kişiler, romantizm
👩‍❤‍👩	kadın, kalp, kalpli çift, kalpli çift: kadın kadın, kişiler, romantizm
👪️	aile, anne, baba, kişiler, çocuk
👨‍👩‍👦	aile, aile: erkek kadın erkek çocuk, anne, baba, erkek, kadın, kişiler, çocuk
👨‍👩‍👧	aile, aile: erkek kadın kız çocuk, anne, baba, erkek, kadın, kişiler, kız çocuk, çocuk
👨‍👩‍👧‍👦	aile, aile: erkek kadın kız çocuk erkek çocuk, anne, baba, erkek, kadın, kişiler, kız çocuk, çocuk
👨‍👩‍👦‍👦	aile, aile: erkek kadın erkek çocuk erkek çocuk, anne, baba, erkek, kadın, kişiler, çocuk
👨‍👩‍👧‍👧	aile, aile: erkek kadın kız çocuk kız çocuk, anne, baba, erkek, kadın, kişiler, kız çocuk, çocuk
👨‍👨‍👦	aile, aile: erkek erkek erkek çocuk, anne, baba, erkek, kişiler, çocuk
👨‍👨‍👧	aile, aile: erkek erkek kız çocuk, anne, baba, erkek, kişiler, kız çocuk, çocuk
👨‍👨‍👧‍👦	aile, aile: erkek erkek kız çocuk erkek çocuk, anne, baba, erkek, kişiler, kız çocuk, çocuk
👨‍👨‍👦‍👦	aile, aile: erkek erkek erkek çocuk erkek çocuk, anne, baba, erkek, kişiler, çocuk
👨‍👨‍👧‍👧	aile, aile: erkek erkek kız çocuk kız çocuk, anne, baba, erkek, kişiler, kız çocuk, çocuk
👩‍👩‍👦	aile, aile: kadın kadın erkek çocuk, anne, baba, erkek çocuk, kadın, kişiler, çocuk
👩‍👩‍👧	aile, aile: kadın kadın kız çocuk, anne, baba, kadın, kişiler, kız çocuk, çocuk
👩‍👩‍👧‍👦	aile, aile: kadın kadın kız çocuk erkek çocuk, anne, baba, erkek çocuk, kadın, kişiler, kız çocuk, çocuk
👩‍👩‍👦‍👦	aile, aile: kadın kadın erkek çocuk erkek çocuk, anne, baba, erkek çocuk, kadın, kişiler, çocuk
👩‍👩‍👧‍👧	aile, aile: kadın kadın kız çocuk kız çocuk, anne, baba, kadın, kişiler, kız çocuk, çocuk
👨‍👦	aile, aile: erkek erkek çocuk, anne, baba, erkek, kişiler, çocuk
👨‍👦‍👦	aile, aile: erkek erkek çocuk erkek çocuk, anne, baba, erkek, kişiler, çocuk
👨‍👧	aile, aile: erkek kız çocuk, anne, baba, erkek, kişiler, kız çocuk, çocuk
👨‍👧‍👦	aile, aile: erkek kız çocuk erkek çocuk, anne, baba, erkek, kişiler, kız çocuk, çocuk
👨‍👧‍👧	aile, aile: erkek kız çocuk kız çocuk, anne, baba, erkek, kişiler, kız çocuk, çocuk
👩‍👦	aile, aile: kadın erkek çocuk, anne, baba, erkek çocuk, kadın, kişiler, çocuk
👩‍👦‍👦	aile, aile: kadın erkek çocuk erkek çocuk, anne, baba, erkek çocuk, kadın, kişiler, çocuk
👩‍👧	aile, aile: kadın kız çocuk, anne, baba, kadın, kişiler, kız çocuk, çocuk
👩‍👧‍👦	aile, aile: kadın kız çocuk erkek çocuk, anne, baba, erkek çocuk, kadın, kişiler, kız çocuk, çocuk
👩‍👧‍👧	aile, aile: kadın kız çocuk kız çocuk, anne, baba, kadın, kişiler, kız çocuk, çocuk
🗣️	bağırma, kafa, konuşan kişi, konuşma, profil, siluet, yüz
👤	büst, kişiler, siluet, siluet büst
👥	büst, kişiler, siluet, siluet büstler
👣	ayak, ayak izi, gövde, iz
🦰	kırmızı, kızıl, kızıl saç
🦱	afro, kıvırcık, kıvırcık saç, lüle
🦳	beyaz, beyaz saç, gri, saç, yaşlı
🦲	kel, kemoterapi, saç yok, saçsız, tıraşlı
🐵	hayvan, maymun, maymun yüzü, yüz
🐒	hayvan, maymun
🦍	goril, hayvan
🦧	maymun, orangutan
🐶	hayvan, köpek, köpek yüzü, yüz
🐕️	hayvan, köpek, süs köpeği
🦮	erişilebilirlik, görme engelli, rehber, rehber köpek
🐕‍🦺	erişilebilirlik, köpek, rehberlik, yardım, yardımcı köpek
🐩	hayvan, kaniş, köpek
🐺	kurt, yüz
🦊	tilki, yüz
🦝	meraklı, rakun, sinsi
🐱	hayvan, kedi, kedi yüzü, yüz
🐈️	hayvan, kedi
🦁	aslan, aslan yüzü, burç, yüz
🐯	kaplan, kaplan yüzü, yüz
🐅	kaplan
🐆	leopar
🐴	at, at yüzü, hayvan, yüz
🐎	at, yarış, yarış atı
🦄	tek boynuzlu at, unicorn, yüz
🦓	zebra, çizgili, şeritli
🦌	geyik, hayvan
🐮	hayvan, inek, inek yüzü, yüz
🐂	boğa, boğa burcu, burçlar, öküz
🐃	buffalo, manda, su
🐄	inek
🐷	domuz, domuz yüzü, hayvan, yüz
🐖	dişi domuz, domuz
🐗	domuz, yaban domuzu
🐽	burun, domuz, domuz burnu, hayvan, yüz
🐏	burç, koç
🐑	dişi koyun, koyun
🐐	burçlar, keçi, oğlak, oğlak burcu, oğlak burcu burçlar
🐪	deve, hayvan, hecin devesi, hörgüç
🐫	deve, hayvan, hörgüç, iki hörgüçlü deve
🦙	alpaka, guanako, lama, vikunya, yün
🦒	noktalar, puanlar, zürafa
🐘	fil
🦏	gergedan, hayvan
🦛	hipo, hipopotam, su aygırı
🐭	fare, fare yüzü, hayvan, yüz
🐁	fare
🐀	sıçan
🐹	hamster, hayvan, yüz
🐰	hayvan, tavşan, tavşan yüzü, yüz
🐇	hayvan, tavşan
🐿️	sincap
🦔	dikenli, kirpi
🦇	hayvan, vampir, yarasa
🐻	ayı, yüz
🐨	hayvan, koala, koala ayısı
🐼	panda, yüz
🦥	tembel, tembel hayvan, yavaş
🦦	balık avlayan, oyuncu, su samuru
🦨	kokan, kokarca
🦘	Avustralya, kanguru, keseli, sıçrama, yavru keseli
🦡	bal porsuğu, bela, porsuk
🐾	hayvan, iz, pençe izi
🦃	hindi
🐔	kuş, tavuk
🐓	horoz, kuş
🐣	civciv, hayvan, kuluçka, piliç, tavuk, yavru, yumurtadan çıkan civciv
🐤	civciv, hayvan, piliç, tavuk, yavru
🐥	hayvan, piliç, tavuk, yavru, yüzü dönük civciv, önden civciv
🐦️	hayvan, kuş
🐧	hayvan, penguen
🕊️	barış, güvercin, kuş, uçma
🦅	kartal, kuş
🦆	kuş, ördek
🦢	kuğu, kuğu yavrusu, kuş, çirkin ördek yavrusu
🦉	baykuş, bilge, kuş
🦩	flamingo, gösterişli, tropikal
🦚	dişi tavus kuşu, gururlu, gösterişli, kuş, tavus kuşu
🦜	konuşma, korsan, kuş, papağan
🐸	kurbağa, yüz
🐊	hayvan, timsah
🐢	hayvan, kaplumbağa
🦎	kertenkele, sürüngen
🐍	hayvan, yılan
🐲	ejderha, ejderha yüzü, hayvan, yüz
🐉	ejderha, hayvan
🦕	brachiosaurus, brontosaurus, brontozor, diplodocus, soropod
🦖	T-Rex, Tyrannosaurus Rex
🐳	balina, hayvan, su püskürten, su püskürten balina
🐋	balina, hayvan
🐬	hayvan, yunus
🐟️	balık, hayvan
🐠	balık, hayvan, tropikal balık
🐡	balon balığı, balık, hayvan
🦈	balık, köpek balığı
🐙	ahtapot, hayvan
🐚	deniz kabuğu, hayvan, spiral deniz kabuğu
🐌	salyangoz
🦋	böcek, kelebek, şirin
🐛	böcek, hayvan, kırkayak, tırtıl
🐜	böcek, karınca
🐝	arı, bal arısı, hayvan
🐞	böcek, hanım, hanımböceği, hayvan, uğur böceği
🦗	cırcır böceği, çekirge
🕷️	böcek, örümcek
🕸️	örümcek, örümcek ağı
🦂	akrep, burç
🦟	ateş, böcek, hastalık, sivrisinek, sıtma, virüs
🦠	amip, bakteri, mikrop, virüs
💐	buket, romantizm, çiçek
🌸	kiraz, kiraz çiçeği, çiçek, çiçek izleme
💮	beyaz çiçek, damga, iyi çalışma damgası, çiçek
🏵️	bitki, gülce, çiçek rozet
🌹	bitki, gül, çiçek
🥀	solmuş, solmuş çiçek, çiçek
🌺	bitki, hatmi çiçeği, çingülü, çiçek
🌻	ayçiçeği, bitki, güneş, çiçek
🌼	bitki, çiçek, çiçek açma
🌷	bitki, lale, çiçek
🌱	fide, filizlenme, genç
🌲	ağaç, yaprak dökmeyen, yaprak dökmeyen ağaç
🌳	ağaç, yaprak döken, yaprak döken ağaç
🌴	ağaç, palmiye, palmiye ağacı
🌵	bitki, kaktüs
🌾	başak, pirinç, pirinç başağı, pirinç bitkisi
🌿	ot, yaprak
☘️	bitki, yonca
🍀	dört, dört yapraklı yonca, yaprak, yonca, şanslı
🍁	akçaağaç yaprağı, düşen yaprak, yaprak
🍂	düşen, düşen yapraklar, düşmüş, yaprak, yapraklar
🍃	esen, rüzgar, rüzgardaki yaprak, yaprak
🍇	meyve, üzüm
🍈	kavun, meyve
🍉	karpuz, meyve
🍊	mandalina, meyve, portakal
🍋	limon, meyve, narenciye
🍌	meyve, muz
🍍	ananas, meyve
🥭	mango, meyve, tropikal
🍎	elma, kırmızı, kırmızı elma, meyve
🍏	elma, meyve, yeşil, yeşil elma
🍐	armut, meyve
🍑	meyve, şeftali
🍒	kiraz, meyve
🍓	meyve, yumuşak meyve, çilek
🥝	kivi, meyve, yiyecek
🍅	domates, sebze
🥥	Hindistan cevizi, palmiye, pina colada
🥑	avokado, meyve, yiyecek
🍆	patlıcan, sebze
🥔	patates, sebze, yiyecek
🥕	havuç, sebze, yiyecek
🌽	başak, mısır koçanı
🌶️	acı, acı biber, biber, bitki
🥒	salatalık, sebze, turşu, yiyecek
🥬	karalahana, lahana, marul, yeşil yapraklı sebze, çin lahanası
🥦	brokoli, yabani lahana
🧄	baharat, sarımsak
🧅	baharat, soğan
🍄	bitki, mantar
🥜	fındık, fıstık, sebze, yer fıstığı, yiyecek
🌰	bitki, kestane
🍞	ekmek, ekmek dilimi, restoran
🥐	ay çöreği, ekmek, fransız, kruvasan, yiyecek
🥖	baget, baget ekmek, ekmek, fransız, yiyecek
🥨	burgu, pretzel
🥯	fırın, simit, sürme peynir
🥞	gözleme, krep, pankek, yiyecek
🧇	hamur, vafıl, waffle
🧀	peynir, peynir dilimi
🍖	kemikli et, restoran
🍗	but, restoran, tavuk, tavuk butu
🥩	biftek, kuşbaşı, parça et, sote, steak
🥓	domuz pastırması, et, yiyecek
🍔	hamburger, restoran
🍟	kızartma patates, patates kızartması, restoran
🍕	dilim, pizza, pizza dilimi, restoran
🌭	hot dog, sosis, sosisli sandviç
🥪	ekmek, sandviç
🌮	Meksika sandviçi, tako
🌯	Meksika dürümü, burito
🥙	döner, dürüm, falafel, kebap, pide, sarma, yiyecek
🧆	falafel, köfte, nohut
🥚	yiyecek, yumurta
🍳	pişirme, restoran, yemek pişirme
🥘	güveç, küçük, paella, sahanda yemek, tava, yiyecek
🍲	restoran, tencere yemeği, yemek tenceresi
🥣	kahvaltı, kaşıklı kase, pirinç lapası, tahıl gevreği
🥗	salata, yeşil, yeşil salata, yiyecek
🍿	mısır, patlamış mısır
🧈	süt ürünü, tereyağı
🧂	tuz, tuzluk, çeşni
🥫	konserve, konserve gıda
🍱	bento, bento paketi, paket, restoran
🍘	pirinç, pirinç gevreği
🍙	onigiri, pirinç, pirinç topu, restoran
🍚	pilav, pirinç, restoran
🍛	köri, körili pilav, pirinç, restoran
🍜	buharda pişmiş, erişte, noodle, noodle tabağı, restoran, tabak
🍝	makarna, restoran, spagetti
🍠	fırınlanmış patates, fırınlanmış tatlı patates, restoran, tatlı, tatlı patates, tırınlanmış
🍢	oden, restoran, çubuk, çubukta deniz ürünleri
🍣	restoran, suşi
🍤	karides, kızarmış karides, restoran
🍥	balık, balık köftesi, restoran, rulo balık köftesi
🥮	ay pastası, festival, sonbahar, yuèbǐng
🍡	dango, pirinç tatlısı, pirinç tatlısı topları, restoran, çubukta pirinç tatlısı topları
🥟	empanada, gyōza, jiaozi, mantı, pierogi, potsticker
🥠	fal kurabiyesi, kehanet
🥡	yiyecek paketi
🦀	burç, yengeç, ıstakoz
🦞	bisque, deniz ürünü, kıskaç, ıstakoz
🦐	kabuklu deniz hayvanı, karides, küçük, yiyecek
🦑	mürekkep balığı, yiyecek, yumuşakçalar sınıfı
🦪	dalma, inci, istiridye
🍦	dondurma, krema, restoran, yumuşak dondurma
🍧	buz, meyveli, meyveli buz, restoran
🍨	buz, dondurma, krema, restoran
🍩	donat, donut, doughnut, restoran
🍪	kurabiye, restoran
🎂	doğum günü, doğum günü pastası, kutlama, pasta
🍰	dilim pasta, pasta, pasta dilimi, restoran
🧁	cupcake, fırın, kapkek, tatlı, top kek
🥧	pasta, poğaça, tart
🍫	bar, restoran, çikolata, çikolata barı
🍬	restoran, şekerleme
🍭	lolipop, restoran, şekerleme
🍮	krem karamel, puding, restoran
🍯	bal, bal kabı, kap, restoran
🍼	biberon, içecek, süt, şişe
🥛	bardak, içecek, süt, süt bardağı
☕️	dumanı tüten, içecek, kahve, sıcak, sıcak içecek, çay
🍵	içecek, çay, çay fincanı
🍶	bar, fincan, içecek, restoran, sake, sake şişesi ve fincanı, şişe
🍾	bar, içki, mantar, patlayan mantarlı şişe, şişe
🍷	bar, bardak, bardak şarap, içecek, kadeh, şarap bardağı, şarap kadehi
🍸️	bar, kokteyl bardağı, kokteyl kadehi, restoran
🍹	bar, içecek, restoran, tropik, tropik içecek
🍺	bar, bira kupası, kupa, restoran
🍻	bar, bira, bira kupaları tokuşturma, kupa, kupalar, restoran
🥂	bardak, içecek, kadeh tokuşturma, kutlama, tokuşturma
🥃	bardak, kısa ve geniş, kısa ve geniş bardak, likör, tek içki, viski
🥤	pipetli bardak
🧃	içecek kutusu, kutu meyve suyu
🧉	içecek, mate çayı
🧊	aysberg, buz küpü, soğuk
🥢	chopsticks, yemek çubukları
🍽️	bıçak, tabak, tabakla birlikte çatal ve bıçak, yemek, çatal
🍴	bıçak, restoran, çatal, çatal ve bıçak
🥄	kaşık, yemek takımı
🔪	bıçak, mutfak bıçağı
🏺	alet, amfora, antika, içecek, kap, silah
🌍	Afrika, Avrupa, dünya, yerkürede Avrupa-Afrika
🌎️	Amerika, Amerika bölgeleri, dünya, yerkürede Amerika
🌏	Asya, Avustralya, dünya, yerkürede Asya-Avustralya
🌐	boylamlar, dünya, meridyen, meridyenli yerküre, yerküre
🗺️	dünya, dünya haritası, harita
🗾	Japonya, Japonya haritası, harita
🧭	manyetik, navigasyon, orienteering, pusula
🏔️	dağ, kar, karla kaplı dağ, soğuk
⛰️	dağ
🌋	dağ, volkan, yanardağ, yanardağ patlaması
🗻	Fuji Dağı, dağ
🏕️	kamp, kamp yapma
🏖️	kumsal, plaj, plaj ve şemsiye, şemsiye
🏜️	çöl
🏝️	ada, çöl, ıssız ada
🏞️	milli park, park, ulusal park
🏟️	stadyum
🏛️	bina, klasik, tarihi, tarihi yapı
🏗️	bina, bina inşaatı, inşaat
🧱	duvar, harç, kil, tuğla, tuğlalar
🏘️	bina, ev, evler
🏚️	bina, ev, harabe, terkedilmiş ev
🏠️	bina, ev
🏡	bahçe, bahçeli ev, bina
🏢	bina, ofis binası
🏣	Japon, Japon postanesi, bina, posta
🏤	Avrupa, Avrupa postanesi, bina, posta, postane
🏥	bina, hastane
🏦	banka, bina
🏨	bina, otel
🏩	aşk, aşk oteli, bina, otel
🏪	bina, market, sürekli açık, sürekli açık market
🏫	bina, okul, okul binası
🏬	mağaza, çok katlı, çok katlı mağaza
🏭️	bina, fabrika
🏯	Japon şatosu, bina, kale, şato
🏰	bina, kale, şato
💒	düğün, evlenme, kilise, kilisede evlenme, romantizm
🗼	Tokyo, Tokyo kulesi, kule
🗽	heykel, Özgürlük Heykeli, özgürlük
⛪️	Hristiyan, din, haç, kilise
🕌	Müslüman, cami, din, İslam
🛕	Hindu tapınağı, hindu, tapınak
🕍	Yahudi, din, sinagog, tapınak
⛩️	din, tapınak, Şinto tapınağı, şinto
🕋	Kâbe, din, islam, müslüman
⛲️	fıskiye, çeşme
⛺️	kamp yeri, çadır
🌁	sis, sisli
🌃	gece, yıldızlar, yıldızlı gece
🏙️	bina, şehir, şehir manzarası
🌄	dağ, dağların arasından güneşin doğuşu, dağların ardında güneş, sabah güneşi
🌅	güneşin doğuşu, sabah güneşi
🌆	akşam, alacakaranlık, bina, gün batımı, manzara, şehir, şehirde alacakaranlık
🌇	alacakaranlık, bina, binaların üzerinden gün batımı, gün batımı
🌉	gece, gece vakti köprü
♨️	hamam, kaplıca, sıcak, ılıca
🎠	at, atlıkarınca, atlıkarınca atı, eğlence
🎡	dolap, dönme, dönme dolap, eğlence, eğlence parkı
🎢	eğlence, eğlence parkı, hız, hız treni, tren
💈	berber, berber dükkanı, berber işareti, işaret
🎪	eğlence, sirk çadırı, çadır
🚂	buharlı lokomotif, lokomotif, taşıt, tren
🚃	demiryolu, elektrik, elektrikli tren, taşıt, tramvay, vagon
🚄	shinkansen, taşıt, tren, yüksek hızlı tren
🚅	mermi burunlu, mermi burunlu shinkansen, shinkansen, taşıt, tren, yuvarlak uçlu yüksek hızlı tren
🚆	demiryolu, taşıt, tren
🚇️	metro, taşıt
🚈	demiryolu, hafif, hafif raylı, taşıt
🚉	istasyon, tren, tren istasyonu
🚊	taşıt, tramvay
🚝	monoray, taşıt
🚞	dağ, dağ demiryolu, dağ teleferiği, demiryolu, taşıt, vagon
🚋	taşıt, tramvay, tramvay vagonu, vagon
🚌	otobüs, taşıt
🚍️	otobüs, taşıt, yaklaşan, yaklaşan otobüs
🚎	otobüs, taşıt, troley, troleybüs
🚐	minibüs, otobüs, taşıt
🚑️	ambulans, taşıt
🚒	araba, itfaiye arabası, itfaiye kamyonu, taşıt, yangın
🚓	devriye arabası, polis, polis arabası, taşıt
🚔️	polis, polis arabası, taşıt, yaklaşan polis arabası
🚕	taksi, taşıt
🚖	taksi, taşıt, yaklaşan taksi
🚗	araba, otomobil, taşıt
🚘️	araba, otomobil, taşıt, yaklaşan, yaklaşan araba
🚙	araba, cip, eğlence taşıtı, taşıt
🚚	kamyon, nakliye kamyonu, taşıt
🚛	taşıt, treyler, tır, çekici, çekici kamyon
🚜	taşıt, traktör
🏎️	araba, yarış, yarış arabası
🏍️	motosiklet, yarış
🛵	motor, motorlu skuter, skuter
🦽	erişilebilirlik, tekerlekli sandalye
🦼	elektrikli tekerlekli sandalye, erişilebilirlik
🛺	elektrikli çekçek, tuk tuk
🚲️	bisiklet, taşıt
🛴	ayak, ayakla sürülen skuter, skuter
🛹	kaykay, tahta
🚏	durak, otobüs, otobüs durağı
🛣️	anayol, cadde, otoban
🛤️	tren, tren yolu
🛢️	benzin, fıçı, petrol, petrol varili, varil
⛽️	akaryakıt istasyonu, benzin, istasyon, yakıt, yakıt pompası
🚨	polis arabası, polis lambası, polis tepe lambası
🚥	trafik, trafik sinyalleri, yatay trafik ışıkları, yatay trafik ışığı, ışık
🚦	dikey trafik ışıkları, dikey trafik ışığı, trafik, trafik sinyalleri, ışık
🛑	dur, dur işareti, işaret, sekizgen
🚧	inşaat, inşaat işareti, işaret
⚓️	gemi, işaret, çıpa
⛵️	deniz tatil yeri, tatil yeri, tekne, yat, yelkenli tekne
🛶	bot, kano
🚤	sürat teknesi, taşıt, tekne
🛳️	gemi, taşıt, yolcu, yolcu gemisi
⛴️	feribot, tekne
🛥️	motor, motorlu tekne, taşıt, tekne
🚢	gemi, taşıt
✈️	taşıt, uçak
🛩️	küçük uçak, taşıt, uçak
🛫	check in, kalkan uçak, kalkış, taşıt, uçak
🛬	inen uçak, iniş, inme, taşıt, uçak, varış
🪂	delta kanat, deniz paraşütü, paraşüt, paraşütle atlama
💺	koltuk, sandalye
🚁	helikopter, taşıt
🚟	asma, asma demiryolu, demiryolu, taşıt
🚠	dağ, dağ teleferik hattı, dağ teleferiği, kablo, taşıt, vagon
🚡	gondol, hava tramvayı, havadan yol, kablo yolu, taşıt, teleferik, tramvay
🛰️	araç, uydu, uzay
🚀	roket, taşıt
🛸	UFO, uçan daire
🛎️	otel, resepsiyon zili, zil, çan
🧳	bagaj, bavul, seyahat, valiz
⌛️	kum, kum saati
⏳️	akan kum saati, sayaç, zamanlayıcı
⌚️	kol saati, saat
⏰	alarm, saat, çalar saat
⏱️	kronometre, saat
⏲️	alarm, saat, zamanlayıcı
🕰️	raf saati, saat
🕛️	12:00, on iki, saat, saat 12
🕧	12:30, on iki buçuk, on iki otuz, saat, yarım
🕐️	1:00, bir, saat, saat 1
🕜	1:30, bir buçuk, saat
🕑️	2:00, iki, saat, saat 2
🕝	2:30, iki buçuk, saat
🕒️	3:00, saat, saat 3, üç
🕞	3:30, saat, üç buçuk
🕓️	4:00, dört, saat, saat 4
🕟	4:30, dört buçuk, saat
🕔️	5:00, beş, saat, saat 5
🕠	5:30, beş buçuk, saat
🕕️	6:00, altı, saat, saat 6
🕡	6:30, altı buçuk, saat
🕖️	7:00, saat, saat 7, yedi
🕢	7:30, saat, yedi buçuk
🕗️	8:00, saat, saat 8, sekiz
🕣	8:30, saat, sekiz buçuk
🕘️	9:00, dokuz, saat, saat 9
🕤	9:30, dokuz buçuk, saat
🕙️	10:00, on, saat, saat 10
🕥	10:30, on buçuk, saat
🕚️	11:00, on bir, saat, saat 11
🕦	11:30, on bir buçuk, saat
🌑	ay, karanlık, yeni, yeni ay
🌒	ay, büyüyen ay, yükselen
🌓	ay, ilk dördün
🌔	ay, geniş ay, yükselen, şişkin
🌕️	ay, dolu, dolunay, parlak
🌖	ay, küçülen ay, solgun, şişkin
🌗	ay, dördün, son dördün
🌘	ay, ince ay, solgun
🌙	ay, hilal
🌚	ay, yeni ay, yeni ay yüzü, yüz, yüzü olan yeni ay
🌛	ay, dördün, ilk dördün, ilk dördün ay yüzü, yüz, yüzü olan ay, yüzü olan ilk dördün
🌜️	ay, dördün, son dördün, son dördün ay yüzü, yüz, yüzü olan ay, yüzü olan son dördün
🌡️	hava durumu, termometre
☀️	aydınlık, güneş, güneşli, hava durumu, uzay, ışık
🌝	ay, dolu, dolunay, dolunay yüzü, yüz, yüzü olan ay, yüzü olan dolunay
🌞	güneş, güneş yüz, yüz
🪐	halkalı gezegen, satürn
⭐️	beyaz orta yıldız, yıldız
🌟	kıvılcım, parıldama, parıldayan yıldız, pırıltı, yıldız
🌠	kayan, yıldız, yıldız kayması
🌌	gökyüzü, samanyolu, uzay
☁️	bulut, hava durumu
⛅️	bulut, bulutlar ardındaki güneş, bulutlu güneş, güneş
⛈️	bulut, gökgürültüsü, hava durumu, yağmur, şimşek ve yağmurlu bulut
🌤️	bulut, bulutun arkasındaki güneş, güneş, hava durumu
🌥️	bulut, bulutta kaybolan güneş, güneş, hava durumu
🌦️	bulut, güneş, hava durumu, yağmur, yağmur bulutunun arkasındaki güneş
🌧️	bulut, hava durumu, yağmur, yağmur bulutu
🌨️	bulut, hava durumu, kar, kar bulutu, soğuk
🌩️	bulut, hava durumu, yıldırım, şimşek bulutu
🌪️	bulut, hava durumu, hortum
🌫️	bulut, hava durumu, sis
🌬️	esme, hava durumu, rüzgar
🌀	baş dönmesi, hortum, siklon, tayfun
🌈	gökkuşağı, hava durumu, yağmur
🌂	kapalı şemsiye, yağmur, yağmurlu
☂️	giyim, hava durumu, yağmur, şemsiye
☔️	giyim, hava durumu, yağmur, yağmur damlalı şemsiye
⛱️	güneş, hava durumu, sabit şemsiye, yağmur, şemsiye
⚡️	işaret, tehlike, voltaj, yüksek, yüksek voltaj, yüksek voltaj işareti, yüksek voltaj tehlikesi
❄️	hava durumu, kar, kar tanesi, soğuk
☃️	hava durumu, kar, kardan adam, soğuk
⛄️	kar, kar yağmadan kardan adam, karsız kardan adam
☄️	kuyruklu yıldız, uzay
🔥	alev, ateş
💧	damlacık, ter, terli, çizgi roman
🌊	dalga, okyanus dalgası, su dalgası
🎃	Halloween, fener, jack, kabak, kabak fener, kutlama
🎄	Noel ağacı, ağaç, kutlama
🎆	havai fişek, kutlama
🎇	fişek, havai fişek, kutlama
🧨	dinamit, havai fişek, maytap, patlayıcı
✨	*, parıltı, parıltılar, pırıltı, yıldız
🎈	balon, kutlama
🎉	konfeti, kutlama, parti, parti konfetisi
🎊	konfeti, konfeti topu, kutlama, top
🎋	Star Festivali, ağaç, kağıt şeritler, kutlama, tanabata ağacı
🎍	Japon, Yeni Yıl, kutlama, çam, çam süsleme
🎎	Bebek Festivali, Japon, Japon oyuncak bebekleri, festival, kutlama
🎏	flama, kutlama, sazan şekilli flama
🎐	rüzgar çanı, çan
🎑	ay, ay izleme, ay izleme töreni, izleme, kutlama
🧧	hediye, hóngbāo, iyi şanslar, kırmızı zarf, lai see, para
🎀	kurdele, kutlama
🎁	kutlama, paketlenmiş hediye, paketli, paketli hediye
🎗️	anma, anma kurdelesi, kurdele, kutlama
🎟️	bilet, giriş, giriş bileti
🎫	bilet, eğlence
🎖️	askeri, askeri madalya, kutlama, madalya
🏆️	zafer kupası, ödül
🏅	madalya, spor madalyası
🥇	altın, birinci, birincilik madalyası, madalya
🥈	gümüş, ikinci, ikincilik madalyası, madalya
🥉	bronz, madalya, üçüncü, üçüncülük madalyası
⚽️	futbol, futbol topu, top
⚾️	beyzbol, top
🥎	eldiven, kol, softball, top
🏀	basketbol, basketbol potası, pota, spor, top
🏐	maç, top, voleybol
🏈	Amerikan, amerikan futbolu, spor, top
🏉	futbol topu, ragbi, spor, top
🎾	spor, tenis, tenis raketi ve topu, tenis topu, top
🥏	frizbi, ultimate
🎳	bovling, bovling topu, oyun, top
🏏	kriket, maç, sopa, top
🏑	hokey, maç, saha, sopa, top, çim hokeyi
🏒	buz, buz hokeyi, disk, hokey, maç, sopa
🥍	gol, lakros, sopa, top
🏓	masa tenisi, maç, pinpon, raket, top
🏸	badminton, maç, raket, tüylü top
🥊	boks, boks eldiveni, eldiven, spor
🥋	dövüş sporu, dövüş sporu forması, forma, judo, karate, spor, tekvando
🥅	ağ, kale, kale ağı, spor
⛳️	delik, delikteki bayrak, golf, golf bayrağı
⛸️	buz, buz pateni, paten
🎣	balık, dinlenme, eğlence, kamış, kamış olta ve balık, olta
🤿	aletli dalış, dalgıç maskesi, dalış, şnorkelle dalış
🎽	koşu, koşu tişörtü, spor, tişört, çizgi, çizgili koşu tişörtü
🎿	bot, kayak, kayak ve bot, spor
🛷	kızak
🥌	curling taşı, körling taşı, oyun, taş
🎯	hedef, hedefe isabet, isabet, oyun, tam isabet
🪀	inip çıkma, oyuncak, yoyo
🪁	süzülme, uçma, uçurtma
🎱	bilardo, oyun, sekiz top
🔮	fal, fal bakma, kristal, kristal küre, küre
🧿	boncuk, kem göz, muska, nazar, nazarlık, tılsım
🎮️	kontrol cihazı, oyun, oyun kontrol cihazı, video oyunu
🕹️	oyun, oyun çubuğu, video oyunu
🎰	kumar, kumar makinesi, oyun
🎲	oyun, oyun zarı, zar
🧩	ipucu, kenetleme, parça, puzzle, yapboz
