😀	smajlík, tvář, výraz, zubící se obličej, úšklebek
👩🏽‍🤝‍👨🏼	držet, dvojice, muž, muž a žena držící se za ruce, muž a žena držící se za ruce: střední odstín pleti, středně světlý odstín pleti, pár, ruka, střední odstín pleti, středně světlý odstín pleti, žena
👫🏽	držet, dvojice, muž, muž a žena držící se za ruce, muž a žena držící se za ruce: střední odstín pleti, pár, ruka, střední odstín pleti, žena
👩🏽‍🤝‍👨🏾	držet, dvojice, muž, muž a žena držící se za ruce, muž a žena držící se za ruce: střední odstín pleti, středně tmavý odstín pleti, pár, ruka, střední odstín pleti, středně tmavý odstín pleti, žena
👩🏽‍🤝‍👨🏿	držet, dvojice, muž, muž a žena držící se za ruce, muž a žena držící se za ruce: střední odstín pleti, tmavý odstín pleti, pár, ruka, střední odstín pleti, tmavý odstín pleti, žena
👩🏾‍🤝‍👨🏻	držet, dvojice, muž, muž a žena držící se za ruce, muž a žena držící se za ruce: středně tmavý odstín pleti, světlý odstín pleti, pár, ruka, středně tmavý odstín pleti, světlý odstín pleti, žena
👩🏾‍🤝‍👨🏼	držet, dvojice, muž, muž a žena držící se za ruce, muž a žena držící se za ruce: středně tmavý odstín pleti, středně světlý odstín pleti, pár, ruka, středně světlý odstín pleti, středně tmavý odstín pleti, žena
👩🏾‍🤝‍👨🏽	držet, dvojice, muž, muž a žena držící se za ruce, muž a žena držící se za ruce: středně tmavý odstín pleti, střední odstín pleti, pár, ruka, střední odstín pleti, středně tmavý odstín pleti, žena
👫🏾	držet, dvojice, muž, muž a žena držící se za ruce, muž a žena držící se za ruce: středně tmavý odstín pleti, pár, ruka, středně tmavý odstín pleti, žena
👩🏾‍🤝‍👨🏿	držet, dvojice, muž, muž a žena držící se za ruce, muž a žena držící se za ruce: středně tmavý odstín pleti, tmavý odstín pleti, pár, ruka, středně tmavý odstín pleti, tmavý odstín pleti, žena
👩🏿‍🤝‍👨🏻	držet, dvojice, muž, muž a žena držící se za ruce, muž a žena držící se za ruce: tmavý odstín pleti, světlý odstín pleti, pár, ruka, světlý odstín pleti, tmavý odstín pleti, žena
👩🏿‍🤝‍👨🏼	držet, dvojice, muž, muž a žena držící se za ruce, muž a žena držící se za ruce: tmavý odstín pleti, středně světlý odstín pleti, pár, ruka, středně světlý odstín pleti, tmavý odstín pleti, žena
👩🏿‍🤝‍👨🏽	držet, dvojice, muž, muž a žena držící se za ruce, muž a žena držící se za ruce: tmavý odstín pleti, střední odstín pleti, pár, ruka, střední odstín pleti, tmavý odstín pleti, žena
👩🏿‍🤝‍👨🏾	držet, dvojice, muž, muž a žena držící se za ruce, muž a žena držící se za ruce: tmavý odstín pleti, středně tmavý odstín pleti, pár, ruka, středně tmavý odstín pleti, tmavý odstín pleti, žena
👫🏿	držet, dvojice, muž, muž a žena držící se za ruce, muž a žena držící se za ruce: tmavý odstín pleti, pár, ruka, tmavý odstín pleti, žena
👬	blíženci, držet, dva muži držící se za ruce, dvojice, dvojčata, muž, pár, ruka, zvěrokruh
👬🏻	blíženci, držet, dva muži držící se za ruce, dva muži držící se za ruce: světlý odstín pleti, dvojice, dvojčata, muž, pár, ruka, světlý odstín pleti, zvěrokruh
👨🏼‍🤝‍👨🏻	blíženci, držet, dva muži držící se za ruce, dva muži držící se za ruce: středně světlý odstín pleti, světlý odstín pleti, dvojice, dvojčata, muž, pár, ruka, středně světlý odstín pleti, světlý odstín pleti, zvěrokruh
👬🏼	blíženci, držet, dva muži držící se za ruce, dva muži držící se za ruce: středně světlý odstín pleti, dvojice, dvojčata, muž, pár, ruka, středně světlý odstín pleti, zvěrokruh
👨🏽‍🤝‍👨🏻	blíženci, držet, dva muži držící se za ruce, dva muži držící se za ruce: střední odstín pleti, světlý odstín pleti, dvojice, dvojčata, muž, pár, ruka, střední odstín pleti, světlý odstín pleti, zvěrokruh
👨🏽‍🤝‍👨🏼	blíženci, držet, dva muži držící se za ruce, dva muži držící se za ruce: střední odstín pleti, středně světlý odstín pleti, dvojice, dvojčata, muž, pár, ruka, střední odstín pleti, středně světlý odstín pleti, zvěrokruh
👬🏽	blíženci, držet, dva muži držící se za ruce, dva muži držící se za ruce: střední odstín pleti, dvojice, dvojčata, muž, pár, ruka, střední odstín pleti, zvěrokruh
👨🏾‍🤝‍👨🏻	blíženci, držet, dva muži držící se za ruce, dva muži držící se za ruce: středně tmavý odstín pleti, světlý odstín pleti, dvojice, dvojčata, muž, pár, ruka, středně tmavý odstín pleti, světlý odstín pleti, zvěrokruh
👨🏾‍🤝‍👨🏼	blíženci, držet, dva muži držící se za ruce, dva muži držící se za ruce: středně tmavý odstín pleti, středně světlý odstín pleti, dvojice, dvojčata, muž, pár, ruka, středně světlý odstín pleti, středně tmavý odstín pleti, zvěrokruh
👨🏾‍🤝‍👨🏽	blíženci, držet, dva muži držící se za ruce, dva muži držící se za ruce: středně tmavý odstín pleti, střední odstín pleti, dvojice, dvojčata, muž, pár, ruka, střední odstín pleti, středně tmavý odstín pleti, zvěrokruh
👬🏾	blíženci, držet, dva muži držící se za ruce, dva muži držící se za ruce: středně tmavý odstín pleti, dvojice, dvojčata, muž, pár, ruka, středně tmavý odstín pleti, zvěrokruh
👨🏿‍🤝‍👨🏻	blíženci, držet, dva muži držící se za ruce, dva muži držící se za ruce: tmavý odstín pleti, světlý odstín pleti, dvojice, dvojčata, muž, pár, ruka, světlý odstín pleti, tmavý odstín pleti, zvěrokruh
👨🏿‍🤝‍👨🏼	blíženci, držet, dva muži držící se za ruce, dva muži držící se za ruce: tmavý odstín pleti, středně světlý odstín pleti, dvojice, dvojčata, muž, pár, ruka, středně světlý odstín pleti, tmavý odstín pleti, zvěrokruh
👨🏿‍🤝‍👨🏽	blíženci, držet, dva muži držící se za ruce, dva muži držící se za ruce: tmavý odstín pleti, střední odstín pleti, dvojice, dvojčata, muž, pár, ruka, střední odstín pleti, tmavý odstín pleti, zvěrokruh
👨🏿‍🤝‍👨🏾	blíženci, držet, dva muži držící se za ruce, dva muži držící se za ruce: tmavý odstín pleti, středně tmavý odstín pleti, dvojice, dvojčata, muž, pár, ruka, středně tmavý odstín pleti, tmavý odstín pleti, zvěrokruh
👬🏿	blíženci, držet, dva muži držící se za ruce, dva muži držící se za ruce: tmavý odstín pleti, dvojice, dvojčata, muž, pár, ruka, tmavý odstín pleti, zvěrokruh
💏	dvojice, líbání, polibek, pár, romance, romantika
👩‍❤‍💋‍👨	dvojice, líbání, muž, polibek, polibek: žena, muž, pár, romance, romantika, žena
👨‍❤‍💋‍👨	dvojice, líbání, muž, polibek, polibek: muž, muž, pár, romance, romantika
👩‍❤‍💋‍👩	dvojice, líbání, polibek, polibek: žena, žena, pár, romance, romantika, žena
💑	dvojice, láska, pár, pár se srdcem, romance, romantika, srdce
👩‍❤‍👨	dvojice, láska, muž, pár, pár se srdcem, pár se srdcem: žena, muž, romance, romantika, srdce, žena
👨‍❤‍👨	dvojice, láska, muž, pár, pár se srdcem, pár se srdcem: muž, muž, romance, romantika, srdce
👩‍❤‍👩	dvojice, láska, pár, pár se srdcem, pár se srdcem: žena, žena, romance, romantika, srdce, žena
👪️	dítě, matka, otec, rodina
👨‍👩‍👦	chlapec, dítě, matka, muž, otec, rodina, rodina: muž, žena a chlapec, žena
👨‍👩‍👧	dítě, dívka, matka, muž, otec, rodina, rodina: muž, žena a dívka, žena
👨‍👩‍👧‍👦	chlapec, dítě, dívka, matka, muž, otec, rodina, rodina: muž, žena, dívka a chlapec, žena
👨‍👩‍👦‍👦	chlapec, dítě, matka, muž, otec, rodina, rodina: muž, žena, chlapec a chlapec, žena
👨‍👩‍👧‍👧	dítě, dívka, matka, muž, otec, rodina, rodina: muž, žena, dívka a dívka, žena
👨‍👨‍👦	chlapec, dítě, matka, muž, otec, rodina, rodina: muž, muž a chlapec
👨‍👨‍👧	dítě, dívka, matka, muž, otec, rodina, rodina: muž, muž a dívka
👨‍👨‍👧‍👦	chlapec, dítě, dívka, matka, muž, otec, rodina, rodina: muž, muž, dívka a chlapec
👨‍👨‍👦‍👦	chlapec, dítě, matka, muž, otec, rodina, rodina: muž, muž, chlapec a chlapec
👨‍👨‍👧‍👧	dítě, dívka, matka, muž, otec, rodina, rodina: muž, muž, dívka a dívka
👩‍👩‍👦	chlapec, dítě, matka, otec, rodina, rodina: žena, žena a chlapec, žena
👩‍👩‍👧	dítě, dívka, matka, otec, rodina, rodina: žena, žena a dívka, žena
👩‍👩‍👧‍👦	chlapec, dítě, dívka, matka, otec, rodina, rodina: žena, žena, dívka a chlapec, žena
👩‍👩‍👦‍👦	chlapec, dítě, matka, otec, rodina, rodina: žena, žena, chlapec a chlapec, žena
👩‍👩‍👧‍👧	dítě, dívka, matka, otec, rodina, rodina: žena, žena, dívka a dívka, žena
👨‍👦	chlapec, dítě, matka, muž, otec, rodina, rodina: muž, chlapec
👨‍👦‍👦	chlapec, dítě, matka, muž, otec, rodina, rodina: muž, chlapec a chlapec
👨‍👧	dítě, dívka, matka, muž, otec, rodina, rodina: muž, dívka
👨‍👧‍👦	chlapec, dítě, dívka, matka, muž, otec, rodina, rodina: muž, dívka a chlapec
👨‍👧‍👧	dítě, dívka, matka, muž, otec, rodina, rodina: muž, dívka a dívka
👩‍👦	chlapec, dítě, matka, otec, rodina, rodina: žena, chlapec, žena
👩‍👦‍👦	chlapec, dítě, matka, otec, rodina, rodina: žena, chlapec a chlapec, žena
👩‍👧	dítě, dívka, matka, otec, rodina, rodina: žena, dívka, žena
👩‍👧‍👦	chlapec, dítě, dívka, matka, otec, rodina, rodina: žena, dívka a chlapec, žena
👩‍👧‍👧	dítě, dívka, matka, otec, rodina, rodina: žena, dívka a dívka, žena
🗣️	hlava, mluvit, mluvící hlava, silueta, smajlík, tvář, výraz, řeč
👤	busta, bysta, silueta, silueta busty
👥	busta, bysta, silueta, silueta dvojice bust
👣	oblečení, otisk, stopa, stopy, tělo
🦰	ryšavé vlasy, rusé vlasy, rudé vlasy, zrzek, zrzka, zrzavé vlasy
🦱	afro, kudrnaté vlasy, kudrny, prstýnky, vlnité vlasy
🦳	bílé vlasy, stáří, šediny, šedé vlasy
🦲	bez vlasů, chemoterapie, pleš, skin, skinhead, vyholená hlava
🐵	hlava opice, opice, smajlík, tvář, výraz
🐒	opice
🦍	gorila, hlava, zvíře
🦧	lidoop, orangutan
🐶	domácí, hlava psa, mazlíček, pes, smajlík, tvář, výraz
🐕️	domácí, mazlíček, pes
🦮	asistence, postižení, průvodce, slepecký pes, vodicí pes, vůdce
🐕‍🦺	asistence, pes, pomoc, postižení, služba, služební pes
🐩	domácí, mazlíček, pes, pudl
🐺	hlava vlka, smajlík, tvář, vlk, výraz
🦊	hlava, hlava lišky, liška, zvíře
🦝	medvídek, mýval, zvědavý
🐱	hlava kočky, kočka, mazlíček, smajlík, tvář, výraz
🐈️	domácí, kočka, mazlíček
🦁	hlava lva, lev, smajlík, tvář, výraz, zvěrokruh
🐯	hlava tygra, smajlík, tvář, tygr, výraz
🐅	tygr
🐆	leopard, levhart, panter, pardál
🐴	hlava koně, kůň, smajlík, tvář, výraz
🐎	dostihový kůň, dostihy, jezdectví, jízda, kůň, závod
🦄	hlava jednorožce, jednorožec, smajlík, tvář, výraz
🦓	kůň, pruhy, zebra
🦌	jelen, kolouch, laň
🐮	hlava krávy, kráva, smajlík, tvář, výraz
🐂	býk, vůl, zvěrokruh
🐃	buvol, buvol domácí, voda, vodní buvol
🐄	kráva
🐷	hlava prasete, prase, smajlík, tvář, výraz
🐖	prase, prasnice, svině
🐗	divoké, kanec, kňour, prase
🐽	prase, prasečí rypák, rypák, rypáček, smajlík, tvář, výraz
🐏	beran, ovce, samec, zvěrokruh
🐑	bahnice, ovce, ovečka, samice
🐐	koza, kozoroh, zvěrokruh
🐪	dromedár, hrb, velbloud, velbloud jednohrbý
🐫	drabař, hrb, velbloud, velbloud dvouhrbý
🦙	alpaka, guanako, lama, vikuňa, vlna
🦒	fleky, skvrny, žirafa
🐘	slon
🦏	nosorožec
🦛	hroch, tlustokožec
🐭	hlava myši, myš, smajlík, tvář, výraz
🐁	myš
🐀	krysa, potkan
🐹	domácí, hlava křečka, křeček, smajlík, tvář, výraz
🐰	domácí, hlava králíka, králík, mazlíček, smajlík, tvář, ušák, výraz, zajíc
🐇	domácí, králík, mazlíček, ušák, zajíc
🐿️	veverka
🦔	bodliny, ježek, ostny
🦇	netopýr, upír, vampýr, zvíře
🐻	hlava medvěda, medvěd, smajlík, tvář, výraz
🐨	koala, medvídek, medvěd
🐼	hlava pandy, panda, smajlík, tvář, výraz
🦥	lenochod, lenost, líný, pomalý
🦦	hravé, lovec ryb, loví ryby, rybařící, rybolov, vydra
🦨	páchne, páchnoucí, skunk, smrad, smradlavé, smrdí
🦘	Austrálie, kapsa, klokan, skákavý, vačnatec
🦡	jezevec, medojed, nora
🐾	nohy, otisk, otisky tlap, stopa, tlapa
🦃	krocan, pták
🐔	pták, slepice
🐓	kohout, pták
🐣	klubající, klubání, kuře, kuřátko, líhnoucí se kuře, líhnutí, pták, vajíčko, vejce
🐤	kuře, kuřátko, pták, ptáček
🐥	kuře, kuřátko, kuřátko zepředu, pták, ptáček
🐦️	pták, ptáček
🐧	pták, tučňák
🕊️	holubice, let, letící, létat, mír, pták
🦅	orel, pták
🦆	kachna, kachnička, pták
🦢	bílý, labuť, ošklivé káčátko, pták, vznešený
🦉	moudrost, pták, sova
🦩	okázalý, plameňák, tropický, tropy
🦚	pompézní, pták, pyšný, páv, pávice
🦜	mluvící, papoušek, pirát, pták
🐸	hlava žáby, smajlík, tvář, výraz, žába
🐊	aligátor, krokodýl
🐢	obojživelník, želva
🦎	ještěrka, plaz
🐍	had, hadonoš, plaz, zvěrokruh
🐲	drak, hlava draka, pohádka, smajlík, tvář, výraz
🐉	drak, pohádka
🦕	brachiosaurus, brontosaurus, dinosaurus, diplodocus, sauropod
🦖	dinosaurus, t-rex, tyranosaurus rex
🐳	odfukující, smajlík, stříkající, tvář, velryba, velryba stříkající vodu, vodotrysk, výraz
🐋	kytovec, plejtvák, velryba
🐬	delfín, delfínek, skákající
🐟️	ryba, ryby, zvěrokruh
🐠	ryba, tropická ryba, tropický
🐡	ježík, ryba, čtverzubec
🦈	ryba, žralok
🐙	chobotnice, chobotnička, hlavonožec, krakatice, měkkýš
🐚	lastura, mušle, spirála, ulita, škeble
🐌	hlemýžď, šnek
🦋	hmyz, krásný, motýl
🐛	hmyz, housenka
🐜	hmyz, mravenec
🐝	hmyz, včela
🐞	beruška, brouk, hmyz, sedmitečné, slunéčko
🦗	cvrček, kobylka, koník, luční
🕷️	hmyz, pavouk
🕸️	pavouk, pavoučí, pavučina, síť
🦂	zvěrokruh, škorpion, štír
🦟	dengue, hmyz, komár, malárie, moskyt, virus, štípnutí
🦠	améba, bacil, bakterie, mikrob, mikroorganismus, virus
💐	květina, kytice, kytička, kytka, pugét, romance, romantika, rostlina
🌸	květ, květina, rostlina, třešeň, třešňový květ
💮	bílá květina, květ, květina
🏵️	květ, květina, rostlina, rozeta
🌹	květ, květina, rostlina, růže
🥀	květ, květina, uvadlá, uvadnutá, zvadlá květina, zvadnutá
🌺	ibišek, květ, květina, rostlina
🌻	květ, květina, rostlina, slunce, slunečnice
🌼	květ, květina, rostlina
🌷	květ, květina, rostlina, tulipán
🌱	klíček, klíčící, mladý, rostlina, výhonek
🌲	jehličnatý strom, rostlina, strom, stálezelený
🌳	listnatý strom, opadavý, rostlina, strom
🌴	palma, rostlina, strom
🌵	kaktus, rostlina
🌾	klas, obilí, otep, rostlina, rýže, rýžové klasy, snop, zrno
🌿	bylina, bylinka, list, lístek, rostlina
☘️	jetel, rostlina, trojlístek
🍀	4, jetel, list, rostlina, čtyři, čtyřlístek
🍁	javor, javorový list, list, padající, rostlina
🍂	list, padající, rostlina, spadlý list
🍃	foukat, list, lístek, padající list ve větru, rostlina, třepetající, třepetat, třepotající, třepotat, vánek, vítr
🍇	hrozen, hrozny, ovoce, rostlina, víno
🍈	cukrový meloun, ovoce, rostlina
🍉	meloun, ovoce, rostlina, vodní
🍊	mandarinka, oranžová, ovoce, rostlina
🍋	citron, citrus, ovoce, rostlina
🍌	banán, ovoce, rostlina
🍍	ananas, ovoce, rostlina
🥭	mango, ovoce, tropické
🍎	jablko, ovoce, rostlina, červená, červené jablko
🍏	jablko, ovoce, rostlina, zelená, zelené jablko
🍐	hruška, ovoce, rostlina
🍑	broskev, ovoce, rostlina
🍒	ovoce, rostlina, třešeň, třešně
🍓	jahoda, ovoce, rostlina
🥝	jídlo, kivi, kiwi, ovoce
🍅	rajče, rostlina, zelenina
🥥	kokos, ořech, palma, piňa colada
🥑	avokádo, jídlo, ovoce
🍆	baklažán, lilek, rostlina, zelenina
🥔	brambor, brambora, jídlo, zelenina
🥕	jídlo, mrkev, zelenina
🌽	klas, kukuřičný klas, obilí, rostlina, zrno
🌶️	chilli, feferonka, ostrý, paprika, paprička, pálivý, rostlina, čili
🥒	jídlo, kyselá, nakládaná, okurek, okurka, zelenina
🥬	bok čoj, kapusta, pak čoj, salát, salátové listy, zelí, čínské
🥦	brokolice, brukev, kapusta, rostlina, zelenina
🧄	koření, ochucování, zelenina, česnek
🧅	cibule, koření, ochucování, zelenina
🍄	houba, muchomůrka
🥜	arašíd, arašídy, burský, burák, jídlo, lusk, olejná, ořech, podzemnice
🌰	kaštan, rostlina
🍞	bochník, chleba, chléb, pecen
🥐	croissant, francouzské, jídlo, loupák, loupáček, pečivo, rohlík
🥖	bageta, francouzské, jídlo, pečivo
🥨	jídlo, kroucené, pečivo, preclík
🥯	bagel, bejgl, pečivo
🥞	jídlo, lívance, palačinky
🧇	forma, moučník, mřížka, sendvičovač, vafle, vaflovač
🧀	klínek sýra, sýr
🍖	kost, maso, maso na kosti
🍗	drůbež, kost, kuře, kuřecí stehýnko, noha, stehno
🥩	flákota, hovězí, jehněčí, kotleta, kus masa, maso, plátek masa, steak, vepřové, řízek, žebírko
🥓	jídlo, maso, slanina
🍔	burger, burgr, hamburger, hamburgr
🍟	bramborové, brambory, hranolky, pomfrity
🍕	díl, dílek, klínek, kousek, pizza, salám, salámová, sýr, sýrová
🌭	hot dog, hotdog, párek, párek v rohlíku
🥪	chleba, sandwich, sendvič, toast, toust
🌮	jídlo, mexické, taco, tacos
🌯	burito, burrito, jídlo, mexická, mexické, rolka, wrap
🥙	falafel, gyros, jídlo, kebab, plněná pita, plněný, sendvič
🧆	boby, cizrna, falafel, karbanátky, koule, kuličky
🥚	jídlo, vejce
🍳	pánev, smažení, vaření, vejce, vejce na pánvi
🥘	jídlo, kastrol, mělký, mělký rendlík s jídlem, paella, pánev
🍲	guláš, hrnec, hrnec jídla, polévka
🥣	cereálie, cornflakes, kaše, kornflejks, kornflejky, krupičná, kukuřičné, lupínky, miska se lžící, muesli, musli, müsli, ovesná, snídaně
🥗	jídlo, salát, zelený
🍿	popcorn, popkorn, pražená kukuřice, pukance, pukánky
🧈	mlékařské, mlékárenské, mlékárna, mléčné, máslo
🧂	přísada, slánka, sůl
🥫	jídlo v plechovce, plechovka
🍱	bento, krabička, krabička bentó
🍘	rýže, rýžová sušenka, sušenka
🍙	japonská, kulička, onigiri, rýžová, rýžová koule
🍚	rýže, vařená rýže, vařený
🍛	curry, kari rýže, karí, rýže
🍜	miska, miska nudlí, nudle, pára, ramen
🍝	těstoviny, špagety
🍠	brambora, jam, opékaný, opékaný batát, sladký
🍢	kebab, mořské plody, oden, plody moře, tyčka, špejle, špíz
🍣	sushi, suši
🍤	garnát, kreveta, smažená kreveta, smažené, tempura
🍥	dort, koláček, ryba, rybí koláček se spirálkou, spirála
🥮	měsíční koláč, podzim, svátek, čínský
🍡	dango, dezert, japonský, knedlíček, sladkost, sladký, tyčka, zákusek, špejle
🥟	džiaozi, empanada, gjózu, gyoza, jiaozi, knedlík, knedlíček, pelmeně, pelmeň, piroh, pirohy, taštička
🥠	budoucnost, proroctví, předpověď, věštba, čínský koláček štěstí
🥡	jídlo, krabice na jídlo, krabička
🦀	krab, rak, zvěrokruh
🦞	humr, klepeta, langusta, plody moře
🦐	garnát, jídlo, korýš, kreveta
🦑	hlavonožec, jídlo, kalamár, měkkýš, oliheň, sépie
🦪	perla, potápění, ústřice
🍦	cukrovinka, dezert, jemný, kornout, kornoutek, sladkost, sladký, točená zmrzlina, zmrzlina, zákusek
🍧	cukrovinka, dezert, led, ledová tříšť, sladkost, sladký, tříšť, zákusek
🍨	cukrovinka, dezert, kopečková zmrzlina, pohár, sladkost, sladký, zmrzlina, zmrzlinový, zákusek
🍩	americká, cukrovinka, dezert, donut, kobliha, sladkost, sladký, zákusek
🍪	cookie, cukrovinka, dezert, koláček, sladkost, sladký, sušenka, zákusek
🎂	cukrovinka, dezert, dort, narozeninový dort, narozeniny, oslava, sladkost, sladký, zákusek
🍰	cukrovinka, dezert, dort, dortový řez, kousek, sladkost, sladký, zákusek
🧁	cukroví, cupcake, dortík, košíček, muffin, pečivo
🥧	koláč, náplň, pečivo, páj
🍫	cukrovinka, sladkost, sladký, tabulka, tabulka čokolády, čokoláda
🍬	bonbon, cukrovinka, sladkost, sladký
🍭	cukrovinka, lízátko, sladkost, sladký, špejle
🍮	dezert, puding, pudink, sladkost, sladký, zákusek
🍯	med, sklenice, sklenice medu, sladkost, sladký
🍼	dítě, kojenecká láhev, lahev, mléko, nápoj
🥛	mléko, nápoj, sklenice, sklenice mléka
☕️	horký, kouřící, káva, nápoj, pití, pára, teplý nápoj, čaj
🍵	nápoj, pití, čaj, šálek, šálek bez ouška
🍶	bar, lahev, nápoj, pití, saké, šálek
🍾	bar, korek, láhev, láhev sektu, nápoj, sekt, zátka
🍷	bar, nápoj, pití, sklenice, sklenička vína, sklo, víno
🍸️	bar, drink, koktejl, koktejlová sklenička, nápoj, pití, sklenice, sklo
🍹	bar, drink, koktejl, nápoj, pití, tropický, tropický koktejl
🍺	bar, nápoj, pití, pivo, půllitr, půllitr piva, sklenice
🍻	bar, cinkající půllitry piva, cinkání, nápoj, pití, pivo, přiťuknutí, přípitek, půllitr, sklenice
🥂	cinkající sklenice, cinkání, nápoj, oslava, pití, přiťuknutí, přípitek, sklenice
🥃	alkohol, panák, sklenice, sklenice whisky, tumbler, whiskey, whisky
🥤	džus, limonáda, nealko, pohárek s brčkem, soda, sodovka
🧃	krabicový džus, krabičkové pití, nápoj v krabičce, nápojová krabice, pití v krabičce, pitíčko
🧉	maté, nápoj
🧊	chlad, kostka ledu, led, ledovec, ledová kostka, studený
🥢	hashi, haši, hůlky, jídelní, jídelní hůlky, tyčinky
🍽️	nádobí, nůž, příbor, talíř, talíř s vidličkou a nožem, vaření, vidlička
🍴	nádobí, nůž, příbor, vaření, vidlička, vidlička a nůž
🥄	lžíce, příbor
🔪	kuchyňský nůž, nádobí, nástroj, nůž, vaření, zbraň
🏺	amfora, nádoba, nádobí, nápoj, nástroj, vaření, vodnář, váza, zbraň, zvěrokruh
🌍	afrika, evropa, glóbus s Evropou a Afrikou, svět, země, zeměkoule
🌎️	amerika, glóbus se Severní a Jižní Amerikou, svět, země, zeměkoule
🌏	asie, austrálie, glóbus s Asií a Austrálií, svět, země, zeměkoule
🌐	glóbus s poledníky a rovnoběžkami, poledníky, rovnoběžky, svět, země, zeměkoule, zeměpisná síť
🗺️	mapa, mapa světa, svět
🗾	japonsko, mapa, mapa Japonska
🧭	kompas, magnetický, navigace, orientace
🏔️	hora, sníh, zasněžená hora, zima
⛰️	hora, kopec, pohoří
🌋	erupce, hora, sopka, vulkán, výbuch
🗻	fudži, fuji, hora, hora Fudži
🏕️	kemp, kempování, stan, tábor, táboření
🏖️	deštník, pláž, pláž se slunečníkem, slunečník
🏜️	poušť
🏝️	opuštěný, ostrov, palma, pláž, poušť, pustý ostrov, tropický, tropy
🏞️	národní park, park, rezervace
🏟️	stadion
🏛️	antická budova, antika, budova, klasicismus, klasická
🏗️	budova, stavba, staveniště
🧱	cihla, cihly, hlína, zeď
🏘️	budova, domky, domy, dům
🏚️	budova, dům, opuštěný, opuštěný dům
🏠️	budova, domek, domov, dům
🏡	budova, domek se zahradou, domov, dům, zahrada
🏢	budova, dům, kanceláře, kancelářská budova, věžák
🏣	budova, japonská pošta, japonský, pošta
🏤	budova, evropský, pošta
🏥	budova, doktor, lék, lékař, léčení, nemocnice
🏦	banka, budova
🏨	budova, hotel
🏩	budova, hodinový hotel, hotel, láska
🏪	budova, maloobchod, non-stop, nonstop, obchod, potraviny, prodej, prodejna, smíšené, večerka, zboží
🏫	budova, škola
🏬	budova, centrum, nákupní, nákupy, obchod, obchodní dům, prodej
🏭️	budova, továrna
🏯	budova, hrad, japonský, japonský hrad
🏰	budova, evropský, hrad, zámek
💒	kaple, romance, romantika, svatba
🗼	Tokijská věž, tokio, tokyo tower, věž
🗽	socha, socha Svobody, svoboda
⛪️	budova, kostel, křesťanství, kříž, náboženství
🕌	islám, mešita, muslim, náboženství
🛕	chrám, hinduistický chrám, hinudismus, svatyně
🕍	chrám, náboženství, synagoga, žid, židovský
⛩️	náboženství, svatyně, šintoismus, šintoistická svatyně
🕋	Kába, islám, kaaba, kába, muslim, náboženství
⛲️	fontána, vodotrysk
⛺️	kemp, kempování, stan, tábor, táboření
🌁	mlha, počasí
🌃	hvězda, hvězdná noc, noc, počasí
🏙️	budova, krajina, město, městská, městská zástavba, silueta, vyhlídka
🌄	hora, počasí, ráno, slunce, svítání, svítání nad horami
🌅	počasí, ráno, slunce, východ slunce
🌆	budova, krajina, město, město za soumraku, městská, počasí, silueta, slunce, soumrak, večer, vyhlídka, západ
🌇	počasí, slunce, soumrak, večer, západ, západ slunce
🌉	most, most v noci, noc, počasí
♨️	horko, horké prameny, horký pramen, lázeň, pára
🎠	kolotoč, kolotočový kůň, kůň
🎡	ruské kolo, zábavní park
🎢	horská dráha, zábavní park
💈	holič, stříhání, tyč, značka holičství
🎪	cirkus, cirkusový stan, stan, šapitó
🚂	lokomotiva, pára, vlak, vozidlo, železnice
🚃	elektrický, tramvaj, trolejbus, vagón, vlak, vozidlo, železnice
🚄	pendolino, rychlost, vlak, vozidlo, šinkansen, železnice
🚅	japonský rychlovlak, pendolino, rychlost, vlak, vozidlo, šinkansen, špička, železnice
🚆	vlak, vozidlo, železnice
🚇️	dráha, metro, podzemní, vozidlo
🚈	rychlodrážní tramvaj, vozidlo, železnice
🚉	nástupiště, peron, stanice, vlak, vozidlo, zastávka, železnice
🚊	tramvaj, vozidlo
🚝	jednokolejka, vozidlo
🚞	hora, horská železnice, vagón, vozidlo, železnice
🚋	tramvaj, vagón, vagón tramvaje, vozidlo
🚌	autobus, vozidlo
🚍️	autobus, přijíždějící, přijíždějící autobus, příjezd, vozidlo
🚎	trolej, trolejbus, vozidlo
🚐	autobus, minibus, vozidlo
🚑️	ambulance, sanitka, vozidlo
🚒	hasiči, hasičské auto, oheň, požár, požárníci, vozidlo
🚓	auto, hlídka, policejní auto, policie, vozidlo
🚔️	auto, policie, přijíždějící, přijíždějící policejní auto, příjezd, vozidlo, vůz
🚕	taxík, vozidlo
🚖	přijíždějící, přijíždějící taxík, příjezd, taxi, vozidlo
🚗	auto, vozidlo, vůz
🚘️	auto, automobil, přijíždějící, přijíždějící auto, příjezd, vozidlo, vůz
🚙	SUV, auto, džíp, jeep, rekreace, rekreační, sport, vozidlo, vůz
🚚	dodávka, vozidlo
🚛	autodoprava, kamion, nákladní, náklaďák, tir, tirák, truck, vozidlo
🚜	traktor, vozidlo
🏎️	auto, formule, závod
🏍️	motocykl, motorka, závod
🛵	scooter, skútr
🦽	handicap, hendikep, invalidita, invalidní, mechanický invalidní vozík, pomůcka, postižení, usnadnění, zpřístupnění
🦼	elektrický invalidní vozík, handicap, hendikep, invalidita, invalidní, pomůcka, postižení, usnadnění, zpřístupnění
