😀	malaking ngiti, mukha, mukhang nakangisi, mukhang nakangiti, nakangiti, ngiti
🍵	inumin, tasa, tasa na walang hawakan, tasa ng tsaa na walang hawakan, teacup, tsaa
🍶	alak, bar, bote, inumin, japanese, rice, sake, tasa, wine
🍾	bar, bote, boteng naalis ang takip, champagne, cork, wine
🍷	alak, bar, glass, inumin, wine, wine glass
🍸️	alak, bar, cocktail, cocktail glass, glass, inumin
🍹	bar, inumin, tropical, tropical drink
🍺	alak, bar, beer, beer mug, inumin, mug
🍻	alak, bar, beer, pagtagay sa mga beer mug, tagay
🥂	baso, inumin, mag-celebrate, toast
🥃	alak, baso, shot, tumbler, tumbler glass, whiskey, whisky
🥤	baso na may straw, juice, soda
🧃	inumin, juice, kahin ng juice, kahon ng inumin
🧉	inumin, mate
🧊	ice cube, iceberg, malamig, yelo
🥢	chopsticks, hashi
🍽️	hapag-kainan, kutsilyo, pinggan, tinidor, tinidor at kutsilyo na may pinggan, tinidor, kutsilyo at pinggan
🍴	hapag-kainan, kutsilyo, tinidor, tinidor at kutsilyo
🥄	kubyertos, kutsara
🔪	armas, kutsilyo, pagluluto, sandata
🏺	alak, amphora, aquarius, banga, garapon, inumin, kagamitan, lalagyan, langis, sisidlan, tubig, zodiac
🌍	africa, europe, globo, globong nagpapakita sa europe at africa, mundo
🌎️	america, amerika, globo, globong nagpapakita sa America, globong nagpapakita sa hilaga at timog amerika, mundo
🌏	asia, australia, globo, globong nagpapakita sa asia at australia, mundo
🌐	globe, globo, globong may mga meridian, meridian, mundo
🗺️	mapa, mapa ng mundo, mundo
🗾	japan, mapa, mapa ng japan
🧭	compass, direksyon, magnetic, nabigasyon
🏔️	bundok, bundok na may niyebe sa tuktok, malamig, niyebe, taglamig
⛰️	bundok, tuktok
🌋	aktibidad ng bulkan, bulkan, bundok, pagsabog
🗻	bundok, bundok fuji, fuji, japan, mount fuji, mt fuji
🏕️	camping, scout, tent
🏖️	beach, beach na may payong, dagat, payong, summer
🏜️	cactus, disyerto, mainit
🏝️	desert island, isla, islang walang nakatira, walang nakatira
🏞️	national park, parke
🏟️	istadyum
🏛️	classical, gusali, klasikong gusali
🏗️	construction, construction ng gusali, gusali
🧱	brick, bricks, dingding, semento
🏘️	bahay, gusali, mga bahay
🏚️	bahay, guguho, gusali, napabayaan, napabayaang bahay
🏠️	bahay, gusali, tahanan
🏡	bahay, bahay na may hardin, gusali, hardin, tahanan
🏢	gusali, office building, opisina
🏣	gusali, japanese, japanese post office, post office
🏤	gusali, post office
🏥	doktor, gusali, medisina, ospital, pagamutan
🏦	bangko, gusali
🏨	gusali, hotel
🏩	gusali, hotel, love hotel, motel
🏪	convenience store, gusali, tindahan
🏫	eskwelahan, gusali, paaralan, school
🏬	department store, gusali, mall, tindahan
🏭️	factory, gusali, pagawaan
🏯	Hapon, castle, feudal, gusali, japanese, japanese castle, kastilyo, kuta, shogun
🏰	european, fairy tale, gusali, kastilyo, palasyo
💒	kapilya, kasal, kasalan, pag-ibig, romance, romansa, simbahan
🗼	japan, tokyo, tokyo tower, tore
🗽	kalayaan, kasarinlan, liberty, rebulto, statue of liberty
⛪️	gusali, katoliko, kristiyanismo, krus, relihiyon, sambahan, simbahan
🕌	islam, mosque, muslim, relihiyon, sambahan
🛕	hindu, hindu temple, sambahan, templo
🕍	hudyo, jew, jewish, judaism, judaismo, relihiyon, sambahan, sinagoga, synagogue, templo
⛩️	japanese, relihiyon, shinto, shinto shrine, shrine, templo
🕋	cube, islam, kaaba, muslim, relihiyon
⛲️	fountain
⛺️	camping, scout, tent
🌁	bundok, hamog, lagay ng panahon, mahamog, panahon
🌃	bituin, cityscape, gabi, gabing maraming bituin, lungsod
🏙️	cityscape, gusali, lungsod
🌄	araw, bundok, pagsikat ng araw, pagsikat ng araw sa mga bundok, umaga
🌅	araw, dagat, pagsikat ng araw, umaga
🌆	cityscape, cityscape sa takipsilim, gusali, lungsod, takipsilim
🌇	agaw-dilim, araw, cityscape, dapit-hapon, paglubog ng araw, takipsilim
🌉	bituin, gabi, tulay, tulay sa gabi
♨️	hot springs, japanese, mainit, onsen, umuusok
🎠	amusement park, carousel, kabayo, kabayo sa carousel, merry-go-round
🎡	amusement park, ferris, ferris wheel, gulong
🎢	amusement park, coaster, roller, roller coaster
💈	barber pole, barbero, buhok, gupit, pagpapagupit ng buhok
🎪	circus, circus tent, tent
🚂	engine, makina, makina ng tren, sasakyan, tren
🚃	railway car, sasakyan, trambiya, tren, trolley
🚄	bullet train, high-speed train, sasakyan, shinkansen, tren
🚅	bullet nose, bullet train, high-speed train, shinkansen, tren
🚆	sasakyan, tren
🚇️	metro, sasakyan, subway, underground
🚈	light rail, sasakyan, tren
🚉	istasyon, platform, sasakyan, tren
🚊	sasakyan, tram, trambiya, tren, trolley
🚝	monorail, sasakyan, tren
🚞	bundok, mountain railway, sasakyan, tren
🚋	sasakyan, tram car, trambiya, tren, trolley
🚌	bus, sasakyan
🚍️	bus, paparating, paparating na bus, sasakyan
🚎	bus, sasakyan, trambiya, trolley, trolleybus
🚐	bus, minibus, sasakyan
🚑️	ambulansya, emergency, sasakyan
🚒	emergency, fire truck, sasakyan, sunog, truck
🚓	patrol, police car, pulis, pulisya, sasakyan, sasakyan ng polis
🚔️	paparating, paparating na police car, patrol, pulis, pulisya
🚕	sasakyan, taxi
🚖	paparating, paparating na taxi, sasakyan, taxi
🚗	auto, automobile, kotse, sasakyan
🚘️	auto, automobile, paparating, paparating na kotse, sasakyan
🚙	recreational vehicle, rv, sasakyan
🚚	delivery, delivery truck, sasakyan, truck
🚛	sasakyan, semi-trailer truck, trailer, truck
🚜	sasakyan, tractor, traktora
🏎️	karera, kotse, racing car
🏍️	karera, motor, motorcycle, motorsiklo
🛵	motor, motor scooter, scooter
🦽	manu-manong wheelchair, pagiging naa-access
🦼	de-kuryenteng wheelchair, pagiging naa-access
🛺	auto rickshaw, tuk tuk
🚲️	bicycle, bike, bisikleta, sasakyan
🛴	micro scooter, scooter
🛹	board, skateboard
🚏	babaan, bus stop, sakayan
🛣️	expressway, highway, kalsada
🛤️	riles, riles ng tren, tren
🛢️	drum, drum ng langis, langis
⛽️	diesel, fuel pump, gas, gasolinahan, pump
🚨	emergency, ilaw, ilaw ng police car, pulis, pulisya
🚥	pahalang na traffic light, signal, traffic light
🚦	patayong traffic light, signal, traffic light
🛑	hinto, octagonal, sign, stop sign
🚧	barrier, construction, harang
⚓️	anchor, angkla, bangka, barko, kagamitan
⛵️	bangka, bangkang may layag, layag, sailboat, sasakyang pandagat
🛶	bangka, canoe
🚤	bangka, de-motor, sasakyan, sasakyang pandagat, speedboat
🛳️	barko, pampasahero, pampasaherong barko, sasakyan, sasakyang pandagat
⛴️	bangka, barko, ferry, pampasahero, pandagat, sasakyan
🛥️	bangka, bangkang de-motor, de-motor, motorboat, sasakyang pandagat
🚢	barko, pampasahero, sasakyan, sasakyang pandagat
✈️	eroplano, sasakyan, sasakyang panghimpapawid
🛩️	eroplano, maliit na eroplano, sasakyan, sasakyang panghimpapawid
🛫	eroplano, pag-alis ng eroplano, pag-check in, paglipad, sasakyan, sasakyang panghimpapawid
🛬	eroplano, pagbaba, pagdating ng eroplano, paglapag, sasakyang panghimpapawid
🪂	hang-glide, pag-skydive, paglipad sa ere, parachute, parasail
💺	silya, upuan
🚁	helicopter, sasakyan, sasakyang panghimpapawid
🚟	sasakyan, suspension, suspension railway, tren
🚠	bundok, cable car, gondola lift, mountain cable car, sasakyan
🚡	cable car, gondola lift, sasakyan
🛰️	kalawakan, sasakyan, satellite
🚀	kalawakan, rocket, sasakyan
🛸	UFO, flying saucer
🛎️	bell, bellhop, bellhop bell, hotel
🧳	bagahe, maleta, pag-empake, pagbiyahe
⌛️	buhangin, hourglass, orasan, timer
⏳️	buhangin, hourglass, hourglass na may bumabagsak na buhangin, orasan, timer
⌚️	orasan, relo, relos, wristwatch
⏰	alarm, alarm clock, orasan
⏱️	orasan, stopwatch, timer
⏲️	orasan, timer
🕰️	mantel clock, orasan
🕛️	00, 12, 12:00, a las dose, oras, orasan, twelve
🕧	12, 12:30, 30, a las dose y medya, oras, orasan, twelve-thirty
🕐️	00, 1, 1:00, a la una, one, oras, orasan
🕜	1, 1:30, 30, a la una y medya, one-thirty, oras, orasan
🕑️	00, 2, 2:00, a las dos, orasan, two
🕝	2, 2:30, 30, a las dos y medya, oras
🕒️	00, 3, 3:00, a las tres, oras
🕞	3, 30, 3:30, a las tres y medya, oras
🕓️	00, 4, 4:00, a las quatro, oras
🕟	30, 4, 4:30, a las quatro y medya, orasan
🕔️	00, 5, 5:00, a las singko, orasan
🕠	30, 5, 5:30, a las singko y medya, orasan
🕕️	00, 6, 6:00, a las sais, orasan
🕡	30, 6, 6:30, a las sais y medya, orasan
🕖️	00, 7, 7:00, a las siyete, orasan
🕢	30, 7, 7:30, a las siyete y medya, orasan
🕗️	00, 8, 8:00, a las otso, orasan
🕣	30, 8, 8:30, a las otso y medya, orasan
🕘️	00, 9, 9:00, a las nuwebe, orasan
🕤	30, 9, 9:30, a las nuwebe y medya, orasan
🕙️	00, 10, 10:00, a las dies, orasan
🕥	10, 10:30, 30, a las dies y medya, orasan
🕚️	00, 11, 11:00, a las onse, orasan
🕦	11, 11:30, 30, a las onse y medya, orasan
🌑	buwan, kalawakan, madilim, new moon
🌒	buwan, crescent, kalawakan, waxing, waxing crescent moon
🌓	buwan, first quarter, first quarter moon, kalawakan, quarter
🌔	buwan, gibbous, kalawakan, waxing, waxing gibbous moon
🌕️	bilog na buwan, buwan, full moon, kalawakan
🌖	buwan, gibbous, kalawakan, waning, waning gibbous moon
🌗	buwan, kalawakan, last quarter, last quarter moon, quarter
🌘	buwan, crescent, kalawakan, waning, waning crescent moon
🌙	buwan, crescent, crescent moon, kalawakan
🌚	buwan, kalawakan, mukha, new moon, new moon na may mukha
🌛	buwan, first quarter, first quarter moon na may mukha, mukha, quarter
🌜️	buwan, last quarter, last quarter moon na may mukha, mukha, quarter
🌡️	lagay ng panahon, panahon, thermometer
☀️	araw, kalawakan, maliwanag, panahon, sinag
🌝	bilog na buwan, buwan, full moon, full moon na may mukha, mukha
🌞	araw, araw na may mukha, maliwanag, mukha, sinag
🪐	planetang may singsing, saturn, saturnine
⭐️	bituin, puti, puting bituin na katamtamang-laki
🌟	bituin, kumikinang, kumikinang na bituin, kumikislap
🌠	bituin, bulalakaw, kalawakan, shooting star
🌌	bituin, galaxy, kalawakan, milky way
☁️	lagay ng panahon, panahon, ulap
⛅️	araw, araw sa likod ng ulap, lagay ng panahon, panahon, ulap
⛈️	kidlat, panahon, ulan, ulap, ulap na may kidlat at ulan
🌤️	araw, araw sa likod ng maliit na ulap, lagay ng panahon, panahon, ulap
🌥️	araw, araw sa likod ng malaking ulap, lagay ng panahon, panahon, ulap
🌦️	araw, araw sa likod ng ulap na may ulan, lagay ng panahon, ulan, ulap
🌧️	lagay ng panahon, panahon, ulan, ulap, ulap na may ulan
🌨️	lagay ng panahon, niyebe, taglamig, ulap, ulap na may niyebe
🌩️	kidlat, lagay ng panahon, panahon, ulap, ulap na may kidlat
🌪️	buhawi, ipu-ipo, lagay ng panahon, panahon, unos
🌫️	fog, hamog, lagay ng panahon, panahon, ulap
🌬️	hangin, lagay ng panahon, mukha, mukha ng hangin, umiihip
🌀	bagyo, buhawi, ipu-ipo, nahihilo, panahon
🌈	bahaghari, lagay ng panahon, panahon, rainbow, ulan
🌂	kagamitan, lagay ng panahon, mainit, nakasarang payong, panahon, payong, ulan
☂️	lagay ng panahon, mainit, panahon, payong, ulan
☔️	ambon, patak, payong, payong na nauulanan, ulan
⛱️	araw, mainit, payong, payong na nakabaon, ulan
⚡️	high voltage, kidlat, kuryente, may mataas na boltahe, panganib
❄️	lagay ng panahon, malamig, niyebe, panahon, snow, snowflake, taglamig
☃️	lagay ng panahon, malamig, niyebe, panahon, snow, snowman, taglamig
⛄️	lagay ng panahon, malamig, niyebe, snowman, snowman na walang niyebe
☄️	bulalakaw, comet, kalawakan
🔥	apoy, baga
💧	lagay ng panahon, maliit na patak, panahon, patak, pawis, tubig
🌊	alon, dagat, karagatan, lagay ng panahon, tsunami
🎃	dekorasyon, halloween, jack, jack-o-lantern, lantern
🎄	christmas, christmas tree, holiday, pasko
🎆	bagong taon, fireworks, paputok, selebrasyon
🎇	bagong taon, kuwitis, paputok, sparkler
🧨	dinamita, pampasabog, paputok
✨	bituin, kislap, kumikinang, kumikislap
🎈	kaarawan, lobo, pagdiriwang
🎉	confetti, pagdiriwang, party, party popper
🎊	confetti, confetti ball, pagdiriwang, party
🎋	banner, japanese, pagdiriwang, puno, tanabata tree
🎍	dekorasyon, kawayan, pine, pine decoration
🎎	festival, japanese, japanese na manika, manika, pagdiriwang
🎏	carp, carp streamer, japanese, pagdiriwang, streamer
🎐	bell, chime, hangin, wind chime
🎑	buwan, moon ceremony, moon viewing ceremony, pagdiriwang, seremonya
🧧	ampao, ampaw, ang pao, pera, pula envelope, regalo
🎀	laso, pagdiriwang, ribbon
🎁	kahot, nakabalot na regalo, regalo, ribbon, selebrasyon
🎗️	laso, nagpapaalalang ribbon, paalala, reminder ribbon, ribbon
🎟️	mga admission ticket, ticket
🎫	admission, ticket, tiket
🎖️	karangalan, medalya, medalyang pangmilitar, militar
🏆️	premyo, tropeo, trophy
🏅	medalya, medalyang pang-sports, sports
🥇	ginto, medalya, medalyang 1st place, una
🥈	medalya, medalyang 2nd place, pangalawa, pilak
🥉	medalya, medalyang 3rd place, pangatlo, tanso
⚽️	bola, bola ng soccer, football, soccer
⚾️	baseball, bola
🥎	bola, glab, glove, softball
🏀	basketball, bola
🏐	bola, volleyball
🏈	american, american football, bola, football
🏉	bola, football, rugby, rugby football
🎾	bola, tennis
🥏	disc, lumilipad na disk
🎳	bola, bowling, pin
🏏	bat, bola, cricket
🏑	bola, field hockey, hockey, stick
🏒	hockey, ice, laro, puck, stick, stick at puck sa ice hockey
🥍	bola, goal, lacrosse, stick
🏓	bat, bola, paddle, ping pong, table tennis
🏸	badminton, racket, racquet, raketa, shuttlecock
🥊	boxing, boxing glove, glove, sport
🥋	judo, karate, martial arts, martial arts uniform, uniform
🥅	goal, net, net ng goal, sport
⛳️	butas, flag, flag sa butas, golf
⛸️	ice, ice skate, skating, snow, yelo
🎣	fishing rod, pamingwit, pangingisda, pole
🤿	diving, diving mask, scuba, snorkeling
🎽	pantakbo, running shirt, sash, shirt
🎿	mga ski, niyebe, ski, snow
🛷	sled, sledge, sleigh
🥌	bato, curling stone, laro
🎯	bullseye, dart, target
🪀	laruan, pabalik-balik, pataas-pababa, yoyo
🪁	lumipad, pumailanlang, saranggola
🎱	8, billiard, billiards, bola, eight, pool
🔮	bola, bolang kristal, hula, kapalaran, kristal, manghuhula
🧿	agimat, anting-anting, charm, nazar, nazar amulet, talisman
🎮️	controller, laro, video game
🕹️	controller, joystick, laro, video game
🎰	japanese, laro, pachinko, slot machine, sugal
🎲	dice, die, laro, sugal
🧩	clue, jigsaw, puzzle
🧸	laruan, malambot, stuffed toy, teddy bear
♠️	baraha, spade, sugal
♥️	baraha, heart, sugal
♦️	baraha, diamond, sugal
♣️	baraha, club, sugal
♟️	chess, chess pawn, pawn
🃏	baraha, joker, sugal
🀄️	mahjong, mahjong red dragon, pula, sugal
🎴	baraha, card, flower, flower playing card, hanafuda, laro
🎭️	maskara, pantanghalan, sining, sining pantanghalan, teatro
🖼️	frame, frame na may larawan, larawan, litrato, museo, sining
🎨	art, painting, paleta, paleta ng pintor, pintor
🧵	karayom, pananahi, sinulid, spool, tali
🧶	paggantsilyo, pagtatahi, yarn
👓️	eyeglasses, mata, salamin, salamin sa mata
🕶️	maaraw, salamin sa mata, shades, sunglasses
🥽	goggles, proteksyon sa mata, swimming, welding
🥼	doktor, eksperimento, kapa sa lab, scientist
🦺	kaligtasan, life vest, pang-emergency
👔	damit, kausotan, kurbata, necktie, pormal
👕	damit, kamiseta, kasuotan, shirt, t-shirt
👖	damit, jeans, kasuotan, maong, pantalon
🧣	bandana, leeg
🧤	guwantes, kamay
🧥	jacket, kapa
🧦	medyas, stocking
👗	bestida, damit, daster, dress, kasuotan, pambabae
👘	damit, japanese, kasuotan, kimono, tradisyonal
🥻	bestida, damit, sari
🩱	bathing suit, one-piece na swimsuit, panligo
🩲	bathing suit, damit panloob, mga brief, one-piece, panligo, swimsuit, underwear
🩳	bathing suit, damit panloob, panligo, pantalon, shorts, underwear
👙	bikini, damit, kasuotan, pandagat, panlangoy, swimsuit
👚	damit, kasuotan, mga damit na pambabae, pambabae
👛	coin purse, pitaka, purse
👜	bag, handbag, pambabae
👝	bag, clutch bag
🛍️	bag, mga shopping bag, paper bag, shopping
🎒	backpack, backpack na pang-eskwela, bag, estudyante, mag-aaral
👞	kasuotan, panlalaki, sapatos, sapatos na panlalaki
👟	kasuotan, pang-atleta, rubber shoes, running shoes, sapatos, sneakers
🥾	backpacking, bota, hiking, kamping, pang-hiking na bota
🥿	ballet flat, flat na sapatos, slip-on, tsinelas
👠	heels, high heels, kasuotan, pambabae, sapatos
👡	kasuotan, pambabae, pambabaeng sandals, sandals, sandalyas, sapatos
🩰	ballet, sapatos pang-ballet, sayaw
👢	boots, kasuotan, pambabae, pambabaeng boots, sapatos
👑	hari, kasuotan, korona, reyna
👒	kasuotan, pambabae, sombrero, sumbrerong pambabae
🎩	kasuotan, sombrero, top hat
🎓️	cap, graduation, graduation cap, kasuotan, pagtatapos
🧢	sinisingil na sombrero, sombrero ng baseball
⛑️	aid, helmet ng rescue, helmet ng rescue worker, krus, rescue
📿	beads, kuwintas, pagdarasal, prayer beads, rosaryo
💄	cosmetics, kolorete, lipstick, makeup
💍	diamante, diamond, engagement, pag-ibig, romance, romansa, singsing
💎	diamante, diamond, gem, gem stone, hiyas
🔇	mute, naka-mute, naka-off ang speaker, silent, speaker, tahimik
🔈️	speaker, speaker na mahina ang sound, volume
🔉	naka-medium, naka-on ang speaker, speaker, speaker na katamtaman ang sound, volume
🔊	maingay, malakas, malakas ang speaker, speaker, volume
📢	anunsyo, loudspeaker, malakas, pampublikong address
📣	announcement, megaphone
📯	horn, post, post horn, postal
🔔	bell, kuliling, timbre
🔕	bawal, bell na may slash, mute, silent, slash, tahimik, timbre
🎼	iskor, kanta, musical score, musika, tugtog
🎵	kanta, musika, nota, notang pangmusika, tunog
🎶	kanta, mga notang pangmusika, musika, nota, tunog
🎙️	estudyo, kanta, mikropono, mikroponong pang-studio, musika
🎚️	antas, level slider, musika, slider
🎛️	kontrol, mga control knob, mga knob, musika
🎤	karaoke, mik, mikropono
🎧️	earbud, earphone, headphone
📻️	radyo, video
🎷	instrumento, musika, sax, saxophone
🎸	gitara, instrumento, musika, pangtugtog
🎹	instrumento, keyboard, keyboard na pangmusika, musika, piano
🎺	instrumento, musika, trumpeta
🎻	biyulin, instrumento, musika
🪕	banjo, musika, stringed
🥁	drum, drumsticks, musika
📱	cell, mobile, mobile phone, phone, telepono
📲	arrow, cell, mobile, mobile phone na may arrow, phone, tanggap
☎️	pangtawag, telepono
📞	phone, receiver ng telepono, tagatanggap, telepono
📟️	device, pager
📠	fax, fax machine
🔋	baterya
🔌	de-kuryente, electric plug, kuryente, plug
💻️	computer, laptop, laptop computer, pc, personal
🖥️	computer, desktop, desktop computer
🖨️	computer, printer
⌨️	computer, keyboard
🖱️	computer, computer mouse
🖲️	computer, trackball
💽	computer, disk, minidisc, minidisk, optikal
💾	computer, disk, floppy, floppy disk
💿️	cd, computer, disk, optical disc, optikal
📀	blu-ray, computer, disk, dvd, optikal
🧮	abacus, kalkulasyon
🎥	camera, cinema, movie camera, palabas
🎞️	cinema, frame ng film, mga frame, palabas, pelikula
📽️	cinema, film projector, palabas, pelikula, projector, video
🎬️	board, clapper, clapper board, palabas
📺️	telebisyon, tv, video
📷️	camera, video
📸	camera, camera na may flash, flash, video
📹️	camera, video, video camera
📼	tape, vhs, video, videocassette, videotape
🔍	glass, kagamitan, kaliwa, magnifying, magnifying glass na nakahilig sa kaliwa, nakahilig, paghahanap
🔎	glass, kagamitan, kanan, magnifying, magnifying glass na nakahilig sa kanan, nakahilig, paghahanap
🕯️	ilaw, kandila
💡	bumbilya, bumbilya ng ilaw, comic, de-kuryente, ideya, ilaw
🔦	de-kuryente, flashlight, ilaw, tool, torch
🏮	bar, ilaw, lantern, pula, pulang papel na lantern, pulang paper lantern
🪔	diya, lampara, lamparang diya, langis
📔	libro, may disenyo, notebook, notebook na may disenyo ang pabalat, pabalat
📕	libro, nakasara, nakasarang aklat
📖	aklat, nakabukas, nakabukas na aklat
📗	aklat, berde, berdeng aklat
📘	aklat, asul, asul na aklat
📙	aklat, orange, orange na aklat
📚️	aklat, mga aklat
📓	notebook
📒	ledger, notebook
📃	dokumento, pahina, pahina na may tupi, pahinang bahagyang nakarolyo, tupi
📜	dokumento, kalatas
📄	dokumento, pahina, pahinang nakaharap
📰	balita, dyaryo, papel
🗞	balita, dyaryo, nakarolyo, nakarolyong dyaryo, papel
📑	bookmark, marker, mga bookmark tab, mga tab, palatandaan
🔖	bookmark, palatandaan
🏷️	etiketa, label, tatak
💰️	bag, pera, supot, supot ng pera
💴	banknote, bill, note, pera, salapi, yen, yen bill
💵	banknote, bill, dollar bill, dolyar, pera, salapi
💶	banknote, bill, euro, euro bill, note, pera, salapi
💷	banknote, bill, note, pera, pound, pound bill, salapi
💸	banknote, bill, lipad, pakpak, pera, perang may pakpak
💳️	card, credit, credit card, pera, utang
🧾	accounting, bookkeeping, katibayan, patunay, resibo
💹	graph, paglago, pagtaas, pataas na chart na may yen, pera, tsart, yen
💱	bangko, palitan, palitan ng pera, pera, salapi
💲	dolyar, malaking dollar sign, malaking palatandaan, pera, salapi
✉️	email, sobre, sulat
📧	e-mail, email, koreo, sulat
📨	e-mail, email, papasok, papasok na sobre, sobre, sulat, tumanggap
📩	arrow, e-mail, email, papalabas, sobre, sobreng may arrow
📤️	box, koreo, napadala, outbox, outbox tray, sulat, tray
📥️	inbox, inbox tray, kahon, koreo, sulat, tray, tumanggap
📦️	kahon, package, parsela
📫️	hulugan, koreo, mailbox, nakasara, nakasarang mailbox na may nakataas na flag, nakataas na flag, sulat
📪️	hulugan ng sulat, koreo, mailbox, nakababa, nakababang flag, nakasara, nakasarang mailbox na may nakababang flag
📬️	flag, hulugan ng sulat, koreo, mailbox, nakabukas, nakabukas na mailbox na may nakataas na flag, nakataas
📭️	flag, hulugan ng sulat, koreo, mailbox, nakababa, nakabukas, nakabukas na mailbox na may nakababang flag
📮	hulugan ng sulat, koreo, mailbox
🗳️	ballot box na may balota, balota, box, kahon
✏️	lapis, panulat, pencil
✒️	itim, itim na nib, nib, panulat, pen
🖋️	fountain, fountain pen, panulat, pen
🖊️	ball, ball pen, ballpoint, panulat, pen
🖌️	brush, paintbrush, pangpinta
🖍️	krayola, pangkulay
📝	lapis, memo, panulat, tala
💼	attache case, briefcase
📁	dokumento, file, file folder, folder
📂	file, folder, nakabukas, nakabukas na file folder
🗂️	card, divider, index, mga divider ng card index
📅	kalendaryo, petsa
📆	kalendaryo, petsa, pinipilas na kalendaryo, pinunit
🗒️	nakapilipit, notepad, spiral notepad, sulatan
🗓️	kalendaryo, nakapilipit, spiral na kalendaryo, sulatan
📇	card, card index, index, rolodex
📈	graph, paglago, pataas, tsart, tumataas na chart, uso
📉	bumababang chart, graph, pababa, tsart, uso
📊	bar, bar chart, graph, tsart
📋️	clipboard
📌	aspile, pin, pushpin
📍	aspile, bilog, bilog na pushpin, pin, pushpin
📎	clip, pang-ipit, papel, paperclip
🖇️	clips, magkakawing na paperclip, naka-link, paperclip
📏	ruler, tuwid, tuwid na ruler
📐	ruler, tatsulok, tatsulok na ruler
✂️	gunting, kagamitan, panggupit
🗃️	card, file, kahon, kahon ng cardfile, paglalagyan
🗄️	cabinet, file, file cabinet
🗑️	basura, basurahan
🔒️	kandado, naka-lock, nakasara, sarado
🔓️	hindi naka-lock, kandado, nakabukas, nakabukas na kandado
🔏	kandado, kandado na may panulat, naka-lock, panulat, pen, pribado, sarado
🔐	kandado, ligtas, naka-lock, nakasara, nakasarang kandado na may susi, sarado, susi
🔑	naka-lock, password, susi
🗝️	lumang susi, naka-encrypt, naka-lock, susi
🔨	kagamitan, martilyo
🪓	biyakin, kahoy, maliit na palakol, palakol, pamputol, pansibak
⛏️	kagamitan, pagmimina, piko
⚒️	kagamitan, martilyo, martilyo at piko, piko
🛠️	kagamitan, lyabe, martilyo, martilyo at liyabe
🗡️	armas, patalim, sandata
⚔️	armas, espada, magkakrus, magkakrus na espada, sandata
🔫	armas, baril, kagamitan, revolver, sandata
🏹	arkero, palaso, pana, sagittarius, zodiac
🛡️	kalasag, panangga, sandata
🔧	kagamitan, liyabe, lyabe
🔩	bolt, kagamitan, nut, nut at bolt
⚙️	gear, kagamitan, kogwil, makinarya
🗜️	compression, gato, i-compress, kagamitan, salansan
⚖️	balanse, hustisya, libra, timbangan, zodiac
🦯	baston, bulag, pagiging naa-access
🔗	kadena, kawing
⛓️	kadena
🧰	kaban, kagamitan, kahon ng kagamitan, mekaniko
🧲	atraksyon, magbakal, magnetic, magneto
⚗️	alembic, kagamitan, kimika
🧪	eksperimento, kimika, kimiko, lab, siyensiya, test tube
🧫	bakterya, biologist, biology, kultura, lab, petri dish
🧬	biologist, buhay, dna, ebolusyon, gene, genetics
🔬	kagamitan, microscope, mikroskopyo, siyensiya
🔭	kagamitan, siyensiya, telescope, teleskopyo
📡	antenna, dish, satellite, satellite antenna
💉	gamot, hiringgilya, karayom, sakit, shot
🩸	donasyon ng dugo, gamot, patak ng dugo, regla
💊	doktor, gamot, pill, sakit
🩹	adhesive na bandaid, bandaid
🩺	doktor, medisina, puso, stethoscope
🚪	pinto, pintuan
🛏️	higaan, hotel, tulog
🛋️	hotel, ilaw, sofa, sofa at ilaw, upuan
🪑	silya, umupo, upuan
🚽	banyo, cr, inodoro, palikuran
🚿	ligo, shower, tubig
🛁	bathtub, ligo, tubig
🪒	matalas, pang-ahit, razor
🧴	bote ng losyon, losyon, moisturizer, shampoo, sunscreen
🧷	diaper, perdible, punk, rock
🧹	bruha, maglinis, magwalis, walis
🧺	basket, paglalaba, pagsasaka, picnic
🧻	pangbanyo, papel, rolyo ng tisyu, tisyu
🧼	bareta, habonera, pangligo, panglinis, sabon
🧽	espongha, panglinis, porous, sumipsip
🧯	apoy, pamatay apoy, pamuksa, wakasan
🛒	cart, pamimili, shopping, shopping cart, trolley
🚬	naninigarilyo, sigarilyo, usok
⚰️	himlayan, kabaong, kamatayan
⚱️	abo, kamatayan, sisidlan, sisidlan ng abo
🗿	bantayog, moai, mukha, rebulto
🏧	ATM, automated, bangko, karatula, tanda ng ATM, teller
🚮	basura, basurahan, magtapon, palatandaan, tanda na magtapon sa basurahan
🚰	inumin, naiinom, naiinom na tubig, tubig
♿️	kapansanan, magagamit, wheelchair
🚹️	banyo, banyong panlalaki, cr, lalaki, panlalaki
🚺️	babae, banyo, banyong pambabae, cr, pambabae
🚻	banyo, cr, palikuran
🚼️	palitan, pansanggol, simbolo
🚾	aparador, banyo, comfort room, kubeta, palikuran, tubig
🛂	kontrol, pasaporte, passport control
🛃	customs
🛄	bagahe, kuhanan, kuhanan ng bagahe, maleta
🛅	bagahe, locker, maleta, naiwan, naiwang bagahe
⚠️	babala
🚸	babala, bata, may mga batang tumatawid, pedestrian, trapiko, tumatawid
⛔️	bawal, hindi pwedeng pumasok, huwag, ipinagbabawal, pagpasok, trapiko
🚫	bawal, huwag, ipinagbabawal
🚳	bawal ang mga bisikleta, bisikleta, huwag, ipinagbabawal, wala
🚭️	bawal, bawal manigarilyo, huwag, ipinagbabawal, manigarilyo, sigarilyo
