😀	roześmiana buźka, szeroko uśmiechnięta twarz
🍁	liść, liść jesienny, liść klonowy, liść klonu
🍂	liście, roślina, spadające liście, spadanie
🍃	liście na wietrze, podmuch, roślina, trzepotanie, wiatr, wicher
🍇	owoce, winogrona
🍈	melon, owoc
🍉	arbuz, kawałek arbuza, owoc
🍊	cytrus, mandarynka, owoc, pomarańcza
🍋	cytrus, cytryna, kwaśny, owoc, żółty
🍌	banan, egzotyczny, owoc
🍍	ananas, egzotyczny, owoc
🥭	mango, owoc, tropikalny
🍎	czerwone, czerwone jabłko, owoc, słodkie
🍏	jabłko, owoc, zielone jabłko, zielone jabłuszko
🍐	gruszka, owoc
🍑	brzoskwinia, owoc
🍒	owoce, wiśnie
🍓	owoc, truskawka
🥝	jedzenie, kiwi, owoc, owoc kiwi
🍅	pomidor, szklarniowe, warzywo
🥥	kokos
🥑	awokado, jedzenie, owoc
🍆	bakłażan, oberżyna, warzywo
🥔	jedzenie, kartofel, warzywo, ziemniak
🥕	jedzenie, marchew, marchewka, warzywo
🌽	kolba kukurydzy, kukurydza
🌶️	ostra papryka, ostry, papryka, przyprawa, roślina
🥒	jedzenie, korniszon, ogórek, pikle, warzywo
🥬	bok choy, jarmuż, kapusta, kapusta pekińska, sałata, zielenina liściasta
🥦	brokuł
🧄	aromatyczny, czosnek
🧅	aromatyczna, cebula, nadająca smak
🍄	grzyb, muchomor, trujący
🥜	fistaszki, jedzenie, orzeszki, orzeszki ziemne
🌰	jedzenie, kasztan, kasztan jadalny
🍞	bochenek, chleb, kawałek chleba, pieczywo
🥐	jedzenie, pieczywo, rogal, rogalik, rogalik francuski
🥖	bagietka, bułka, chleb, jedzenie, pieczywo
🥨	precel
🥯	bajgiel, pieczywo, piekarnia, posmarować
🥞	jedzenie, naleśniki, placki
🧇	gofr, gofrownica
🧀	kawałek sera, ser, szwajcarski, z dziurami, żółty
🍖	kość, mięso, mięso z kością
🍗	nóżka, udko kurczaka
🥩	kawałek mięsa
🥓	bekon, boczek, jedzenie, mięso
🍔	fast food, hamburger
🍟	frytki
🍕	kawałek pizzy, pizza
🌭	bułka, frankfurterka, gorący pies, hot dog, hotdog, parówka
🥪	kanapka
🌮	meksykańskie jedzenie, taco
🌯	burito, burrito, meksykańskie jedzenie
🥙	falafel, gyros, jedzenie, kebab, tortilla, wrap
🧆	ciecierzyca, falafel, kotlecik z ciecierzycy
🥚	jajko, jajo, jedzenie
🍳	gotowanie, jajko, smażyć
🥘	danie z patelni, jedzenie, paella, patelnia, wok
🍲	garnek z jedzeniem, jedzenie, potrawka
🥣	miska z łyżką
🥗	jedzenie, sałata, sałatka
🍿	popcorn
🧈	masło, nabiał
🧂	przyprawa, solniczka, sól
🥫	jedzenie w puszce
🍱	bento, pudełko bento
🍘	krakers, krakers ryżowy, ryż, ryżowy
🍙	kulka ryżowa, onigiri, ryż
🍚	gotowany ryż, ryż
🍛	curry, ryż, ryż curry, sos
🍜	miska, miska parującego jedzenia, parująca miska
🍝	kluski, makaron, pasta, spaghetti
🍠	batat, pieczony batat, słodki ziemniak
🍢	oden, owoce morza, owoce morza na patyku
🍣	sushi, suszi
🍤	smażona krewetka
🍥	ciastko, ciastko rybne, ryba, rybne, spirala
🥮	ciasteczko księżycowe, jesień, yuèbǐng, święto
🍡	dango, kulki mochi
🥟	pieróg
🥠	ciastko z wróżbą
🥡	pudełko na wynos
🦀	krab, rak, zodiak
🦞	homar, owoce morza, szczypce
🦐	jedzenie, krewetka, owoce morza
🦑	jedzenie, kałamarnica, mięczak, ośmiornica
🦪	małże, nurkowanie, ostryga, perły
🍦	lody włoskie, lody śmietankowe, w kubku
🍧	deser, lody, lody hawajskie, lody kulki
🍨	deser, lody, lód
🍩	ciasto, deser, pączek, pączek z dziurką, z dziurką
🍪	ciastko, deser, słodki, słodkie ciastko
🎂	tort urodzinowy, zdmuchnąć, świeczki
🍰	ciasto, deser, słodycze, tort
🧁	babeczka, cukiernia, deser
🥧	ciasto
🍫	deser, słodycze, tabliczka czekolady
🍬	cukierek, deser, słodki, słodycze
🍭	deser, lizak, słodki, słodycze
🍮	ciastko kremowe, deser typu krem angielski, krem
🍯	beczka z miodem, garnek miodu, słoik miodu
🍼	butelka, butelka ze smoczkiem, dzidziuś, mleko, napój, niemowlęca, ze smoczkiem
🥛	mleko, napój, szklanka, szklanka mleka
☕️	gorąca, gorący napój, herbata, kawa, napój, parująca, picie
🍵	filiżanka, filiżanka bez uszka, spodek
🍶	butelka i kubek, sake
🍾	bar, butelka, butelka z wystrzelającym korkiem, korek, nowy rok, sylwester, toast
🍷	alkohol, kieliszek, kieliszek wina, wino
🍸️	kieliszek, kieliszek z koktajlem, koktajl
🍹	bar, drink tropikalny, tropikalny
🍺	kufel, kufel piwa, kufel z piwem
🍻	kufle, kufle z piwem, piwiarnia, stukające się kufle piwa
🥂	kieliszki, na zdrowie, stukające się kieliszki, toast, świętowanie
🥃	alkohol, drink, grube dno, szklanka, szklanka z grubym dnem, whisky
🥤	szklanka ze słomką
🧃	napój w kartoniku, sok w kartoniku
🧉	napój, yerba mate
🧊	kostka lodu, lód, zimno
🥢	pałeczki
🍽️	naczynia, nóż, sztućce, talerz, talerz z nożem i widelcem, widelec
🍴	gotowanie, nóż, widelec, widelec i nóż
🥄	sztućce, łyżeczka, łyżka
🔪	broń, gotowanie, narzędzie, nóż, nóż kuchenny
🏺	amfora, dzban, puchar, stągiew, waza, wodnik, zodiak
🌍	Afryka, Europa, Ziemia, kula ziemska przedstawiająca Europę i Afrykę
🌎️	Ameryka, Ameryka Północna i Południowa, Ziemia, kula ziemska przedstawiająca Ameryki
🌏	Australia, Azja, Ziemia, kula ziemska przedstawiająca Azję i Australię
🌐	glob, globus, kula ziemska z południkami, południki, równoleżniki
🗺️	mapa, mapa świata, świat
🗾	japonia, mapa, mapa Japonii
🧭	kompas, magnetyzm, nawigacja, orientacja w terenie
🏔️	góra, góra z czapą lodową, zima, śnieg
⛰️	góra
🌋	erupcja, góra, wulkan
🗻	fudżi, fuji, góra, góra Fudżi
🏕️	kamping, kemping, namiot, obóz
🏖️	morze, parasol, parasol na plaży, piasek, plaża
🏜️	pustynia
🏝️	bezludna, bezludna wyspa, pusta, pustynia, samotna, wyspa
🏞️	natura, park, park narodowy, przyroda
🏟️	boisko, stadion
🏛️	budowla, budynek, klasyczna budowla, klasyczny, klasyka
🏗️	budowa, dźwig, dźwig budowlany, roboty budowlane
🧱	cegła, cegły, glina, mur, zaprawa
🏘️	domki, domy, osiedle
🏚️	podupadły, ruina, stary, stary dom, zniszczony, zrujnowany
🏠️	budynek, dom, mieszkalny
🏡	dom, dom z ogrodem, drzewo, ogród
🏢	biurowiec, blok
🏣	budynek, japońska poczta, poczta
🏤	budynek, urząd pocztowy
🏥	budynek, lecznica, lekarz, medycyna, szpital
🏦	bank, budynek
🏨	budynek, hotel
🏩	hotel, hotel miłości, japoński hotel miłości
🏪	sklep, sklep całodobowy
🏫	budynek, szkoła
🏬	dom towarowy, sklep, supermarket
🏭️	budynek, fabryka, produkcyjny, zakład pracy
🏯	budynek, japoński, japoński zamek, zamek
🏰	budynek, europejski, zamek
💒	kaplica, kościół, miłość, serce, uroczystość, ślub
🗼	Tokyo Tower, tokio, wieża
🗽	Statua Wolności, statua, wolności
⛪️	chrześcijański, kościół, krzyż, religia, świątynia
🕌	islam, meczet, muzułmanin, religia
🛕	hinduizm, świątynia, świątynia hinduistyczna
🕍	religia, synagoga, świątynia, żyd, żydowski
⛩️	japońska, religia, shinto, świątynia, świątynia shinto
🕋	islam, kaaba, muzułmanin, religia
⛲️	fontanna
⛺️	kemping, namiot, obóz, pole namiotowe
🌁	mglisto, mgła, pogoda, zamglenie, zamglone
🌃	gwiazdy, noc z gwiazdami, rozgwieżdżone niebo
🏙️	drapacze chmur, miasto, wieżowce
🌄	góry, ranek, słońce, wschód, wschód słońca zza gór
🌅	brzask, wschód słońca
🌆	budynki, miasto, miasto o zmierzchu, wieżowce, zachód słońca, zmierzch
🌇	budynki, miasto, zachód słońca, zmierzch
🌉	most nocą, most w nocy
♨️	gorące, gorące źródła, para, woda, źródło
🎠	konik, koń z karuzeli
🎡	diabelski, diabelski młyn, karuzela, młyn, park rozrywki, wesołe miasteczko
🎢	kolejka górska, park rozrywki, wesołe miasteczko
💈	fryzjer, słup fryzjerski
🎪	namiot, namiot cyrkowy
🚂	ciuchcia, kolej, lokomotywa, pociąg, stara lokomotywa
🚃	elektryczny, kolejowy, pociąg, pojazd, szynowy, tramwaj, wagon kolejowy
🚄	kolej, pendolino, pojazd szynowy, shinkansen, szybki pociąg
🚅	kolej, pendolino, pojazd szynowy, szybki pociąg, szybki pociąg z zaokrąglonym przodem
🚆	kolej, pociąg, pojazd
🚇️	kolejka, metro, pociąg, tunel
🚈	kolej, kolej miejska, kolejka, pociąg, podmiejski
🚉	dworzec, kolej, stacja
🚊	szynowy, tramwaj, trolejbus
🚝	kolej, kolej jednoszynowa, pojazd, szynowy
🚞	górski, kolej, kolej górska, pojazd, wagon
🚋	pojazd, szynowy, tramwaj, trolejbus, wagon, wagon tramwajowy
🚌	autobus, autokar, pojazd
🚍️	autobus, nadjeżdżający autobus, nadjeżdżać, przód
🚎	autobus, elektryczny, pojazd, trolejbus
🚐	busik, minibus
🚑️	ambulans, erka, karetka, karetka pogotowia, pogotowie
🚒	pożar, samochód strażacki, straż pożarna, wóz strażacki
🚓	patrol, policja, samochód policyjny
🚔️	nadjeżdżający radiowóz, patrol, policja, samochód policyjny
🚕	taksówka, taxi
🚖	nadjeżdżająca taksówka, nadjeżdżać, taksówka, taxi
🚗	auto, pojazd, samochód
🚘️	auto, nadjeżdżające auto, nadjeżdżający pojazd, nadjeżdżający samochód, pojazd, samochód
🚙	pojazd, samochód, samochód SUV, wypoczynkowy
🚚	ciężarówka, dostawczy, samochód dostawczy
🚛	ciężarówka, dostawczy, samochód ciężarowy
🚜	ciągnik, rolniczy
🏎️	samochód, samochód wyścigowy, wyścigi
🏍️	motocykl, wyścigi
🛵	motor, pojazd, skuter
🦽	dostępność, wózek inwalidzki ręczny
🦼	dostępność, wózek inwalidzki elektryczny
🛺	autoriksza, tuk-tuk
🚲️	pojazd, rower, rowerek
🛴	hulajnoga, pojazd
🛹	deska, deskorolka, skateboard
🚏	przystanek, przystanek autobusowy
🛣️	autostrada, droga, szybkiego ruchu
🛤️	kolej, pociąg, tor, tor kolejowy, tory
🛢️	beczka, beczka oleju, olej
⛽️	benzyna, dystrybutor, dystrybutor paliwa, stacja paliw
🚨	kogut policyjny, lampa obrotowa, policyjny, sygnalizator świetlny
🚥	pozioma sygnalizacja uliczna, sygnalizacja świetlna
🚦	pionowa sygnalizacja uliczna, sygnalizacja świetlna
🛑	stop, znak, znak drogowy, znak stopu
🚧	bariera, prace drogowe, znak drogowy
⚓️	kotwica, okręt, przyrząd, statek
⛵️	jacht, kurort, morze, pojazd, łódka, żaglówka
🛶	kajak, łódź
🚤	łódka, łódź, ścigacz wodny
🛳️	okręt, pasażerski, pojazd, statek, statek pasażerski
⛴️	prom, łódź
🛥️	motorówka, pojazd, łódź motorowa
🚢	okręt, statek
✈️	samolot
🛩️	awionetka, mały samolot, samolot
🛫	odlot, odlot samolotu, odprawa, samolot, start, wylot
🛬	lądowanie, przylot, przylot samolotu, samolot
🪂	lotnia, lotniarstwo za łodzią motorową, spadochron, spadochroniarstwo
💺	fotel, krzesło
🚁	helikopter, śmigłowiec
🚟	kolej, kolej podwieszana, pociąg, podwieszana
🚠	gondola, gondolowa, górska, górska kolej linowa, linowa
🚡	gondola, górska, kolej linowa, kolejka, linowa, podwieszana, wagonik
🛰️	kosmos, satelita, statek kosmiczny
🚀	kosmiczny, rakieta, statek
🛸	UFO, latający talerz
🛎️	dzwonek, dzwonek w recepcji, hotel, przywołać, recepcja
🧳	bagaż, pakowanie, podróż, walizka
⌛️	czas, klepsydra, odmierzać, piasek
⏳️	czas, klepsydra, klepsydra z przesypującym się piaskiem, odmierzać, piasek
⌚️	godzina, zegarek
⏰	budzik, zegar
⏱️	czasomierz, stoper
⏲️	czasomierz, minutnik, zegar
🕰️	czasomierz, zegar, zegar kominkowy
🕛️	00, 12, 12:00, dwunasta, godzina, godzina 12:00, zero
🕧	12, 12:30, 30, dwunasta trzydzieści, godzina, godzina 12:30, zero trzydzieści
🕐️	00, 1, 1:00, godzina, godzina 1:00, pierwsza, trzynasta
🕜	1, 1:30, 30, godzina, godzina 1:30, pierwsza trzydzieści, trzynasta trzydzieści
🕑️	00, 2, 2:00, czternasta, druga, godzina, godzina 2:00
🕝	2, 2:30, 30, czternasta trzydzieści, druga trzydzieści, godzina, godzina 2:30
🕒️	00, 3, 3:00, godzina, godzina 3:00, piętnasta, trzecia
🕞	3, 30, 3:30, godzina, godzina 3:30, piętnasta trzydzieści, trzecia trzydzieści
🕓️	00, 4, 4:00, czwarta, godzina, godzina 4:00, szesnasta
🕟	30, 4, 4:30, czwarta trzydzieści, godzina, godzina 4:30, szesnasta trzydzieści
🕔️	00, 5, 5:00, godzina, godzina 5:00, piąta, siedemnasta
🕠	30, 5, 5:30, godzina, godzina 5:30, piąta trzydzieści, siedemnasta trzydzieści
🕕️	00, 6, 6:00, godzina, godzina 6:00, osiemnasta, szósta
🕡	30, 6, 6:30, godzina, godzina 6:30, osiemnasta trzydzieści, szósta trzydzieści
🕖️	00, 7, 7:00, dziewiętnasta, godzina, godzina 7:00, siódma
🕢	30, 7, 7:30, dziewiętnasta trzydzieści, godzina, godzina 7:30, siódma trzydzieści
🕗️	00, 8, 8:00, dwudziesta, godzina, godzina 8:00, ósma
🕣	30, 8, 8:30, dwudziesta trzydzieści, godzina, godzina 8:30, ósma trzydzieści
🕘️	00, 9, 9:00, dwudziesta pierwsza, dziewiąta, godzina, godzina 9:00
🕤	30, 9, 9:30, dwudziesta pierwsza trzydzieści, dziewiąta trzydzieści, godzina, godzina 9:30
🕙️	00, 10, 10:00, dwudziesta druga, dziesiąta, godzina, godzina 10:00
🕥	10, 10:30, 30, dwudziesta druga trzydzieści, dziesiąta trzydzieści, godzina, godzina 10:30
🕚️	00, 11, 11:00, dwudziesta trzecia, godzina, godzina 11:00, jedenasta
🕦	11, 11:30, 30, dwudziesta trzecia trzydzieści, godzina, godzina 11:30, jedenasta trzydzieści
🌑	ciemny księżyc, nów
🌒	cieniutki księżyc, księżyc, narastający półksiężyc, sierp
🌓	księżyc, kwadra, pierwsza kwadra księżyca
🌔	księżyc z brzuszkiem, narastający księżyc między pierwszą kwadrą a pełnią, tłusty księżyc
🌕️	jasny księżyc, księżyc, pełnia, pełny księżyc
🌖	chudnący, księżyc, zanikający księżyc między pierwszą kwadrą a pełnią
🌗	księżyc, kwadra, ostatnia kwadra księżyca
🌘	cieniutki księżyc, księżyc, sierp, zanikający półksiężyc
🌙	księżyc, półksiężyc, sierp
🌚	księżyc, księżyc w nowiu, nów z twarzą
🌛	księżyc z twarzą, pierwsza kwadra, pierwsza kwadra księżyca, pierwsza kwadra księżyca z twarzą
🌜️	księżyc z twarzą, ostatnia kwadra, ostatnia kwadra księżyca, ostatnia kwadra księżyca z twarzą
🌡️	pogoda, temperatura, termometr
☀️	jasne, kosmos, pogoda, promienie, słonecznie, słońce
🌝	księżyc w pełni, pełnia, pełnia z twarzą
🌞	ciepło, promienny, słońce z twarzą, uśmiech
🪐	pierścienie, planeta z pierścieniami, saturn
⭐️	gwiazda
🌟	błyszcząca, błyszcząca gwiazda, lśniąca, świecąca gwiazdka
🌠	gwiazda, kometa, spadająca, spadająca gwiazda, życzenie
🌌	Droga Mleczna, droga mleczna, gwiazdy, niebo, noc
☁️	chmura, pogoda
⛅️	chmura, pogoda, słońce, słońce zza chmury
⛈️	błyskawica, chmura, chmura z piorunem i deszczem, deszcz, piorun, pogoda
🌤️	chmura, pogoda, słońce, słońce za chmurką
🌥️	chmura, pogoda, słońce, słońce za chmurą
🌦️	chmura, deszcz, pogoda, słońce, słońce za chmurą i deszcz
🌧️	chmura, chmura i deszcz, deszcz, pogoda
🌨️	chmura, chmura i śnieg, pogoda, zimno, śnieg
🌩️	błyskawica, chmura, chmura i piorun, piorun, pogoda
🌪️	chmura, lej, pogoda, tornado, wir powietrzny
🌫️	mgła, pogoda
🌬️	chmura, dmuchająca twarz wiatru, pogoda, twarz, wiatr, wiać
🌀	cyklon, pogoda, spirala, tajfun
🌈	deszcz, pogoda, słońce, tęcza
🌂	parasolka, pogoda, złożona, złożony parasol
☂️	deszcz, opady, pada, parasol, pogoda
☔️	deszcz, opady, pada, parasol z kroplami deszczu, pogoda
⛱️	deszcz, parasol, parasol plażowy wbity w ziemię, pogoda, słońce
⚡️	błysk, błyskawica, elektryczność, napięcie, niebezpieczeństwo, piorun, wysokie napięcie
❄️	pogoda, płatek śniegu, zimno, śnieg
☃️	bałwanek i płatki śniegu, pogoda, zabawa na śniegu, zimno, śnieg
⛄️	bałwan, bałwan bez śniegu, pogoda, zabawa na śniegu, zimno, śnieg
☄️	kometa, kosmos, ogon
🔥	ogień, płomień
💧	kropelka, kropla, pot, łza
🌊	fala, fale, morze, ocean, tsunami
🎃	dynia, dynia na halloween, halloween
🎄	boże narodzenie, choinka bożonarodzeniowa, drzewko, święta
🎆	fajerwerki, nowy rok, obchody, święta
🎇	ognie, petardy, sztuczne, zimne, zimne ognie
🧨	dynamit, fajerwerki, materiał wybuchowy, petarda
✨	gwiazdki, gwiazdy
🎈	balon, impreza, uroczystość
🎉	bal, impreza, konfetti, tuba z konfetti, uroczystość
🎊	bal, impreza, konfetti, kula z konfetti, uroczystość
🎋	drzewko na Tanabata, drzewo, japońskie, tanabata, życzenia
🎍	bambus, japońska dekoracja kadomatsu, roślina, sosna
🎎	japońskie lalki, lalki
🎏	flaga, flaga w kształcie karpia, ryby
🎐	dzwonek, dzwonek wietrzny, dzwonki, wietrzny
🎑	ceremonia oglądania księżyca, księżyc, podziwiać, tsukimi
🧧	czerwona koperta, hóngbāo, lai see, pieniądze, prezent, szczęście
🎀	kokarda, kokardka, ozdoba, podarunek, prezent, wstążka
🎁	kokarda, kokardka, paczka, podarunek, zapakowany prezent
🎗️	upamiętnić, uroczystość, wstążka, wstążka pamięci
🎟️	bilet, bilety wstępu, wstęp
🎫	bilet, wstęp
🎖️	medal, order wojskowy, uroczystość, wojsko
🏆️	nagroda, puchar, trofeum
🏅	medal, medal sportowy, nagroda
🥇	medal, medal za 1. miejsce, pierwsze miejsce, zwycięstwo, złoto
🥈	drugie miejsce, medal, medal za 2. miejsce, srebro
🥉	brąz, medal, medal za 3. miejsce, trzecie miejsce
⚽️	futbolówka, nożna, piłka, piłka nożna
⚾️	baseball, piłka
🥎	piłka, rzut od dołu, rękawica, softball
🏀	do kosza, koszykówka, piłka
🏐	gra, piłka, siatkówka
🏈	futbol amerykański, piłka
🏉	piłka, piłka do rugby, rugby
🎾	piłka, tenis
🥏	frisbee, latający dysk, ultimate
🎳	gra, kręgle, kula
🏏	gra, kij, krykiet, piłka
🏑	boisko, gra, hokej, hokej na trawie, kijek, na trawie, piłka
🏒	gra, hokej, hokej na lodzie, kijek, krążek, lód, na lodzie
🥍	bramka, kij, lacrosse, piłka
🏓	ping pong, piłeczka, rakietka, siatka, tenis stołowy
🏸	badminton, gra, lotka, paletki, rakieta
🥊	boks, rękawica, rękawica bokserska, sport
🥋	judo, karate, sport, strój do sztuk walki, sztuki walki, taekwondo
🥅	bramka, gol, sport
⛳️	flaga w dołku, golf, otwór
⛸️	but z łyżwą, lodowisko, lód, łyżwa
🎣	wędka, złowić, łowienie ryb
🤿	akwalung, maska do nurkowania, nurkowanie, nurkowanie z rurką
🎽	bieganie, koszulka, koszulka do biegania, szarfa, t-shirt
🎿	narty, stok, śnieg
🛷	sanie
🥌	kamień do curlingu
🎯	dziesiątka, strzał, strzał w 10, trafienie, w dziesiątkę
🪀	gra, jojo, zabawka
🪁	latanie, latawiec, puszczanie
🎱	8, bila, bila 8, kula
🔮	fortuna, kryształowa, kryształowa kula, kula, przepowiadać, wróżka, wróżyć
🧿	amulet nazar, błękitne oko, koralik, nazar, oko proroka, talizman
🎮️	gamepad, gra wideo, pad
🕹️	dżojstik, gra, gra komputerowa, gra wideo
🎰	automat do gier, automat do gry, jednoręki bandyta, kasyno
🎲	gra, kostka, kostka do gry, w kości
🧩	element, element układanki, puzzle, łamigłówka, łączenie
🧸	miś pluszowy, pluszowa, wypchana, zabawka
♠️	gra, karta, pik, talia
♥️	gra, karta, kier, talia
♦️	gra, karo, karta, talia
♣️	gra, karta, talia, trefl
♟️	pionek, szachy
🃏	Joker, dżoker, karta, karta do gry
🀄️	Czerwony smok, Smok, kafelek, madżong: czerwony smok, mahjong
🎴	gra, gra karciana hanafuda, japońska, kwiat
🎭️	maski teatralne, teatr, występować
🖼️	malarstwo, muzeum, obraz, obrazek w ramce, ramka, sztuka
🎨	farby, kolory, malarz, muzeum, paleta malarska, sztuka
🧵	igła, nawlekać, nić, szpulka, szycie
🧶	kłębek, robienie na drutach, szydełkowanie, włóczka
👓️	oczy, okulary, szkła
🕶️	ciemne okulary, okulary słoneczne, przeciwsłoneczne, słoneczne
🥽	ochrona oczu, okulary ochronne, pływanie, spawanie
🥼	biały fartuch, eksperyment, kitel, lekarz, naukowiec
🦺	kamizelka, kamizelka ratunkowa, ratowanie, sytuacja awaryjna
👔	koszula, krawat, męski, ozdoba
👕	koszulka, męska, z krótkimi rękawami
👖	dżinsy, jeansy, portki, ubiór, ubranie
🧣	szalik, szyja
🧤	ręka, rękawiczki
🧥	kurtka, płaszcz
🧦	skarpetki, skarpety
👗	sukienka, suknia, ubiór, ubranie
👘	kimono, ubiór, ubranie
🥻	odzież, sari, suknia, ubranie
🩱	kostium do kąpieli, strój kąpielowy jednoczęściowy
🩲	bielizna, kąpielówki, majtki do kąpieli, strój do kąpieli
🩳	bielizna, spodenki, strój do kąpieli, szorty
👙	bikini, do pływania, strój kąpielowy, ubiór, ubranie
👚	damska, ubiór, ubranie, ubranie damskie
👛	na monety, portmonetka, torebka
👜	bagaż, damska torebka, torebka
👝	damska, saszetka, torebka
🛍️	torby, torby na zakupy, torebki
🎒	plecak, tornister
👞	but, but męski, męski
👟	bieganie, but, but do biegania, sport, trampek
🥾	biwak, but, but turystyczny, piesze wędrówki, wędrówki z plecakiem
🥿	baleriny, baletki, but wsuwany, pantofelek
👠	but na wysokim obcasie, na szpilkach, szpilka, wysoki obcas
👡	but, damski, obuwie, sandał, sandał damski
🩰	balet, baletki, taniec
👢	kozaczek, kozak damski
👑	korona, król, królowa
👒	damski, kapelusz, kapelusz damski, nakrycie głowy, ze wstążką
🎩	cylinder, kapelusz, męskie nakrycie głowy
🎓️	biret, czapka absolwenta, nakrycie głowy, ubiór, uroczystość
🧢	bejsbolówka, czapeczka
⛑️	hełm, kask, kask z krzyżykiem, krzyż, krzyżyk, pomoc
📿	korale, koraliki, modlitwa, naszyjnik, religia, różaniec, sznur modlitewny
💄	kosmetyki, makijaż, malować usta, szminka
💍	diament, miłość, pierścionek, zaręczyny
💎	diament, kamień szlachetny, miłość, romans
🔇	cicho, cisza, głośnik, głośność, wyciszony głośnik, wyciszyć
🔈️	głośność, niska głośność głośnika
🔉	średnia, średnia głośność głośnika
🔊	duża głośność, wysoka głośność, wysoka głośność głośnika
📢	głośnik, głośno, komunikaty publiczne
📣	kibicować, megafon
📯	poczta, pocztowa, róg, trąbka, trąbka pocztowa
🔔	dzwon, dzwonek
🔕	cicho, cisza, dzwonek, nie wolno, przekreślony dzwonek, zabroniony, zakazany
🎼	klucz, muzyka, nuty, partytura, pięciolinia
🎵	muzyka, nuta
🎶	muzyka, nuta, nuty
🎙️	mikrofon, mikrofon studyjny, muzyka, nagrywać, studio, studyjny
🎚️	muzyka, poziom, suwak, suwak miksera dźwięku
🎛️	gałki, muzyka, pokrętła
🎤	karaoke, mikrofon, muzyka
🎧️	słuchawki
📻️	odbiornik radiowy, radio, radioodbiornik, radyjko
🎷	instrument, muzyka, saksofon
🎸	gitara, instrument, muzyka
🎹	fortepian, instrument, keyboard, klawiatura, klawisze, muzyka, pianino
🎺	instrument, muzyka, trąbka
🎻	altówka, instrument, muzyczny, skrzypce, smyczek, strunowy
🪕	banjo, instrument, muzyka, strunowy
🥁	bęben, bębenek, grać, muzyka
📱	komóra, komórka, smartfon, telefon, telefon komórkowy
📲	dzwonić, komóra, komórka, odebrać, połączenie, smartfon, strzałka, telefon, telefon komórkowy ze strzałką
☎️	aparat telefoniczny, telefon
📞	słuchawka, słuchawka telefoniczna, telefon
📟️	pager
📠	faks
🔋	akumulator, akumulatorek, bateria
🔌	elektryczna, podłączyć, wtyczka elektryczna
💻️	komputer, laptop, notebook, osobisty, wyświetlacz
🖥️	biurkowy, ekran, komputer, stacjonarny, wyświetlacz
🖨️	drukarka, komputer
⌨️	klawiatura, komputer, pisać
🖱️	komputerowa, mysz, mysz komputerowa, trzyprzyciskowa, trójprzyciskowa
🖲️	komputer, trackball
💽	dysk MD, dysk komputerowy, płyta
💾	dyskietka, komputerowa, miękki dysk
💿️	Blu-ray, CD, DVD, dysk, dysk optyczny
📀	Blu-ray, CD, DVD, dysk
🧮	liczydło, obliczanie
🎥	film, kamera, kamera filmowa, kinematografia, kino
🎞️	film, kino, klatki, taśma filmowa
📽️	film, kino, projekcja, projektor, projektor filmowy
🎬️	film, kino, klaps
📺️	kineskop, kineskopowy, odbiornik, stary telewizor, telewizja, z anteną
📷️	aparat fotograficzny, fotografia, robić zdjęcie, wideo, zdjęcie
📸	aparat, aparat fotograficzny z lampą błyskową, flesz, lampa błyskowa
📹️	kamera, kamera wideo, wideo
📼	kaseta wideo, taśma
🔍	lupa, lupa pochylona w lewo, skierowana w lewo, szukaj
🔎	lupa, lupa pochylona w prawo, skierowana w prawo, szukaj
🕯️	światło, świeca, świeczka
💡	pomysł, światło, żarówka
🔦	elektryczna, lampka, latarka, światło
🏮	bar izakaya, czerwony lampion, izakaya
🪔	dipa, lampka, oliwna
📔	książka, notatnik, notes, notes z dekoracyjną okładką, okładka, ozdobna
📕	książka, zamknięta, zamknięta książka
📖	książka, otwarta, otwarta książka
📗	książka, zielona, zielona książka
📘	książka, niebieska, niebieska książka
📙	książka, pomarańczowa, pomarańczowa książka
📚️	książka, książki
📓	notatnik, notes, szary, zeszyt
📒	notatnik, skoroszyt, zeszyt, żółty
📃	kartka, maszynopis, strona, zawinięta strona
📜	edykt, pergamin, pismo, zwój
📄	kartka, maszynopis, pismo, strona
📰	gazeta, wiadomości
🗞	gazeta, papier, rulon, zrolowana, zwinięta, zwinięta gazeta, zwitek
📑	karta, karty zakładek, przekładka, zakładka, znak
🔖	zakładka, zaznaczenie
🏷️	breloczek, etykieta, przywieszka do kluczy
💰️	dolary, pieniądze, worek, worek z pieniędzmi
💴	bank, banknot, banknot jena, pieniądze, rachunek, waluta
💵	bank, banknot, banknot dolara, pieniądze, rachunek, waluta
💶	bank, banknot, banknot euro, pieniądze, rachunek, waluta
💷	bank, banknot, banknot funta, pieniądze, rachunek, waluta
💸	bank, banknot, pieniądze, rachunek, skrzydła, uskrzydlone pieniądze, waluta
💳️	bank, karta, karta kredytowa, kredyt, pieniądze
🧾	dowód, księgowość, paragon, pokwitowanie
💹	bank, jen, pieniądze, rynek, trend wzrostowy, w górę, waluta, wykres, wykres wzrostu z symbolem jena, wzrost
💱	kantor, waluta, wymiana, wymiana walut
💲	dolary, gruby symbol dolara, pieniądze, usd, waluta
✉️	e-mail, koperta, list, wiadomość
📧	e-mail, email, list, mail, poczta elektroniczna
📨	e-mail, email, koperta przychodząca, list, mail, poczta elektroniczna
📩	koperta ze strzałką, odebrać, poczta, przychodząca, wiadomość
