😀	irve, laia naeratusega nägu, naeratus, nägu
👩🏼‍🤝‍👨🏾	keskmiselt hele nahatoon, keskmiselt tume nahatoon, käed, mees, mees ja naine hoiavad käest kinni, mees ja naine hoiavad käest kinni: keskmiselt hele nahatoon, keskmiselt tume nahatoon, naine, paarike
👩🏼‍🤝‍👨🏿	keskmiselt hele nahatoon, käed, mees, mees ja naine hoiavad käest kinni, mees ja naine hoiavad käest kinni: keskmiselt hele nahatoon, tume nahatoon, naine, paarike, tume nahatoon
👩🏽‍🤝‍👨🏻	hele nahatoon, keskmine nahatoon, käed, mees, mees ja naine hoiavad käest kinni, mees ja naine hoiavad käest kinni: keskmine nahatoon, hele nahatoon, naine, paarike
👩🏽‍🤝‍👨🏼	keskmine nahatoon, keskmiselt hele nahatoon, käed, mees, mees ja naine hoiavad käest kinni, mees ja naine hoiavad käest kinni: keskmine nahatoon, keskmiselt hele nahatoon, naine, paarike
👫🏽	keskmine nahatoon, käed, mees, mees ja naine hoiavad käest kinni, mees ja naine hoiavad käest kinni: keskmine nahatoon, naine, paarike
👩🏽‍🤝‍👨🏾	keskmine nahatoon, keskmiselt tume nahatoon, käed, mees, mees ja naine hoiavad käest kinni, mees ja naine hoiavad käest kinni: keskmine nahatoon, keskmiselt tume nahatoon, naine, paarike
👩🏽‍🤝‍👨🏿	keskmine nahatoon, käed, mees, mees ja naine hoiavad käest kinni, mees ja naine hoiavad käest kinni: keskmine nahatoon, tume nahatoon, naine, paarike, tume nahatoon
👩🏾‍🤝‍👨🏻	hele nahatoon, keskmiselt tume nahatoon, käed, mees, mees ja naine hoiavad käest kinni, mees ja naine hoiavad käest kinni: keskmiselt tume nahatoon, hele nahatoon, naine, paarike
👩🏾‍🤝‍👨🏼	keskmiselt hele nahatoon, keskmiselt tume nahatoon, käed, mees, mees ja naine hoiavad käest kinni, mees ja naine hoiavad käest kinni: keskmiselt tume nahatoon, keskmiselt hele nahatoon, naine, paarike
👩🏾‍🤝‍👨🏽	keskmine nahatoon, keskmiselt tume nahatoon, käed, mees, mees ja naine hoiavad käest kinni, mees ja naine hoiavad käest kinni: keskmiselt tume nahatoon, keskmine nahatoon, naine, paarike
👫🏾	keskmiselt tume nahatoon, käed, mees, mees ja naine hoiavad käest kinni, mees ja naine hoiavad käest kinni: keskmiselt tume nahatoon, naine, paarike
👩🏾‍🤝‍👨🏿	keskmiselt tume nahatoon, käed, mees, mees ja naine hoiavad käest kinni, mees ja naine hoiavad käest kinni: keskmiselt tume nahatoon, tume nahatoon, naine, paarike, tume nahatoon
👩🏿‍🤝‍👨🏻	hele nahatoon, käed, mees, mees ja naine hoiavad käest kinni, mees ja naine hoiavad käest kinni: tume nahatoon, hele nahatoon, naine, paarike, tume nahatoon
👩🏿‍🤝‍👨🏼	keskmiselt hele nahatoon, käed, mees, mees ja naine hoiavad käest kinni, mees ja naine hoiavad käest kinni: tume nahatoon, keskmiselt hele nahatoon, naine, paarike, tume nahatoon
👩🏿‍🤝‍👨🏽	keskmine nahatoon, käed, mees, mees ja naine hoiavad käest kinni, mees ja naine hoiavad käest kinni: tume nahatoon, keskmine nahatoon, naine, paarike, tume nahatoon
👩🏿‍🤝‍👨🏾	keskmiselt tume nahatoon, käed, mees, mees ja naine hoiavad käest kinni, mees ja naine hoiavad käest kinni: tume nahatoon, keskmiselt tume nahatoon, naine, paarike, tume nahatoon
👫🏿	käed, mees, mees ja naine hoiavad käest kinni, mees ja naine hoiavad käest kinni: tume nahatoon, naine, paarike, tume nahatoon
👬	kaks meest hoiavad käest kinni, kaksikud, käed, mehed, paar
👬🏻	hele nahatoon, kaks meest hoiavad käest kinni, kaks meest hoiavad käest kinni: hele nahatoon, kaksikud, käed, mehed, paar
👨🏼‍🤝‍👨🏻	hele nahatoon, kaks meest hoiavad käest kinni, kaks meest hoiavad käest kinni: keskmiselt hele nahatoon, hele nahatoon, kaksikud, keskmiselt hele nahatoon, käed, mehed, paar
👬🏼	kaks meest hoiavad käest kinni, kaks meest hoiavad käest kinni: keskmiselt hele nahatoon, kaksikud, keskmiselt hele nahatoon, käed, mehed, paar
👨🏽‍🤝‍👨🏻	hele nahatoon, kaks meest hoiavad käest kinni, kaks meest hoiavad käest kinni: keskmine nahatoon, hele nahatoon, kaksikud, keskmine nahatoon, käed, mehed, paar
👨🏽‍🤝‍👨🏼	kaks meest hoiavad käest kinni, kaks meest hoiavad käest kinni: keskmine nahatoon, keskmiselt hele nahatoon, kaksikud, keskmine nahatoon, keskmiselt hele nahatoon, käed, mehed, paar
👬🏽	kaks meest hoiavad käest kinni, kaks meest hoiavad käest kinni: keskmine nahatoon, kaksikud, keskmine nahatoon, käed, mehed, paar
👨🏾‍🤝‍👨🏻	hele nahatoon, kaks meest hoiavad käest kinni, kaks meest hoiavad käest kinni: keskmiselt tume nahatoon, hele nahatoon, kaksikud, keskmiselt tume nahatoon, käed, mehed, paar
👨🏾‍🤝‍👨🏼	kaks meest hoiavad käest kinni, kaks meest hoiavad käest kinni: keskmiselt tume nahatoon, keskmiselt hele nahatoon, kaksikud, keskmiselt hele nahatoon, keskmiselt tume nahatoon, käed, mehed, paar
👨🏾‍🤝‍👨🏽	kaks meest hoiavad käest kinni, kaks meest hoiavad käest kinni: keskmiselt tume nahatoon, keskmine nahatoon, kaksikud, keskmine nahatoon, keskmiselt tume nahatoon, käed, mehed, paar
👬🏾	kaks meest hoiavad käest kinni, kaks meest hoiavad käest kinni: keskmiselt tume nahatoon, kaksikud, keskmiselt tume nahatoon, käed, mehed, paar
👨🏿‍🤝‍👨🏻	hele nahatoon, kaks meest hoiavad käest kinni, kaks meest hoiavad käest kinni: tume nahatoon, hele nahatoon, kaksikud, käed, mehed, paar, tume nahatoon
👨🏿‍🤝‍👨🏼	kaks meest hoiavad käest kinni, kaks meest hoiavad käest kinni: tume nahatoon, keskmiselt hele nahatoon, kaksikud, keskmiselt hele nahatoon, käed, mehed, paar, tume nahatoon
👨🏿‍🤝‍👨🏽	kaks meest hoiavad käest kinni, kaks meest hoiavad käest kinni: tume nahatoon, keskmine nahatoon, kaksikud, keskmine nahatoon, käed, mehed, paar, tume nahatoon
👨🏿‍🤝‍👨🏾	kaks meest hoiavad käest kinni, kaks meest hoiavad käest kinni: tume nahatoon, keskmiselt tume nahatoon, kaksikud, keskmiselt tume nahatoon, käed, mehed, paar, tume nahatoon
👬🏿	kaks meest hoiavad käest kinni, kaks meest hoiavad käest kinni: tume nahatoon, kaksikud, käed, mehed, paar, tume nahatoon
💏	musi, suudlus
👩‍❤‍💋‍👨	mees, musi, musi: naine, mees, naine, suudlus
👨‍❤‍💋‍👨	mees, musi, musi: mees, mees, suudlus
👩‍❤‍💋‍👩	musi, musi: naine, naine, naine, suudlus
💑	armastus, paarike südamega, romantika, süda
👩‍❤‍👨	armastus, mees, naine, paarike südamega, paarike südamega: naine, mees, romantika, süda
👨‍❤‍👨	armastus, mees, paarike südamega, paarike südamega: mees, mees, romantika, süda
👩‍❤‍👩	armastus, naine, paarike südamega, paarike südamega: naine, naine, romantika, süda
👪️	ema, isa, laps, perekond
👨‍👩‍👦	ema, isa, laps, mees, naine, perekond, perekond: mees, naine, poiss, poiss
👨‍👩‍👧	ema, isa, laps, mees, naine, perekond, perekond: mees, naine, tüdruk, tüdruk
👨‍👩‍👧‍👦	ema, isa, laps, mees, naine, perekond, perekond: mees, naine, tüdruk, poiss, poiss, tüdruk
👨‍👩‍👦‍👦	ema, isa, laps, mees, naine, perekond, perekond: mees, naine, poiss, poiss, poiss
👨‍👩‍👧‍👧	ema, isa, laps, mees, naine, perekond, perekond: mees, naine, tüdruk, tüdruk, tüdruk
👨‍👨‍👦	ema, isa, laps, mees, perekond, perekond: mees, mees, poiss, poiss
👨‍👨‍👧	ema, isa, laps, mees, perekond, perekond: mees, mees, tüdruk, tüdruk
👨‍👨‍👧‍👦	ema, isa, laps, mees, perekond, perekond: mees, mees, tüdruk, poiss, poiss, tüdruk
👨‍👨‍👦‍👦	ema, isa, laps, mees, perekond, perekond: mees, mees, poiss, poiss, poiss
👨‍👨‍👧‍👧	ema, isa, laps, mees, perekond, perekond: mees, mees, tüdruk, tüdruk, tüdruk
👩‍👩‍👦	ema, isa, laps, naine, perekond, perekond: naine, naine, poiss, poiss
👩‍👩‍👧	ema, isa, laps, naine, perekond, perekond: naine, naine, tüdruk, tüdruk
👩‍👩‍👧‍👦	ema, isa, laps, naine, perekond, perekond: naine, naine, tüdruk, poiss, poiss, tüdruk
👩‍👩‍👦‍👦	ema, isa, laps, naine, perekond, perekond: naine, naine, poiss, poiss, poiss
👩‍👩‍👧‍👧	ema, isa, laps, naine, perekond, perekond: naine, naine, tüdruk, tüdruk, tüdruk
👨‍👦	ema, isa, laps, mees, perekond, perekond: mees, poiss, poiss
👨‍👦‍👦	ema, isa, laps, mees, perekond, perekond: mees, poiss, poiss, poiss
👨‍👧	ema, isa, laps, mees, perekond, perekond: mees, tüdruk, tüdruk
👨‍👧‍👦	ema, isa, laps, mees, perekond, perekond: mees, tüdruk, poiss, poiss, tüdruk
👨‍👧‍👧	ema, isa, laps, mees, perekond, perekond: mees, tüdruk, tüdruk, tüdruk
👩‍👦	ema, isa, laps, naine, perekond, perekond: naine, poiss, poiss
👩‍👦‍👦	ema, isa, laps, naine, perekond, perekond: naine, poiss, poiss, poiss
👩‍👧	ema, isa, laps, naine, perekond, perekond: naine, tüdruk, tüdruk
👩‍👧‍👦	ema, isa, laps, naine, perekond, perekond: naine, tüdruk, poiss, poiss, tüdruk
👩‍👧‍👧	ema, isa, laps, naine, perekond, perekond: naine, tüdruk, tüdruk, tüdruk
🗣️	kõnelev pea, nägu, pea, rääkimine, siluett
👤	büst, büsti siluett, siluett
👥	büst, büstide siluetid, siluett
👣	jalajälg, jalajäljed, jälg, keha
🦰	punajuus, punapea, punased juuksed
🦱	afrojuuksed, krussis juuksed, lokid, lokkis juuksed
🦳	hallid, heledad juuksed, juuksed, valged, vana
🦲	juukseid pole, juusteta, keemiaravi, kiilaspea, raseeritud
🐵	ahv, ahvi nägu, nägu
🐒	ahv
🦍	gorilla, loom
🦧	inimahv, orangutan
🐶	koer, koera nägu, lemmikloom, nägu
🐕️	koer, lemmikloom
🦮	abi, juht, juhtkoer, koer, pime, vaegnägija
🐕‍🦺	abi, koer, politsei, teenistus, teenistuskoer
🐩	koer, puudel
🐺	hundi nägu, hunt, nägu
🦊	loom, nägu, rebane, rebase nägu
🦝	kaval, pesukaru, uudishimulik
🐱	kass, kassi nägu, lemmikloom, nägu
🐈️	kass, koer, lemmikloom
🦁	lõvi, lõvi nägu, nägu, sodiaak
🐯	nägu, tiiger, tiigri nägu
🐅	tiiger
🐆	leopard
🐴	hobune, hobuse nägu, nägu
🐎	hobune, ratsasport, võiduajamine
🦄	nägu, ükssarvik, ükssarviku nägu
🦓	sebra, triibud, vöödid
🦌	hirv, loom
🐮	lehm, lehma nägu, nägu
🐂	härg, sodiaak, sõnn, veis
🐃	pühvel, vesi, vesipühvel
🐄	lehm, nägu
🐷	nägu, sea nägu, siga
🐖	emis, siga
🐗	kult, metssiga
🐽	nina, nägu, sea kärss, siga
🐏	jäär, oinas, sodiaak
🐑	lammas
🐐	kaljukits, kits, sodiaak
🐪	dromedar, kaamel, küür
🐫	baktrian, kaamel, kahe küüruga kaamel, küür
🦙	alpaka, guanako, laama, vikunja, vill
🦒	kaelkirjak, laigud
🐘	elevant
🦏	loom, ninasarvik
🦛	jõehobu, jõehobuke
🐭	hiir, hiire nägu, nägu
🐁	hiir
🐀	rott
🐹	hamster, hamstri nägu, lemmikloom, nägu
🐰	jänes, jänese nägu, lemmikloom, nägu
🐇	jänes, lemmikloom
🐿️	orav, vöötorav
🦔	okkaline, siil
🦇	loom, nahkhiir, vampiir
🐻	karu, karu nägu, nägu
🐨	koaala
🐼	nägu, panda, panda nägu
🦥	aeglane, laisik, laisk, laiskloom
🦦	jõgi, kala, saarmas, udras
🦨	hais, skunk
🦘	Austraalia, hüpe, kukkur, kukkurloom, känguru
🦡	meemäger, mäger, nuhtlus
🐾	jalg, jälg, käpajäljed, käpp
🦃	kalkun
🐔	kana
🐓	kukk
🐣	koorumine, kooruv tibu, tibu
🐤	tibu, väike tibu
🐥	tibu, väike tibu eestvaates
🐦️	lind
🐧	pingviin
🕊️	lind, rahu, tuvi
🦅	kotkas, lind
🦆	lind, part
🦢	inetu pardipoeg, lind, luigepoeg, luik
🦉	lind, öökull
🦩	flamingo, lind, troopiline
🦚	eneseimetlus, hooplemine, lind, paabulind, uhkus
🦜	jutt, lind, papagoi, piraat
🐸	konn, konna nägu, nägu
🐊	krokodill
🐢	kilpkonn
🦎	roomaja, sisalik
🐍	madu, maokandja, sodiaak
🐲	draakon, draakoni nägu, muinasjutt, nägu
🐉	draakon, muinasjutt
🦕	brahhiosaurus, brontosaurus, diplodookus, sauropod
🦖	türannosaurus
🐳	nägu, vaal, vesi, vett pritsiv vaal
🐋	vaal
🐬	delfiin, loib
🐟️	kala, sodiaak
🐠	kala, troopiline, troopiline kala
🐡	kala, siilkala
🦈	hai, kala
🐙	kaheksajalg
🐚	karp, spiraalne, spiraalne teokarp
🐌	tigu
🦋	ilus, liblikas, putukas
🐛	putukas, röövik
🐜	putukas, sipelgas
🐝	mesilane, putukas
🐞	lepatriinu, putukas, põrnikas
🦗	kilk, rohutirts
🕷️	ämblik
🕸️	võrk, ämblik, ämblikuvõrk
🦂	skorpion, sodiaak, suur skorpion
🦟	haigus, malaaria, palavik, putukas, sääsk, viirus
🦠	amööb, bakter, mikroob, viirus
💐	kimp, lill, romantika, taim
🌸	kirsiõis, kirss, lill, taim, õis
💮	lill, valge lill
🏵️	lill, rosett, taim
🌹	lill, roos, taim
🥀	lill, närbunud, närbunud lill
🌺	hibisk, lill, taim
🌻	lill, päevalill, päike, taim
🌼	lill, taim, õis
🌷	lill, taim, tulp
🌱	idu, taim, võrse
🌲	igihaljas, igihaljas puu, puu, taim
🌳	leht, lehtpuu, puu, taim
🌴	palm, palmipuu, puu, taim
🌵	kaktus, taim
🌾	riis, riisitaim, taim, vihk
🌿	leht, maitsetaim, taim
☘️	ristik, taim
🍀	leht, neli, nelja lehega ristik, ristik, taim
🍁	langev, leht, taim, vaher, vahtraleht
🍂	langenud leht, langev, leht, taim
🍃	leht, taim, tuul, tuules lendlev leht
🍇	puuvili, taim, viinamari, viinamarjad
🍈	melon, puuvili, taim
🍉	arbuus, puuvili, taim
🍊	mandariin, puuvili, taim
🍋	puuvili, sidrun, taim
🍌	banaan, puuvili, taim
🍍	ananass, puuvili, taim
🥭	mango, puuvili, troopiline
🍎	punane, punane õun, puuvili, taim, õun
🍏	puuvili, roheline, roheline õun, taim, õun
🍐	pirn, puuvili, taim
🍑	puuvili, taim, virsik
🍒	kirsid, kirss, puuvili, taim
🍓	maasikas, mari, puuvili, taim
🥝	kiivi, puuvili, toit
🍅	köögivili, taim, tomat
🥥	kookospähkel, palm, piña colada
🥑	avokaado, puuvili, toit
🍆	baklažaan, köögivili, taim
🥔	juurvili, kartul, toit
🥕	juurvili, porgand, toit
🌽	mais, maisitõlvik, taim, tõlvik
🌶️	pipar, taim, tuline, tuline pipar
🥒	kurk, köögivili, toit
🥬	hiina kapsas, kapsas, lehtkapsas, lehtköögivili, lehtsalat
🥦	brokoli, metskapsas
🧄	küüslauk, maitseaine
🧅	maitseaine, sibul
🍄	mürgiseen, seen
🥜	maapähkel, maapähklid, pähkel, toit
🌰	kastan, taim
🍞	leib, päts
🥐	croissant, prantsuse, sai, sarvesai, toit
🥖	baguette, pikk, sai, toit
🥨	keerutatud, soolakringel
🥯	määre, pagaritoode, rõngassai
🥞	crêpe, pannkoogid, pannkook, toit
🧇	kõhklev, vahvel, vahvliraud
🧀	juust, juustutükk
🍖	kondiga liha, kont, liha, luu
🍗	kana, kanakoib, koib, kont, luu
🥩	karbonaad, lambalihakarbonaad, lihalõik, praelõik, sealihakarbonaad
🥓	liha, peekon, toit
🍔	burger, hamburger
🍟	friikartul, friikartulid
🍕	juust, pitsa, pizza, viil
🌭	hot dog, hotdog, viiner, vorst
🥪	leib, võileib
🌮	mehhiko, tako
🌯	burrito, mehhiko
🥙	falafel, kebab, toit, täidetud pita
🧆	falafel, kikerhernes, lihapall
🥚	muna, toit
🍳	muna, pann, praadimine, toiduvalmistamine
🥘	paella, panniroog, toit
🍲	hautis, potitäis toitu, pott
🥣	hommikueine, hommikusöögihelbed, lusikaga kauss, riisipuding
🥗	roheline, roheline salat, salat, toit
🍿	mais, popkorn
🧈	piimatoode, või
🧂	maitseaine, sool, soolatoos
🥫	konserv, toidukonserv
🍱	bento einekarp, karp, toit
🍘	leib, riis, riisiküpsis
🍙	pall, riis, riisipall
🍚	keedetud, keedetud riis, riis
🍛	karri, karriga riis, riis
🍜	aur, aurav kauss, kauss, nuudel
🍝	pasta, spagetid
🍠	kartul, röstitud, röstitud bataat
🍢	kebab, mereannid, oden, pulk
🍣	suši
🍤	krevett, praetud, praetud krevett, tempura
🍥	keerdudega kalakotlet, kook, spiraal, tort
🥮	festival, kuukook, sügis, yuèbǐng
🍡	dango, magus, magustoit, pulk
🥟	empanada, gyōza, jiaozi, pelmeen, pierogi
🥠	ennustus, õnneküpsis
🥡	kaasamüügikarp, kiirtoidukarp
🦀	krabi, sodiaak, vähk
🦞	homaar, homaarisupp, mereannid, sõrad
🦐	koorikloom, krevett, toit
🦑	kalmaar, mollusk, toit
🦪	auster, elus, karp, pärl
🍦	jäätis, magus, magustoit, pehme, pehme jäätis
🍧	jää, magus, magustoit, mahlajää
🍨	jäätis, magus, magustoit
🍩	magus, magustoit, sõõrik
🍪	küpsis, magus, magustoit
🎂	küünlad, magustoit, sünnipäev, sünnipäevatort, tort
🍰	kook, liivataignakook, lõik, magus, magustoit
🧁	magus, muffin, pagaritoode
🥧	pirukas, täidis
🍫	magus, magustoit, šokolaad, šokolaaditahvel
🍬	komm, magus, magustoit
🍭	komm, magus, magustoit, pulgakomm
🍮	magus, magustoit, puding, vanillipuding
🍯	magus, meepott, mesi
🍼	beebi, lutipudel, piim, pudel
🥛	jook, klaas, klaas piima, piim
☕️	jook, kohv, kuum, kuum jook, tee
🍵	jook, kõrvata teetass, tass, tee
🍶	baar, jook, pudel, riisiviin, tass
🍾	baar, jook, kork, pudel, pudeli avamine
🍷	baar, jook, klaas, vein, veiniklaas
🍸️	baar, jook, klaas, kokteil, kokteiliklaas
🍹	baar, jook, troopiline, troopiline jook
🍺	baar, jook, kann, õllekann, õlu
🍻	baar, jook, kann, kõlisevad õllekannud, õlu
🥂	jooma, klaasid, kõlisevad klaasid, kõlks, tähistama
🥃	joogiklaas, napsuklaas, viskiklaas
🥤	kõrrega tops, limonaad, mahl
🧃	joogipakk, mahlapakk
🧉	jook, mate, tee
🧊	jää, jääkuubik, kuubik, külm
🥢	hashi, söögipulgad
🍽️	kahvel, kahvel, nuga ja taldrik, nuga, taldrik, toit
🍴	kahvel, kahvel ja nuga, nuga, toit
🥄	lauanõud, lusikas
🔪	kööginuga, köök, nuga, relv, tööriist
🏺	amfora, jook, kann, vaas, veevalaja
🌍	Euroopa ja Aafrika gloobusel, aafrika, euroopa, gloobus, maa, maailm
🌎️	Ameerika mandrid gloobusel, ameerika, gloobus, maa, maailm
🌏	Aasia ja Austraalia gloobusel, aasia, austraalia, gloobus, maa, maailm
🌐	gloobus, maa, maailm, meridiaanid, meridiaanidega gloobus
🗺️	kaart, maailm, maailmakaart
🗾	Jaapani kaart, jaapan, kaart
🧭	kompass, magnetiline, navigeerimine, orienteerumine
🏔️	külm, lumi, lumine mägi, mägi
⛰️	mägi
🌋	laava, mägi, purse, vulkaan
🗻	Fuji mägi, fuji, mägi
🏕️	telk, telkimine
🏖️	päikesevari, päikesevari rannas, rand
🏜️	kõrb
🏝️	asustamata, asustamata saar, saar
🏞️	park, rahvuspark
🏟️	staadion
🏛️	klassikaline, klassikaline hoone, maja
🏗️	ehitus, maja
🧱	mört, savi, sein, telliskivi, telliskivid
🏘️	hoone, maja, majad
🏚️	hoone, mahajäetud, mahajäetud maja, maja
🏠️	kodu, maja
🏡	aed, aiaga maja, kodu, maja
🏢	hoone, kontorihoone, maja
🏣	Jaapani postkontor, hoone, post
🏤	hoone, post, postkontor
🏥	arst, haigla, hoone, meditsiin
🏦	hoone, pank
🏨	hoone, hotell
🏩	armastus, armuhotell, hoone, hotell
🏪	hoone, kauplus, pood
🏫	hoone, kool
🏬	hoone, kaubamaja, pood
🏭️	hoone, tehas
🏯	Jaapan, Jaapani loss, loss
🏰	hoone, loss
💒	kabel, kirik, pulmad, romantika
🗼	Tokyo torn, tokyo, torn
🗽	Vabadussammas, kuju, sammas, vabadus
⛪️	kirik, kristlus, maja, rist, usk
🕌	islam, moslem, mošee, usk
🛕	hindu, hinduism, hinduistlik tempel, tempel
🕍	judaism, juut, sünagoog, usk
⛩️	shinto, shinto tempel, tempel, usk
🕋	islam, kaaba, moslem, usk
⛲️	purskkaev
⛺️	laager, telk, telkimine
🌁	ilm, udu, udune
🌃	ilm, täht, öine tähistaevas, öö
🏙️	linn, linna siluett, maja
🌄	hommik, ilm, mägi, päike, päikesetõus, päikesetõus mägedes
🌅	hommik, ilm, päike, päikesetõus
🌆	hoone, ilm, linna siluett videvikus, loojang, päike, siluett, videvik, õhtu
🌇	hoone, ilm, loojang, päike, päikeseloojang
🌉	ilm, sild, sild öösel, öö
♨️	allikas, aur, kuum, kuumaveeallikad, soe
🎠	hobune, karussell, karussellihobune
🎡	lõbustuspark, vaateratas
🎢	Ameerika mäed, ameerika, lõbustuspark, mäed
💈	habemeajaja, habemeajaja silt, juuksur
🎪	telk, tsirkus, tsirkusetelk
🚂	aur, raudtee, rong, sõiduk, vedur
🚃	elekter, rong, rongivagun, rööpad, sõiduk, tramm, troll, vagun
🚄	kiirrong, raudtee, sõiduk
🚅	kiirrong, raudtee, sõiduk, terava ninaga kiirrong
🚆	raudtee, rong, sõiduk
🚇️	metroo, rong, sõiduk
🚈	kergraudtee, raudtee, rong
🚉	jaam, raudtee, rong
🚊	tramm, troll
🚝	raudtee, rong, sõiduk, üherööpmeline raudtee
🚞	mägi, mägiraudtee, raudtee, rong, vagun
🚋	tramm, trammivagun, troll, vagun
🚌	buss, sõiduk
🚍️	buss, buss eestvaates, eestvaade
🚎	buss, tramm, troll, trollibuss
🚐	buss, sõiduk, väikebuss
🚑️	kiirabiauto, sõiduk
🚒	auto, sõiduk, tuletõrje, tuletõrjeauto
🚓	auto, patrull, politsei, politseiauto, sõiduk
🚔️	auto, eestvaade, politsei, politseiauto eestvaates, sõiduk
🚕	sõiduk, takso
🚖	eestvaade, sõiduk, takso, takso eestvaates
🚗	auto, sõiduk
🚘️	auto, auto eestvaates, eestvaade, sõiduk
🚙	auto, mahtuniversaal, sõiduk, universaal
🚚	kuller, kulleriauto, sõiduk, veoauto
🚛	sõiduk, veoauto, veok
🚜	sõiduk, traktor
🏎️	auto, võidusõiduauto, võidusõit
🏍️	mootorratas, võidusõit
🛵	motoroller, skuuter
🦽	ligipääs, manuaalratastool, ratastool
🦼	elektriratastool, ligipääs, ratastool
🛺	autorikša, tuk-tuk
🚲️	jalgratas, ratas, sõiduk
🛴	tõukekas, tõukeratas
🛹	rula, rulalaud
🚏	buss, bussipeatus, peatus
🛣️	kiirtee, tänav
🛤️	raudtee, raudteerööpad, rong, sõiduk
🛢️	tünn, õli, õlitünn
⛽️	bensiin, kütus, kütusepump, pump, tankla
🚨	auto, politsei, politseiauto vilkur, pöörlemine, sõiduk, vilkur
🚥	foor, horisontaalne foor, liiklus
🚦	foor, liiklus, vertikaalne foor
🛑	liiklusmärk, märk, stopp, stoppmärk
🚧	barjäär, ehitustööd, tõke
⚓️	ankur, laev, tööriist
⛵️	jaht, meri, paat, puhkus, purjepaat, sõiduk
🛶	kanuu, paat
🚤	kiirkaater, paat, sõiduk
🛳️	laev, reisija, reisilaev, sõiduk
⛴️	laev, praam, sõiduk
🛥️	mootorpaat, paat, sõiduk
🚢	laev, sõiduk
✈️	lennuk, sõiduk
🛩️	lennuk, sõiduk, väikelennuk
🛫	lennuk, sõiduk, õhkutõus, õhkutõusev lennuk
🛬	lennuk, maandumine, maanduv lennuk, sõiduk
🪂	langevari, langevarjuga hüppamine, langevarjuhüpe, langevarjur
💺	iste, tool
🚁	helikopter, sõiduk
🚟	raudtee, rippraudtee, sõiduk, vagun
🚠	gondel, köis, köistee mägedes, mägi, sõiduk, vagun
🚡	gondel, köis, köisraudtee, raudtee, sõiduk, vagun
🛰️	kosmos, satelliit, sõiduk
🚀	kosmos, rakett, sõiduk
🛸	UFO, lendav taldrik
🛎️	hotell, jooksupoiss, kell
🧳	kohver, pakkimine, reis
⌛️	kell, liiv, liivakell
⏳️	kell, liiv, voolava liivaga kell
⌚️	kell, käekell
⏰	kell, äratus, äratuskell
⏱️	kell, stopper
⏲️	kell, taimer
🕰️	kaminakell, kell
🕛️	00, 12, 12:00, kaksteist, kell, kell kaksteist
🕧	12, 12:30, 30, kell, kell pool üks, pool, üks
🕐️	00, 1, 1:00, kell, kell üks, üks
🕜	1, 1:30, 30, kaks, kell, kell pool kaks, pool
🕑️	00, 2, 2:00, kaks, kell, kell kaks
🕝	2, 2:30, 30, kell, kell pool kolm, kolm, pool
🕒️	00, 3, 3:00, kell, kell kolm, kolm
🕞	3, 30, 3:30, kell, kell pool neli, neli, pool
🕓️	00, 4, 4:00, kell, kell neli, neli
🕟	30, 4, 4:30, kell, kell pool viis, pool, viis
🕔️	00, 5, 5:00, kell, kell viis, viis
🕠	30, 5, 5:30, kell, kell pool kuus, kuus, pool
🕕️	00, 6, 6:00, kell, kell kuus, kuus
🕡	30, 6, 6:30, kell, kell pool seitse, pool, seitse
🕖️	00, 7, 7:00, kell, kell seitse, seitse
🕢	30, 7, 7:30, kaheksa, kell, kell pool kaheksa, pool
🕗️	00, 8, 8:00, kaheksa, kell, kell kaheksa
🕣	30, 8, 8:30, kell, kell pool üheksa, pool, üheksa
🕘️	00, 9, 9:00, kell, kell üheksa, üheksa
🕤	30, 9, 9:30, kell, kell pool kümme, kümme, pool
🕙️	00, 10, 10:00, kell, kell kümme, kümme
🕥	10, 10:30, 30, kell, kell pool üksteist, pool, üksteist
🕚️	00, 11, 11:00, kell, kell üksteist, üksteist
🕦	11, 11:30, 30, kell, kell pool kaksteist, pool kaksteist
🌑	ilm, kosmos, kuu, noorkuu, pime
🌒	ilm, kasvav kuusirp, kosmos, kuu, noorkuu, sirp
🌓	ilm, kasvav poolkuu, kosmos, kuu, poolkuu
🌔	ilm, kasvav, kasvav kuu, kuu, poolkuu
🌕️	ilm, kosmos, täiskuu
🌖	ilm, kahanev, kahanev kuu, kosmos, kuu
🌗	ilm, kahanev poolkuu, kosmos, kuu, poolkuu
🌘	ilm, kahanev, kahanev kuusirp, kosmos, kuu, sirp
🌙	ilm, kosmos, kuu, kuusirp, sirp
🌚	ilm, kosmos, kuu, nägu, näoga noorkuu
🌛	ilm, kosmos, kuu, nägu, näoga kasvav kuu, poolkuu
🌜️	ilm, kosmos, kuu, nägu, näoga kahanev kuu, poolkuu
🌡️	ilm, kraadiklaas
☀️	ere, ilm, kiired, kosmos, päike
🌝	ere, ilm, kosmos, kuu, nägu, näoga täiskuu, täiskuu
🌞	ere, ilm, kosmos, nägu, näoga päike, päike
🪐	Saturn, rõngastega planeet
⭐️	keskmine täht, täht
🌟	helendav, helendav täht, sära, täht
🌠	komeet, kosmos, langev, langev täht, täht
🌌	Linnutee, kosmos, tähed
☁️	ilm, pilv
⛅️	ilm, pilv, päike, päike pilve taga
⛈️	ilm, pilv, vihm, äike, äikese- ja vihmapilv
🌤️	ilm, pilv, päike, päike väikese pilve taga
