😀	mặt, mặt cười toét, toe toét
👩🏻‍🤝‍👨🏾	cầm, cặp đôi, màu da sáng, màu da tối trung bình, người đàn ông và phụ nữ nắm tay, người đàn ông và phụ nữ nắm tay: màu da sáng và màu da tối trung bình, phụ nữ, tay, đàn ông
👩🏻‍🤝‍👨🏿	cầm, cặp đôi, màu da sáng, màu da tối, người đàn ông và phụ nữ nắm tay, người đàn ông và phụ nữ nắm tay: màu da sáng và màu da tối, phụ nữ, tay, đàn ông
👩🏼‍🤝‍👨🏻	cầm, cặp đôi, màu da sáng, màu da sáng trung bình, người đàn ông và phụ nữ nắm tay, người đàn ông và phụ nữ nắm tay: màu da sáng trung bình và màu da sáng, phụ nữ, tay, đàn ông
👫🏼	cầm, cặp đôi, màu da sáng trung bình, người đàn ông và phụ nữ nắm tay, người đàn ông và phụ nữ nắm tay: màu da sáng trung bình, phụ nữ, tay, đàn ông
👩🏼‍🤝‍👨🏽	cầm, cặp đôi, màu da sáng trung bình, màu da trung bình, người đàn ông và phụ nữ nắm tay, người đàn ông và phụ nữ nắm tay: màu da sáng trung bình và màu da trung bình, phụ nữ, tay, đàn ông
👩🏼‍🤝‍👨🏾	cầm, cặp đôi, màu da sáng trung bình, màu da tối trung bình, người đàn ông và phụ nữ nắm tay, người đàn ông và phụ nữ nắm tay: màu da sáng trung bình và màu da tối trung bình, phụ nữ, tay, đàn ông
👩🏼‍🤝‍👨🏿	cầm, cặp đôi, màu da sáng trung bình, màu da tối, người đàn ông và phụ nữ nắm tay, người đàn ông và phụ nữ nắm tay: màu da sáng trung bình và màu da tối, phụ nữ, tay, đàn ông
👩🏽‍🤝‍👨🏻	cầm, cặp đôi, màu da sáng, màu da trung bình, người đàn ông và phụ nữ nắm tay, người đàn ông và phụ nữ nắm tay: màu da trung bình và màu da sáng, phụ nữ, tay, đàn ông
👩🏽‍🤝‍👨🏼	cầm, cặp đôi, màu da sáng trung bình, màu da trung bình, người đàn ông và phụ nữ nắm tay, người đàn ông và phụ nữ nắm tay: màu da trung bình và màu da sáng trung bình, phụ nữ, tay, đàn ông
👫🏽	cầm, cặp đôi, màu da trung bình, người đàn ông và phụ nữ nắm tay, người đàn ông và phụ nữ nắm tay: màu da trung bình, phụ nữ, tay, đàn ông
👩🏽‍🤝‍👨🏾	cầm, cặp đôi, màu da trung bình, màu da tối trung bình, người đàn ông và phụ nữ nắm tay, người đàn ông và phụ nữ nắm tay: màu da trung bình và màu da tối trung bình, phụ nữ, tay, đàn ông
👩🏽‍🤝‍👨🏿	cầm, cặp đôi, màu da trung bình, màu da tối, người đàn ông và phụ nữ nắm tay, người đàn ông và phụ nữ nắm tay: màu da trung bình và màu da tối, phụ nữ, tay, đàn ông
👩🏾‍🤝‍👨🏻	cầm, cặp đôi, màu da sáng, màu da tối trung bình, người đàn ông và phụ nữ nắm tay, người đàn ông và phụ nữ nắm tay: màu da tối trung bình và màu da sáng, phụ nữ, tay, đàn ông
👩🏾‍🤝‍👨🏼	cầm, cặp đôi, màu da sáng trung bình, màu da tối trung bình, người đàn ông và phụ nữ nắm tay, người đàn ông và phụ nữ nắm tay: màu da tối trung bình và màu da sáng trung bình, phụ nữ, tay, đàn ông
👩🏾‍🤝‍👨🏽	cầm, cặp đôi, màu da trung bình, màu da tối trung bình, người đàn ông và phụ nữ nắm tay, người đàn ông và phụ nữ nắm tay: màu da tối trung bình và màu da trung bình, phụ nữ, tay, đàn ông
👫🏾	cầm, cặp đôi, màu da tối trung bình, người đàn ông và phụ nữ nắm tay, người đàn ông và phụ nữ nắm tay: màu da tối trung bình, phụ nữ, tay, đàn ông
👩🏾‍🤝‍👨🏿	cầm, cặp đôi, màu da tối, màu da tối trung bình, người đàn ông và phụ nữ nắm tay, người đàn ông và phụ nữ nắm tay: màu da tối trung bình và màu da tối, phụ nữ, tay, đàn ông
👩🏿‍🤝‍👨🏻	cầm, cặp đôi, màu da sáng, màu da tối, người đàn ông và phụ nữ nắm tay, người đàn ông và phụ nữ nắm tay: màu da tối và màu da sáng, phụ nữ, tay, đàn ông
👩🏿‍🤝‍👨🏼	cầm, cặp đôi, màu da sáng trung bình, màu da tối, người đàn ông và phụ nữ nắm tay, người đàn ông và phụ nữ nắm tay: màu da tối và màu da sáng trung bình, phụ nữ, tay, đàn ông
👩🏿‍🤝‍👨🏽	cầm, cặp đôi, màu da trung bình, màu da tối, người đàn ông và phụ nữ nắm tay, người đàn ông và phụ nữ nắm tay: màu da tối và màu da trung bình, phụ nữ, tay, đàn ông
👩🏿‍🤝‍👨🏾	cầm, cặp đôi, màu da tối, màu da tối trung bình, người đàn ông và phụ nữ nắm tay, người đàn ông và phụ nữ nắm tay: màu da tối và màu da tối trung bình, phụ nữ, tay, đàn ông
👫🏿	cầm, cặp đôi, màu da tối, người đàn ông và phụ nữ nắm tay, người đàn ông và phụ nữ nắm tay: màu da tối, phụ nữ, tay, đàn ông
👬	cặp song sinh, cặp đôi, hai người đàn ông nắm tay, hai người đàn ông nắm tay nhau, hoàng đạo, người đàn ông, song tử
👬🏻	cặp song sinh, cặp đôi, hai người đàn ông nắm tay, hai người đàn ông nắm tay nhau, hai người đàn ông nắm tay: màu da sáng, hoàng đạo, màu da sáng, người đàn ông, song tử
👨🏼‍🤝‍👨🏻	cặp song sinh, cặp đôi, hai người đàn ông nắm tay, hai người đàn ông nắm tay nhau, hai người đàn ông nắm tay: màu da sáng trung bình và màu da sáng, hoàng đạo, màu da sáng, màu da sáng trung bình, người đàn ông, song tử
👬🏼	cặp song sinh, cặp đôi, hai người đàn ông nắm tay, hai người đàn ông nắm tay nhau, hai người đàn ông nắm tay: màu da sáng trung bình, hoàng đạo, màu da sáng trung bình, người đàn ông, song tử
👨🏽‍🤝‍👨🏻	cặp song sinh, cặp đôi, hai người đàn ông nắm tay, hai người đàn ông nắm tay nhau, hai người đàn ông nắm tay: màu da trung bình và màu da sáng, hoàng đạo, màu da sáng, màu da trung bình, người đàn ông, song tử
👨🏽‍🤝‍👨🏼	cặp song sinh, cặp đôi, hai người đàn ông nắm tay, hai người đàn ông nắm tay nhau, hai người đàn ông nắm tay: màu da trung bình và màu da sáng trung bình, hoàng đạo, màu da sáng trung bình, màu da trung bình, người đàn ông, song tử
👬🏽	cặp song sinh, cặp đôi, hai người đàn ông nắm tay, hai người đàn ông nắm tay nhau, hai người đàn ông nắm tay: màu da trung bình, hoàng đạo, màu da trung bình, người đàn ông, song tử
👨🏾‍🤝‍👨🏻	cặp song sinh, cặp đôi, hai người đàn ông nắm tay, hai người đàn ông nắm tay nhau, hai người đàn ông nắm tay: màu da tối trung bình và màu da sáng, hoàng đạo, màu da sáng, màu da tối trung bình, người đàn ông, song tử
👨🏾‍🤝‍👨🏼	cặp song sinh, cặp đôi, hai người đàn ông nắm tay, hai người đàn ông nắm tay nhau, hai người đàn ông nắm tay: màu da tối trung bình và màu da sáng trung bình, hoàng đạo, màu da sáng trung bình, màu da tối trung bình, người đàn ông, song tử
👨🏾‍🤝‍👨🏽	cặp song sinh, cặp đôi, hai người đàn ông nắm tay, hai người đàn ông nắm tay nhau, hai người đàn ông nắm tay: màu da tối trung bình và màu da trung bình, hoàng đạo, màu da trung bình, màu da tối trung bình, người đàn ông, song tử
👬🏾	cặp song sinh, cặp đôi, hai người đàn ông nắm tay, hai người đàn ông nắm tay nhau, hai người đàn ông nắm tay: màu da tối trung bình, hoàng đạo, màu da tối trung bình, người đàn ông, song tử
👨🏿‍🤝‍👨🏻	cặp song sinh, cặp đôi, hai người đàn ông nắm tay, hai người đàn ông nắm tay nhau, hai người đàn ông nắm tay: màu da tối và màu da sáng, hoàng đạo, màu da sáng, màu da tối, người đàn ông, song tử
👨🏿‍🤝‍👨🏼	cặp song sinh, cặp đôi, hai người đàn ông nắm tay, hai người đàn ông nắm tay nhau, hai người đàn ông nắm tay: màu da tối và màu da sáng trung bình, hoàng đạo, màu da sáng trung bình, màu da tối, người đàn ông, song tử
👨🏿‍🤝‍👨🏽	cặp song sinh, cặp đôi, hai người đàn ông nắm tay, hai người đàn ông nắm tay nhau, hai người đàn ông nắm tay: màu da tối và màu da trung bình, hoàng đạo, màu da trung bình, màu da tối, người đàn ông, song tử
👨🏿‍🤝‍👨🏾	cặp song sinh, cặp đôi, hai người đàn ông nắm tay, hai người đàn ông nắm tay nhau, hai người đàn ông nắm tay: màu da tối và màu da tối trung bình, hoàng đạo, màu da tối, màu da tối trung bình, người đàn ông, song tử
👬🏿	cặp song sinh, cặp đôi, hai người đàn ông nắm tay, hai người đàn ông nắm tay nhau, hai người đàn ông nắm tay: màu da tối, hoàng đạo, màu da tối, người đàn ông, song tử
💏	cặp đôi, nụ hôn
👩‍❤‍💋‍👨	cặp đôi, nụ hôn, nụ hôn: phụ nữ và đàn ông, phụ nữ, đàn ông
👨‍❤‍💋‍👨	cặp đôi, nụ hôn, nụ hôn: đàn ông và đàn ông, đàn ông
👩‍❤‍💋‍👩	cặp đôi, nụ hôn, nụ hôn: phụ nữ và phụ nữ, phụ nữ
💑	cặp đôi, cặp đôi với trái tim, yêu
👩‍❤‍👨	cặp đôi, cặp đôi với trái tim, cặp đôi với trái tim: phụ nữ và đàn ông, phụ nữ, yêu, đàn ông
👨‍❤‍👨	cặp đôi, cặp đôi với trái tim, cặp đôi với trái tim: đàn ông và đàn ông, yêu, đàn ông
👩‍❤‍👩	cặp đôi, cặp đôi với trái tim, cặp đôi với trái tim: phụ nữ và phụ nữ, phụ nữ, yêu
👪️	gia đình
👨‍👩‍👦	con trai, gia đình, gia đình: đàn ông, phụ nữ và con trai, phụ nữ, đàn ông
👨‍👩‍👧	con gái, gia đình, gia đình: đàn ông, phụ nữ và con gái, phụ nữ, đàn ông
👨‍👩‍👧‍👦	con gái, con trai, gia đình, gia đình: đàn ông, phụ nữ, con gái và con trai, phụ nữ, đàn ông
👨‍👩‍👦‍👦	con trai, gia đình, gia đình: đàn ông, phụ nữ, con trai và con trai, phụ nữ, đàn ông
👨‍👩‍👧‍👧	con gái, gia đình, gia đình: đàn ông, phụ nữ, con gái và con gái, phụ nữ, đàn ông
👨‍👨‍👦	con trai, gia đình, gia đình: đàn ông, đàn ông và con trai, đàn ông
👨‍👨‍👧	con gái, gia đình, gia đình: đàn ông, đàn ông và con gái, đàn ông
👨‍👨‍👧‍👦	con gái, con trai, gia đình, gia đình: đàn ông, đàn ông, con gái và con trai, đàn ông
👨‍👨‍👦‍👦	con trai, gia đình, gia đình: đàn ông, đàn ông, con trai và con trai, đàn ông
👨‍👨‍👧‍👧	con gái, gia đình, gia đình: đàn ông, đàn ông, con gái và con gái, đàn ông
👩‍👩‍👦	con trai, gia đình, gia đình: phụ nữ, phụ nữ và con trai, phụ nữ
👩‍👩‍👧	con gái, gia đình, gia đình: phụ nữ, phụ nữ và con gái, phụ nữ
👩‍👩‍👧‍👦	con gái, con trai, gia đình, gia đình: phụ nữ, phụ nữ, con gái và con trai, phụ nữ
👩‍👩‍👦‍👦	con trai, gia đình, gia đình: phụ nữ, phụ nữ, con trai và con trai, phụ nữ
👩‍👩‍👧‍👧	con gái, gia đình, gia đình: phụ nữ, phụ nữ, con gái và con gái, phụ nữ
👨‍👦	con trai, gia đình, gia đình: đàn ông và con trai, đàn ông
👨‍👦‍👦	con trai, gia đình, gia đình: đàn ông, con trai và con trai, đàn ông
👨‍👧	con gái, gia đình, gia đình: đàn ông và con gái, đàn ông
👨‍👧‍👦	con gái, con trai, gia đình, gia đình: đàn ông, con gái và con trai, đàn ông
👨‍👧‍👧	con gái, gia đình, gia đình: đàn ông, con gái và con gái, đàn ông
👩‍👦	con trai, gia đình, gia đình: phụ nữ và con trai, phụ nữ
👩‍👦‍👦	con trai, gia đình, gia đình: phụ nữ, con trai và con trai, phụ nữ
👩‍👧	con gái, gia đình, gia đình: phụ nữ và con gái, phụ nữ
👩‍👧‍👦	con gái, con trai, gia đình, gia đình: phụ nữ, con gái và con trai, phụ nữ
👩‍👧‍👧	con gái, gia đình, gia đình: phụ nữ, con gái và con gái, phụ nữ
🗣️	cái đầu, hình bóng, khuôn mặt, nói, đang nói, đầu người đang nói
👤	bóng, bóng tượng bán thân, tượng bán thân
👥	bóng, các bóng tượng bán thân, tượng bán thân
👣	các dấu chân, dấu chân, in dấu, quần áo
🦰	tóc màu cam đỏ, tóc màu đỏ, tóc đỏ
🦱	quăn, tóc xoăn, xoăn, xù
🦳	bạc, trắng, tóc, tóc trắng, xám
🦲	cạo nhẵn, hóa trị, hói, không có tóc, trụi tóc
🐵	khỉ, mặt, mặt khỉ
🐒	con khỉ, khỉ
🦍	khỉ đột
🦧	vượn người, đười ươi
🐶	cún, mặt, mặt cún, thú cưng
🐕️	chó, thú cưng
🦮	chó dẫn đường, dẫn đường, hỗ trợ, hỗ trợ tiếp cận, khiếm thị, mù
🐕‍🦺	chó, chó hỗ trợ, dịch vụ, hỗ trợ, hỗ trợ tiếp cận, trợ giúp
🐩	chó xù, cún
🐺	chó sói, mặt, mặt chó sói
🦊	cáo, mặt, mặt cáo
🦝	gấu trúc, tinh nghịch, tò mò
🐱	mèo, mặt, mặt mèo, thú cưng
🐈️	mèo, thú cưng
🦁	cung hoàng đạo, cung sư tử, mặt, mặt sư tử, sư tử
🐯	hổ, mặt, mặt hổ
🐅	hổ
🐆	báo hoa mai, con báo
🐴	mặt, mặt ngựa, ngựa
🐎	cưỡi ngựa, ngựa, đua
🦄	kỳ lân, mặt, mặt kỳ lân
🦓	ngựa vằn, sọc
🦌	hươu
🐮	bò cái, mặt, mặt bò
🐂	bò đực, cung hoàng đạo, cung kim ngưu
🐃	nước, trâu nước
🐄	bò cái
🐷	lợn, mặt lợn
🐖	heo nái, lợn
🐗	con heo, lợn rừng
🐽	con heo, khuôn mặt, mũi, mũi lợn
🐏	cung bạch dương, cung hoàng đạo, cừu, cừu đực
🐑	cái, cừu, cừu cái
🐐	cung hoàng đạo, cung ma kết, dê
🐪	con lạc đà, cái bướu, lạc đà
🐫	con lạc đà, cái bướu, lạc đà bactrian, lạc đà hai bướu
🦙	len, lạc đà alpaca, lạc đà guanaco, lạc đà không bướu, lạc đà vicuña
🦒	hươu cao cổ, đốm
🐘	voi
🦏	tê giác
🦛	hà mã
🐭	chuột, mặt, mặt chuột
🐁	chuột
🐀	chuột cống
🐹	chuột hamster, mặt, mặt hamster, thú cưng
🐰	con thỏ, mặt, mặt thỏ, thú cưng, thỏ
🐇	con thỏ, thú cưng, thỏ
🐿️	con sóc, sóc chuột
🦔	có gai, nhím
🦇	dơi, ma cà rồng
🐻	gấu, mặt, mặt gấu
🐨	con gấu, gấu túi
🐼	gấu trúc, mặt, mặt gấu trúc
🦥	chậm, con lười, lười, đủng đỉnh
🦦	bắt cá, nghịch ngợm, rái cá
🦨	chồn hôi Mỹ, mùi hôi
🦘	Australia, chuột túi, chuột túi con, nhảy, thú có túi
🦡	con lửng, lửng mật, quấy rầy
🐾	bàn chân, chân, dấu, dấu chân móng vuốt
🦃	chim, gà tây
🐔	chim, gà
🐓	chim, gà trống
🐣	gà, gà con, gà mới nở, ấp
🐤	chim, gà, gà con
🐥	chim, gà, gà con, mặt trước gà con
🐦️	chim
🐧	chim, chim cánh cụt
🕊️	bay, bồ câu, chim, hòa bình
🦅	chim, đại bàng
🦆	chim, vịt
🦢	chim, thiên nga, thiên nga non, vịt con xấu xí
🦉	chim, cú, khôn ngoan
🦩	hồng hạc, nhiệt đới, rực rỡ
🦚	chim, con công, công mái, phô trương, tự hào
🦜	chim, con vẹt, cướp biển, nói chuyện, vẹt
🐸	mặt, mặt ếch, ếch
🐊	cá sấu
🐢	con rùa, rùa, rùa nước ngọt
🦎	bò sát, thằn lằn
🐍	chòm sao xà phu, cung hoàng đạo, rắn, vật mang
🐲	khuôn mặt, mặt rồng, rồng, truyện cổ tích
🐉	rồng, truyện cổ tích
🦕	khủng long chân thằn lằn, khủng long to ăn cây cối, thằn lằn hai óc, uyển long
🦖	Khủng long bạo chúa, khủng long bạo chúa
🐳	cá voi, cá voi đang phun nước, mặt, phun nước
🐋	cá voi
🐬	chân chèo, cá heo
🐟️	cung hoàng đạo, cung song ngư, cá
🐠	cá, cá nhiệt đới, nhiệt đới
🐡	cá, cá nóc
🦈	cá, cá mập
🐙	bạch tuộc
🐚	vỏ, vỏ xoắn ốc, xoắn ốc
🐌	ốc sên
🦋	bướm, côn trùng, đẹp
🐛	con bọ, côn trùng
🐜	côn trùng, kiến
🐝	con ong, côn trùng, ong mật
🐞	bọ cánh cứng, bọ rùa, con bọ rùa, côn trùng, rùa
🦗	châu chấu, dế
🕷️	côn trùng, nhện
🕸️	mạng nhện, nhện
🦂	bọ cạp, cung bọ cạp, cung hoàng đạo
🦟	bệnh, con muỗi, côn trùng, muỗi, sốt, sốt rét, vi rút
🦠	Amip, vi khuẩn, vi rút, vi trùng
💐	bó, bó hoa, hoa
🌸	hoa, hoa anh đào, thực vật
💮	hoa, hoa trắng
🏵️	nơ hoa hồng, thực vật
🌹	hoa, hoa hồng
🥀	hoa, hoa héo, héo
🌺	hoa, hoa dâm bụt
🌻	hoa, hoa hướng dương, mặt trời
🌼	hoa, thực vật
🌷	hoa, hoa tulip
🌱	cây non, non
🌲	cây, cây thường xanh, thực vật
🌳	cây, cây rụng lá, rơi, rụng lá
🌴	cây, cây cọ
🌵	cây xương rồng, thực vật
🌾	bó lúa, bông lúa, gạo, thực vật
🌿	lá cây, thảo mộc
☘️	cỏ ba lá, thực vật
🍀	4, bốn, cỏ bốn lá, lá cây, thực vật
🍁	lá cây, lá phong, rụng
🍂	lá, lá rụng, rụng, thực vật
🍃	gió, lá cây, lá rung rinh trong gió, rung, thổi
🍇	chùm nho, hoa quả, nho
🍈	dưa, hoa quả
🍉	dưa hấu, hoa quả
🍊	hoa quả, quýt, quả cam
🍋	chanh, hoa quả, thực vật
🍌	chuối, hoa quả
🍍	dứa, hoa quả
🥭	nhiệt đới, trái cây, xoài
🍎	hoa quả, táo, táo đỏ, đỏ
🍏	hoa quả, táo, táo xanh, xanh
🍐	hoa quả, lê
🍑	hoa quả, đào
🍒	anh đào, hoa quả, thực vật
🍓	dâu tây, quả mọng, trái cây
🥝	hoa quả, kiwi, quả kiwi, thức ăn
🍅	cà chua, rau, thực vật
🥥	cây dừa, dừa, pina colada
🥑	hoa quả, quả bơ, thức ăn
🍆	cà tím, rau, thực vật
🥔	khoai tây, thức ăn, thực vật
🥕	cà rốt, thức ăn, thực vật
🌽	bắp, bắp ngô, ngô
🌶️	nóng, quả ớt, ớt
🥒	dưa chua, dưa chuột, thức ăn, thực vật
🥬	cải bắp, cải thìa, cải xoăn, rau diếp, xanh lá
🥦	cải bắp dại, xúp lơ xanh
🧄	gia vị, tỏi
🧅	gia vị, hành
🍄	nấm, thực vật
🥜	quả hạch, rau củ, thức ăn, đậu phộng
🌰	hạt dẻ, thực vật
🍞	bánh mì, ổ bánh mì
🥐	bánh móng ngựa, bánh mỳ, bánh sừng bò, pháp, thức ăn
🥖	bánh mì que, bánh mỳ, pháp, thức ăn
🥨	bánh quy xoắn, xoắn
🥯	bánh mỳ vòng, bánh vòng, phết, tiệm bánh
🥞	bánh kếp, thức ăn
🧇	bánh quế, cứng cỏi, thiếu quyết đoán
🧀	miếng pho mát, phô mai
🍖	thịt, thịt bám xương, xương
🍗	chân, gia cầm, gà, xương, đùi gia cầm
🥩	bít tết, sườn, sườn cừu, sườn lợn, tảng thịt
🥓	thịt, thịt xông khói, thức ăn
🍔	bánh hamburger, bánh kẹp
🍟	khoai tây chiên, kiểu pháp
🍕	bánh pizza, lát, phô mai
🌭	bánh mì xúc xích, xúc xích
🥪	bánh mỳ, bánh mỳ kẹp
🌮	bánh mexico, bánh taco
🌯	bánh burrito, bánh mexico
🥙	bánh mì kẹp thịt, bánh mỳ gyro, bánh quy bột khô, nhồi, thịt nướng, viên bột đậu rán
🧆	bánh rán nhân gà, thịt viên, đậu gà
🥚	thức ăn, trứng
🍳	chiên, cái chảo, nấu ăn, trứng
🥘	chảo, chảo thức ăn nông, nông, nồi đất, paella, thức ăn
🍲	hầm, nồi, nồi thức ăn
🥣	bát và thìa, bữa sáng, ngũ cốc
🥗	salad, salad rau xanh, thức ăn, xanh
🍿	bỏng ngô
🧈	bơ, bơ sữa
🧂	bình lắc, gia vị, muối
🥫	hộp, thực phẩm đóng hộp
🍱	cơm bento, hộp, hộp cơm bento
🍘	bánh gạo, bánh quy giòn, gạo
🍙	cơm, cơm nắm, nhật bản
🍚	cơm, gạo, nấu chín
🍛	cà ri, cơm, cơm cà ri
🍜	bát, bát mì, hấp, mì dẹt, mì ramen
🍝	mì ống, spaghetti
🍠	khoai, khoai lang nướng, ngọt, nướng
🍢	hải sản, kẹp, món oden, que, xiên
🍣	sushi
🍤	chiên, món sốt cá cua tôm, tôm, tôm chiên, tôm hùm
🍥	bánh, bánh cá có hình xoắn, bánh ngọt, cá, xoáy
🥮	bánh trung thu, lễ hội, mùa thu
🍡	bánh trôi Nhật Bản, món kiểu nhật bản, món tráng miệng, ngọt, que
🥟	bánh bao, sủi cảo
🥠	bánh quy may mắn, tiên tri
🥡	hộp đựng đồ ăn Trung Quốc, hộp đựng đồ ăn mang đi
🦀	cua, cung cự giải, cung hoàng đạo
🦞	càng, hải sản, tôm hùm, xúp tôm cua
🦐	nhỏ, thức ăn, tôm, tôm cua
🦑	mực ống, thân mềm, thức ăn
🦪	hàu, lặn, ngọc trai
🍦	cái kem, kem, kem mềm, món tráng miệng, mềm, ngọt
🍧	bào, kem, món tráng miệng, ngọt, đá bào
🍨	kem, món tráng miệng, ngọt
🍩	bánh rán vòng, món tráng miệng, ngọt
🍪	bánh quy, món tráng miệng, ngọt
🎂	bánh, bánh sinh nhật, lễ kỷ niệm, món tráng miệng, ngọt, sinh nhật
🍰	bánh, bánh ngọt, miếng, món tráng miệng, ngọt
🧁	bánh nướng nhỏ, ngọt, tiệm bánh
🥧	bánh ngọt, bánh nướng, bột nhồi
🍫	món tráng miệng, ngọt, sô cô la, thanh, thanh sô cô la
🍬	kẹo, món tráng miệng, ngọt
🍭	kẹo, kẹo mút, món tráng miệng, ngọt
🍮	bánh, bánh trứng, món tráng miệng, ngọt
🍯	hũ, hũ mật ong, mật ong, ngọt
🍼	bình, bình sữa trẻ em, em bé, sữa, uống
🥛	cốc, cốc sữa, sữa, đồ uống
☕️	chưng, cà phê, nóng, trà, uống, đồ uống, đồ uống nóng
🍵	cốc, trà, tách trà, tách trà không có quai, uống, đồ uống
🍶	chai, cốc, quán ba, rượu sake, uống, đồ uống
🍾	bật ra, chai, chai rượu với nút gỗ bật ra, nút gỗ, quán bar, đồ uống
🍷	ly, ly rượu vang, quán ba, rượu, uống, đồ uống
🍸️	cocktail, ly, ly cocktail, quán bar, đồ uống
🍹	nhiệt đới, quán bar, đồ uống, đồ uống nhiệt đới
🍺	bia, cốc, cốc bia, quán bar, đồ uống
🍻	bia, chạm cốc, chạm cốc bia, nước giải khát, quán ba, đồ uống
🥂	chúc mừng, chạm cốc, cốc, tiếng keng, đồ uống
🥃	cốc, cốc vại, ly đáy phẳng, ngụm, rượu, rượu whisky
🥤	cốc và ống hút, nước ép, soda
🧃	hộp nước trái cây, hộp đồ uống
🧉	nước uống, trà nhựa ruồi, uống, đồ uống
🧊	băng, lạnh, viên đá, đá
🥢	đũa, đũa Nhật
🍽️	dao, dĩa và dao với đĩa, nĩa, nấu nướng, đĩa
🍴	dao, dĩa, dĩa và dao, nấu nướng
🥄	bộ đồ ăn, thìa
🔪	dao, dao làm bếp, dụng cụ, hocho, nấu nướng, vũ khí
🏺	Bảo Bình, bình, hoàng đạo, nấu ăn, uống, vò hai quai
🌍	Châu Phi, Châu Âu, thế giới, trái đất, địa cầu, địa cầu hiển thị Châu Âu-Châu Phi
🌎️	Châu Mỹ, thế giới, trái đất, địa cầu, địa cầu hiển thị Châu Mỹ
🌏	Châu Á, Châu Úc, thế giới, trái đất, địa cầu, địa cầu hiển thị Châu Á-Châu Úc
🌐	kinh tuyến, quả địa cầu, thế giới, trái đất, địa cầu với kinh tuyến
🗺️	bản đồ, bản đồ thế giới, thế giới
🗾	bản đồ, bản đồ Nhật Bản, nhật bản
🧭	la bàn, từ tính, điều hướng, định hướng
🏔️	lạnh, núi, tuyết, đỉnh núi phủ tuyết
⛰️	núi
🌋	núi, núi lửa, phun trào
🗻	Phú Sĩ, núi, núi Phú Sĩ
🏕️	cắm trại
🏖️	bãi biển, bãi biển với chiếc ô, ô
🏜️	sa mạc
🏝️	hoang, đảo, đảo hoang
🏞️	công viên, công viên quốc gia
🏟️	sân vận động
🏛️	cổ điển, tòa nhà cổ điển
🏗️	công trường xây dựng, xây dựng
🧱	gạch, tường, vữa, đất sét
🏘️	những ngôi nhà
🏚️	bỏ hoang, ngôi nhà, ngôi nhà bỏ hoang
🏠️	ngôi nhà, nhà
🏡	ngôi nhà, nhà, nhà có vườn, vườn
🏢	tòa nhà, tòa nhà văn phòng
🏣	bưu điện, bưu điện Nhật Bản, kiểu Nhật
🏤	bưu điện, kiểu Châu Âu
🏥	bác sĩ, bệnh viện, thuốc
🏦	ngân hàng, tòa nhà
🏨	khách sạn, tòa nhà
🏩	khách sạn, khách sạn tình yêu, tình yêu
🏪	cửa hàng, cửa hàng tiện dụng, tiện lợi
🏫	trường học, tòa nhà
🏬	cửa hàng, cửa hàng bách hóa
🏭️	nhà máy, tòa nhà
🏯	kiểu Nhật, lâu đài, lâu đài Nhật Bản
🏰	kiểu Châu Âu, lâu đài
💒	lãng mạn, nhà thờ nhỏ, đám cưới
🗼	Tokyo, tháp, tháp Tokyo
🗽	Tượng nữ thần Tự do, bức tượng, tự do
⛪️	chữ thập, nhà thờ, tôn giáo, đạo cơ đốc
🕌	hồi giáo, nhà thờ hồi giáo, thuộc hồi giáo, tôn giáo
🛕	hin đu, hin-đu, hindu, đền, đền hindu
🕍	chùa, do thái, giáo đường Do thái, người do thái, tôn giáo
⛩️	tôn giáo, đền thờ, đền thờ Nhật Bản
🕋	hồi giáo, kaaba, thuộc hồi giáo, tôn giáo
⛲️	đài phun nước
⛺️	cắm trại, lều
🌁	có sương, thời tiết
🌃	sao, đêm, đêm có sao
🏙️	khung cảnh thành phố, thành phố
🌄	buổi sáng, bình minh, bình minh trên núi, mặt trời, núi
🌅	buổi sáng, bình minh, mặt trời
🌆	buổi tối, hoàng hôn, khung cảnh thành phố lúc chạng vạng, mặt trời lặn, phong cảnh, thành phố
🌇	chạng vạng, hoàng hôn, mặt trời
🌉	cây cầu về đêm, cầu, đêm
♨️	hơi nước, nóng, suối, suối nước nóng
🎠	ngựa, ngựa đu quay, đu quay ngựa
🎡	bánh xe, công viên giải trí, vòng đu quay, đu quay
🎢	con lăn, công viên giải trí, tàu lao dốc, tàu lượn siêu tốc
💈	biển hiệu của thợ cắt tóc, cắt tóc, cột, thợ cắt tóc
🎪	lều, lều rạp xiếc, rạp xiếc
🚂	hơi nước, tàu hỏa, đường sắt, đầu máy xe lửa, động cơ
🚃	toa tàu, tàu hỏa, tàu điện, xe hơi, điện, đường sắt
🚄	tàu cao tốc, tàu cao tốc Nhật Bản, tàu hỏa, tốc độ, đường sắt
🚅	tàu cao tốc Nhật Bản, tàu hỏa, tàu viên đạn, tốc độ, viên đạn, đường sắt
🚆	tàu hỏa, đường sắt
🚇️	tàu điện ngầm, xe cộ
🚈	tàu điện nhẹ, xe cộ, đường sắt
🚉	ga tàu, tàu hỏa, đường sắt
🚊	xe điện, ô tô điện
🚝	xe cộ, đường một ray
🚞	núi, toa xe, đường ray leo núi, đường sắt
🚋	toa xe, tàu điện, xe điện, ô tô điện
🚌	xe buýt, xe cộ
🚍️	xe buýt, xe buýt đang tới, đang tới
🚎	xe buýt, xe goòng, xe điện, ô tô điện
