😀	лицо, радость, счастье, улыбка, широкая улыбка, широко улыбается
👩🏾‍🤝‍👩🏻	две женщины, две женщины: темный тон кожи очень светлый тон кожи, женщины, очень светлый тон кожи, пара, руки, сестры, темный тон кожи
👩🏾‍🤝‍👩🏼	две женщины, две женщины: темный тон кожи светлый тон кожи, женщины, пара, руки, светлый тон кожи, сестры, темный тон кожи
👩🏾‍🤝‍👩🏽	две женщины, две женщины: темный тон кожи средний тон кожи, женщины, пара, руки, сестры, средний тон кожи, темный тон кожи
👭🏾	две женщины, две женщины: темный тон кожи, женщины, пара, руки, сестры, темный тон кожи
👩🏿‍🤝‍👩🏻	две женщины, две женщины: очень темный тон кожи очень светлый тон кожи, женщины, очень светлый тон кожи, очень темный тон кожи, пара, руки, сестры
👩🏿‍🤝‍👩🏼	две женщины, две женщины: очень темный тон кожи светлый тон кожи, женщины, очень темный тон кожи, пара, руки, светлый тон кожи, сестры
👩🏿‍🤝‍👩🏽	две женщины, две женщины: очень темный тон кожи средний тон кожи, женщины, очень темный тон кожи, пара, руки, сестры, средний тон кожи
👩🏿‍🤝‍👩🏾	две женщины, две женщины: очень темный тон кожи темный тон кожи, женщины, очень темный тон кожи, пара, руки, сестры, темный тон кожи
👭🏿	две женщины, две женщины: очень темный тон кожи, женщины, очень темный тон кожи, пара, руки, сестры
👫	женщина, мужчина, мужчина и женщина, пара, руки
👫🏻	женщина, мужчина, мужчина и женщина, мужчина и женщина: очень светлый тон кожи, очень светлый тон кожи, пара, руки
👩🏻‍🤝‍👨🏼	женщина, мужчина, мужчина и женщина, мужчина и женщина: очень светлый тон кожи светлый тон кожи, очень светлый тон кожи, пара, руки, светлый тон кожи
👩🏻‍🤝‍👨🏽	женщина, мужчина, мужчина и женщина, мужчина и женщина: очень светлый тон кожи средний тон кожи, очень светлый тон кожи, пара, руки, средний тон кожи
👩🏻‍🤝‍👨🏾	женщина, мужчина, мужчина и женщина, мужчина и женщина: очень светлый тон кожи темный тон кожи, очень светлый тон кожи, пара, руки, темный тон кожи
👩🏻‍🤝‍👨🏿	женщина, мужчина, мужчина и женщина, мужчина и женщина: очень светлый тон кожи очень темный тон кожи, очень светлый тон кожи, очень темный тон кожи, пара, руки
👩🏼‍🤝‍👨🏻	женщина, мужчина, мужчина и женщина, мужчина и женщина: светлый тон кожи очень светлый тон кожи, очень светлый тон кожи, пара, руки, светлый тон кожи
👫🏼	женщина, мужчина, мужчина и женщина, мужчина и женщина: светлый тон кожи, пара, руки, светлый тон кожи
👩🏼‍🤝‍👨🏽	женщина, мужчина, мужчина и женщина, мужчина и женщина: светлый тон кожи средний тон кожи, пара, руки, светлый тон кожи, средний тон кожи
👩🏼‍🤝‍👨🏾	женщина, мужчина, мужчина и женщина, мужчина и женщина: светлый тон кожи темный тон кожи, пара, руки, светлый тон кожи, темный тон кожи
👩🏼‍🤝‍👨🏿	женщина, мужчина, мужчина и женщина, мужчина и женщина: светлый тон кожи очень темный тон кожи, очень темный тон кожи, пара, руки, светлый тон кожи
👩🏽‍🤝‍👨🏻	женщина, мужчина, мужчина и женщина, мужчина и женщина: средний тон кожи очень светлый тон кожи, очень светлый тон кожи, пара, руки, средний тон кожи
👩🏽‍🤝‍👨🏼	женщина, мужчина, мужчина и женщина, мужчина и женщина: средний тон кожи светлый тон кожи, пара, руки, светлый тон кожи, средний тон кожи
👫🏽	женщина, мужчина, мужчина и женщина, мужчина и женщина: средний тон кожи, пара, руки, средний тон кожи
👩🏽‍🤝‍👨🏾	женщина, мужчина, мужчина и женщина, мужчина и женщина: средний тон кожи темный тон кожи, пара, руки, средний тон кожи, темный тон кожи
👩🏽‍🤝‍👨🏿	женщина, мужчина, мужчина и женщина, мужчина и женщина: средний тон кожи очень темный тон кожи, очень темный тон кожи, пара, руки, средний тон кожи
👩🏾‍🤝‍👨🏻	женщина, мужчина, мужчина и женщина, мужчина и женщина: темный тон кожи очень светлый тон кожи, очень светлый тон кожи, пара, руки, темный тон кожи
👩🏾‍🤝‍👨🏼	женщина, мужчина, мужчина и женщина, мужчина и женщина: темный тон кожи светлый тон кожи, пара, руки, светлый тон кожи, темный тон кожи
👩🏾‍🤝‍👨🏽	женщина, мужчина, мужчина и женщина, мужчина и женщина: темный тон кожи средний тон кожи, пара, руки, средний тон кожи, темный тон кожи
👫🏾	женщина, мужчина, мужчина и женщина, мужчина и женщина: темный тон кожи, пара, руки, темный тон кожи
👩🏾‍🤝‍👨🏿	женщина, мужчина, мужчина и женщина, мужчина и женщина: темный тон кожи очень темный тон кожи, очень темный тон кожи, пара, руки, темный тон кожи
👩🏿‍🤝‍👨🏻	женщина, мужчина, мужчина и женщина, мужчина и женщина: очень темный тон кожи очень светлый тон кожи, очень светлый тон кожи, очень темный тон кожи, пара, руки
👩🏿‍🤝‍👨🏼	женщина, мужчина, мужчина и женщина, мужчина и женщина: очень темный тон кожи светлый тон кожи, очень темный тон кожи, пара, руки, светлый тон кожи
👩🏿‍🤝‍👨🏽	женщина, мужчина, мужчина и женщина, мужчина и женщина: очень темный тон кожи средний тон кожи, очень темный тон кожи, пара, руки, средний тон кожи
👩🏿‍🤝‍👨🏾	женщина, мужчина, мужчина и женщина, мужчина и женщина: очень темный тон кожи темный тон кожи, очень темный тон кожи, пара, руки, темный тон кожи
👫🏿	женщина, мужчина, мужчина и женщина, мужчина и женщина: очень темный тон кожи, очень темный тон кожи, пара, руки
👬	близнецы, братья, двое мужчин, двойняшки, мужчины, пара
👬🏻	близнецы, братья, двое мужчин, двое мужчин: очень светлый тон кожи, двойняшки, мужчины, очень светлый тон кожи, пара
👨🏼‍🤝‍👨🏻	близнецы, братья, двое мужчин, двое мужчин: светлый тон кожи очень светлый тон кожи, двойняшки, мужчины, очень светлый тон кожи, пара, светлый тон кожи
👬🏼	близнецы, братья, двое мужчин, двое мужчин: светлый тон кожи, двойняшки, мужчины, пара, светлый тон кожи
👨🏽‍🤝‍👨🏻	близнецы, братья, двое мужчин, двое мужчин: средний тон кожи очень светлый тон кожи, двойняшки, мужчины, очень светлый тон кожи, пара, средний тон кожи
👨🏽‍🤝‍👨🏼	близнецы, братья, двое мужчин, двое мужчин: средний тон кожи светлый тон кожи, двойняшки, мужчины, пара, светлый тон кожи, средний тон кожи
👬🏽	близнецы, братья, двое мужчин, двое мужчин: средний тон кожи, двойняшки, мужчины, пара, средний тон кожи
👨🏾‍🤝‍👨🏻	близнецы, братья, двое мужчин, двое мужчин: темный тон кожи очень светлый тон кожи, двойняшки, мужчины, очень светлый тон кожи, пара, темный тон кожи
👨🏾‍🤝‍👨🏼	близнецы, братья, двое мужчин, двое мужчин: темный тон кожи светлый тон кожи, двойняшки, мужчины, пара, светлый тон кожи, темный тон кожи
👨🏾‍🤝‍👨🏽	близнецы, братья, двое мужчин, двое мужчин: темный тон кожи средний тон кожи, двойняшки, мужчины, пара, средний тон кожи, темный тон кожи
👬🏾	близнецы, братья, двое мужчин, двое мужчин: темный тон кожи, двойняшки, мужчины, пара, темный тон кожи
👨🏿‍🤝‍👨🏻	близнецы, братья, двое мужчин, двое мужчин: очень темный тон кожи очень светлый тон кожи, двойняшки, мужчины, очень светлый тон кожи, очень темный тон кожи, пара
👨🏿‍🤝‍👨🏼	близнецы, братья, двое мужчин, двое мужчин: очень темный тон кожи светлый тон кожи, двойняшки, мужчины, очень темный тон кожи, пара, светлый тон кожи
👨🏿‍🤝‍👨🏽	близнецы, братья, двое мужчин, двое мужчин: очень темный тон кожи средний тон кожи, двойняшки, мужчины, очень темный тон кожи, пара, средний тон кожи
👨🏿‍🤝‍👨🏾	близнецы, братья, двое мужчин, двое мужчин: очень темный тон кожи темный тон кожи, двойняшки, мужчины, очень темный тон кожи, пара, темный тон кожи
👬🏿	близнецы, братья, двое мужчин, двое мужчин: очень темный тон кожи, двойняшки, мужчины, очень темный тон кожи, пара
💏	любовь, пара, поцелуй, романтика, чувства
👩‍❤‍💋‍👨	женщина, любовь, мужчина, пара, поцелуй, поцелуй: женщина мужчина, романтика, чувства
👨‍❤‍💋‍👨	любовь, мужчина, пара, поцелуй, поцелуй: мужчина мужчина, романтика, чувства
👩‍❤‍💋‍👩	женщина, любовь, пара, поцелуй, поцелуй: женщина женщина, романтика, чувства
💑	влюбленная пара, любовь, люди, пара, сердце, чувства
👩‍❤‍👨	влюбленная пара, влюбленная пара: женщина мужчина, женщина, любовь, люди, мужчина, пара, сердце, чувства
👨‍❤‍👨	влюбленная пара, влюбленная пара: мужчина мужчина, любовь, люди, мужчина, пара, сердце, чувства
👩‍❤‍👩	влюбленная пара, влюбленная пара: женщина женщина, женщина, любовь, люди, пара, сердце, чувства
👪️	мать, отец, пара, ребенок, семья
👨‍👩‍👦	женщина, мальчик, мать, мужчина, отец, пара, ребенок, семья, семья: мужчина женщина мальчик
👨‍👩‍👧	девочка, женщина, мать, мужчина, отец, пара, ребенок, семья, семья: мужчина женщина девочка
👨‍👩‍👧‍👦	девочка, женщина, мальчик, мать, мужчина, отец, пара, ребенок, семья, семья: мужчина женщина девочка мальчик
👨‍👩‍👦‍👦	женщина, мальчик, мать, мужчина, отец, пара, ребенок, семья, семья: мужчина женщина мальчик мальчик
👨‍👩‍👧‍👧	девочка, женщина, мать, мужчина, отец, пара, ребенок, семья, семья: мужчина женщина девочка девочка
👨‍👨‍👦	мальчик, мать, мужчина, отец, пара, ребенок, семья, семья: мужчина мужчина мальчик
👨‍👨‍👧	девочка, мать, мужчина, отец, пара, ребенок, семья, семья: мужчина мужчина девочка
👨‍👨‍👧‍👦	девочка, мальчик, мать, мужчина, отец, пара, ребенок, семья, семья: мужчина мужчина девочка мальчик
👨‍👨‍👦‍👦	мальчик, мать, мужчина, отец, пара, ребенок, семья, семья: мужчина мужчина мальчик мальчик
👨‍👨‍👧‍👧	девочка, мать, мужчина, отец, пара, ребенок, семья, семья: мужчина мужчина девочка девочка
👩‍👩‍👦	женщина, мальчик, мать, отец, пара, ребенок, семья, семья: женщина женщина мальчик
👩‍👩‍👧	девочка, женщина, мать, отец, пара, ребенок, семья, семья: женщина женщина девочка
👩‍👩‍👧‍👦	девочка, женщина, мальчик, мать, отец, пара, ребенок, семья, семья: женщина женщина девочка мальчик
👩‍👩‍👦‍👦	женщина, мальчик, мать, отец, пара, ребенок, семья, семья: женщина женщина мальчик мальчик
👩‍👩‍👧‍👧	девочка, женщина, мать, отец, пара, ребенок, семья, семья: женщина женщина девочка девочка
👨‍👦	мальчик, мать, мужчина, отец, пара, ребенок, семья, семья: мужчина мальчик
👨‍👦‍👦	мальчик, мать, мужчина, отец, пара, ребенок, семья, семья: мужчина мальчик мальчик
👨‍👧	девочка, мать, мужчина, отец, пара, ребенок, семья, семья: мужчина девочка
👨‍👧‍👦	девочка, мальчик, мать, мужчина, отец, пара, ребенок, семья, семья: мужчина девочка мальчик
👨‍👧‍👧	девочка, мать, мужчина, отец, пара, ребенок, семья, семья: мужчина девочка девочка
👩‍👦	женщина, мальчик, мать, отец, пара, ребенок, семья, семья: женщина мальчик
👩‍👦‍👦	женщина, мальчик, мать, отец, пара, ребенок, семья, семья: женщина мальчик мальчик
👩‍👧	девочка, женщина, мать, отец, пара, ребенок, семья, семья: женщина девочка
👩‍👧‍👦	девочка, женщина, мальчик, мать, отец, пара, ребенок, семья, семья: женщина девочка мальчик
👩‍👧‍👧	девочка, женщина, мать, отец, пара, ребенок, семья, семья: женщина девочка девочка
🗣️	говорящая голова, голова, речь, силуэт
👤	бюст, лицо, силуэт, силуэт человека, темный, человек
👥	бюст, два силуэта, двое, лицо, люди, силуэт, темный
👣	нога, подошва, рельеф, след, следы, человек
🦰	красный, медный, рыжая, рыжие волосы, рыжий
🦱	афро, кудри, кудрявые волосы, кудрявый, химическая завивка, химия
🦳	волосы, пожилой, седина, седой, седые волосы, старый
🦲	без волос, бритый, лысый, химиотерапия
🐵	животное, морда, морда обезьяны, обезьяна
🐒	животное, обезьяна
🦍	горилла, животное, обезьяна
🦧	обезьяна, орангутан, орангутанг, примат, человекоподобная, человекоподобный
🐶	животное, морда, морда собаки, собака
🐕️	домашнее животное, животное, собака, щенок
🦮	инвалид, поводырь, помощь, слепой, собака, собака-поводырь
🐕‍🦺	инвалид, поиск, поисковая, помощь, служебная собака, собака
🐩	домашнее животное, животное, порода, пудель, собака
🐺	волк, животное, морда, морда волка
🦊	животное, лис, лиса, лисица, морда, морда лисицы
🦝	енот, животное, морда, морда енота, полоскун
🐱	домашнее животное, животное, кот, кошка, морда, морда кошки
🐈️	домашнее животное, животное, кот, кошка
🦁	грива, знак зодиака, лев, морда, морда льва
🐯	животное, зверь, морда, морда тигра, тигр
🐅	животное, зверь, тигр
🐆	животное, зверь, леопард
🐴	конь, лошадь, морда, морда лошади
🐎	животное, конь, лошадь, скаковая, скакун, скачки
🦄	голова единорога, единорог, животное, рог, фэнтези
🦓	зебра, зебры, полосатая, полоски, черно-белая
🦌	животное, зверь, олень, рога
🐮	животное, корова, морда, морда коровы
🐂	бык, гороскоп, животное, знак зодиака, зодиак, телец
🐃	буйвол, животное, зверь, рога
🐄	вымя, животное, корова, рога
🐷	животное, морда, морда свиньи, свинья
🐖	животное, свинья, хрюшка
🐗	голова, дикий, животное, кабан
🐽	пятачок, свиной пятачок, свинья
🐏	баран, животное, знак зодиака, зодиак, овен
🐑	баран, животное, овца
🐐	животное, знак зодиака, зодиак, коза, козел, козерог
🐪	верблюд, горб, дромадер, один, одногорбый верблюд, пустыня
🐫	бактриан, верблюд, горб, двугорбый верблюд, один, пустыня
🦙	гуанако, животное, копытное, лама
🦒	длинная шея, животное, жираф, пятна, пятнистый, шея
🐘	животное, слон, хобот
🦏	животное, носорог, рог
🦛	бегемот, гиппопотам, животное
🐭	грызун, морда, морда мыши, мышка, мышь
🐁	грызун, мышка, мышонок, мышь
🐀	грызун, крыса
🐹	домашнее животное, животное, морда, морда хомяка, хомяк
🐰	домашнее животное, животное, кролик, морда, морда кролика
🐇	белый, домашнее животное, животное, кролик
🐿️	бурундук, животное
🦔	еж, ежик, животное, иголка, иголки, колючий, колючки
🦇	вампир, животное, летучая, летучая мышь, мышь
🐻	бурый, животное, медведь, морда, морда медведя
🐨	австралия, животное, коала, медведь, морда, морда коалы, эвкалипт
🐼	животное, медведь, морда, морда панды, панда
🦥	животное, ленивец, лень, медленно, спать
🦦	вода, выдра, животное, играть, ловить
🦨	вонь, вонючка, вонять, скунс, фу
🦘	австралия, кенгуру, сумчатое
🦡	барсук, животное, носуха
🐾	животное, лапы, отпечатки, следы, следы животного
🦃	индейка, индюк, крылья, птица
🐔	голова, курица, птица, цыпленок
🐓	гребешок, петух, петушок, птица
🐣	вылупился, желтый, цыпленок, цыпленок в яйце, яйцо
🐤	голова, маленький, цыпленок, цыпленок боком
🐥	крылья, курица, маленький, цыпленок
🐦️	голова, птица
🐧	голова, пингвин
🕊️	белый, голубь, мир, полет
🦅	орел, птица
🦆	птица, селезень, утка
🦢	белый лебедь, водоплавающее, гадкий утенок, лебедь, птица
🦉	мудрость, птица, сова, филин
🦩	птица, розовый, тропики, тропическая, тропический, фламинго
🦚	веер, павлин, перья, птица, хвост
🦜	ара, пират, попугай, птица-говорун
🐸	голова, голова лягушки, жаба, зеленая, лягушка, морда
🐊	аллигатор, зеленый, крокодил
🐢	зеленая, черепаха
🦎	зеленая, рептилия, ящерица
🐍	гадюка, змееносец, змея, знак, зодиак, опасность, яд
🐲	голова дракона, дракон, морда, сказка, фентези, фэнтези
🐉	голова, дракон, сказка, фентези, фэнтези
🦕	брахиозавр, бронтозавр, динозавр, диплодок, зауропод
🦖	Ти-Рекс, динозавр, рекс, тираннозавр
🐳	брызги, вода, кит, кит с фонтанчиком
🐋	кит, океан
🐬	вода, дельфин, море, океан
🐟️	знак зодиака, зодиак, рыба, рыбы
🐠	рыба, тропики, тропическая рыба, экзотическая
🐡	еж, иголки, рыба, рыба-еж
🦈	акула, рыба
🐙	осьминог, щупальца
🐚	раковина, ракушка, спираль
🐌	раковина, улитка
🦋	бабочка, красота, мотылек, насекомое
🐛	гусеница, насекомое
🐜	муравей, насекомое
🐝	желто-черная, насекомое, пчела
🐞	божья, божья коровка, жук, коровка, красная, насекомое, солнышко
🦗	кузнечик, насекомое, сверчок
🕷️	насекомое, паук
🕸️	паук, паутина, сеть
🦂	знак зодиака, зодиак, скорпион
🦟	вирус, комар, лихорадка, малярия, москит
🦠	амеба, бактерия, вирус, микроб
💐	букет, любовь, цветы
🌸	сакура, цветок, цветок вишни
💮	белый, белый цветок, цветок
🏵️	растение, розетка
🌹	бутон, красная, роза, цветок
🥀	увядший, увядший цветок, цветок
🌺	гибискус, китайская роза, цветок
🌻	подсолнух, солнце, цветок
🌼	растение, цветок
🌷	тюльпан, цветок
🌱	молодое растение, молодой, новое растение, новый, растение, росток
🌲	вечнозеленое дерево, дерево, елка, ель
🌳	дерево, зеленое, растение
🌴	дерево, пальма
🌵	зеленое, кактус, колючки, растение
🌾	зерно, колос, рис
🌿	веточка, трава
☘️	Ирландия, клевер, растение, трилистник
🍀	клевер, удача, четыре, четырехлистный клевер
🍁	клен, кленовый лист, красный, лист, осень
🍂	листья, осень, падающие листья
🍃	ветер, листья, листья на ветру
🍇	виноград, виноградина, сок, фрукт
🍈	дыня, растение, фрукт, ягода
🍉	арбуз, растение, фрукт, ягода
🍊	апельсин, клементин, мандарин, фрукт, цитрус, цитрусовый
🍋	лимон, фрукт, цитрус, цитрусовый
🍌	банан, фрукт
🍍	ананас, фрукт
🥭	манго, тропики, тропический фрукт, фрукт
🍎	красное, красное яблоко, фрукт, яблоко
🍏	зеленое, зеленое яблоко, фрукт, яблоко
🍐	груша, фрукт
🍑	нектарин, персик, фрукт
🍒	вишни, вишня, фрукт, черешни, черешня
🍓	земляника, клубника, ягода
🥝	еда, киви, фрукт
🍅	овощ, помидор, томат, ягода
🥥	кокос, кокосы, орех, пальма, пина колада
🥑	авокадо, еда, фрукт
🍆	баклажан, овощ, синенькие, синенький
🥔	еда, картофель, овощ
🥕	еда, морковка, морковь, овощ
🌽	кукуруза, кукурузный початок, початок
🌶️	красный, острый, острый перец, перец, растение
🥒	еда, овощ, огурец, соленье
🥬	ботва, зеленый салат, капуста, латук, листья салата
🥦	брокколи, капуста
🧄	вкус, головка, запах, приправа, специя, чеснок, чесночный
🧅	головка, лук, луковица, луковый, плакать, репчатый
🍄	гриб, мухомор, несъедобный, поганка, растение, ядовитый
🥜	арахис, еда, овощ, орех
🌰	каштан, растение
🍞	батон, буханка, хлеб
🥐	еда, круассан, рогалик, французский, хлеб
🥖	багет, еда, французский, хлеб
🥨	брецель, закрученный, крендель
🥯	баранка, бейгель, бейгл, бублик
🥞	блинчики, блины, еда, оладьи
🧇	вафельный, вафли, вафля, десерт
🧀	дырки, желтый, кусок, сыр
🍖	кость, мясо, мясо на косточке
🍗	кость, куриная ножка, курица, нога, окорочок, птица
🥩	кусок, кусок мяса, мясо, отбивная, стейк
🥓	бекон, еда, мясо
🍔	бургер, бутерброд, гамбургер, сэндвич, фастфуд
🍟	картофель, картофель фри, картошка, фастфуд, фри
🍕	кусок, кусок пиццы, пицца, сыр
🌭	сосиска, тесто, хот-дог
🥪	бутерброд, сэндвич, хлеб
🌮	кухня, мексика, мексиканская кухня, тако
🌯	буррито, бурритос, кухня, мексика, мексиканская кухня
🥙	еда, кебаб, лаваш, пита, фалафель, шаверма, шаурма
🧆	бобовый, бобы, горох, гороховый, нут, фалафель, шарик
🥚	еда, яйцо
🍳	глазунья, желток, сковорода, яичница, яичница на сковороде, яйцо
🥘	еда, паэлья, рагу, рагу в сковороде, сковорода
🍲	горячая еда, горячее, кастрюля, кастрюля с горячей едой, тарелка с горячей едой
🥣	гранола, завтрак, миска с ложкой, мюсли, овсяные хлопья
🥗	еда, овощи, овощной салат, салат
🍿	кукуруза, попкорн, стакан
🧈	масленка, масло, масляный, молокопродукты, молочный, сливки, сливочное
🧂	морская соль, солонка, соль
🥫	банка, жестянка, консервная банка, консервы
🍱	бенто, бэнто
🍘	крекер, рис, рисовый крекер
🍙	онигири, рис, шарик, япония
🍚	вареный, миска, плошка, рис, тарелка, чашка
🍛	карри, рис, рис с карри
🍜	лапша, миска, пар, чашка
🍝	вермишель, макароны, паста, спагетти
🍠	батат, картошка, печеный сладкий картофель, сладкий картофель
🍢	закуска, на палочке, одэн, шашлык
🍣	кухня, суши, япония
🍤	жареная креветка, креветки, темпура
🍥	камабоко, начинка, рыба, сурими
🥮	лунный пирог, лунный пряник, осень, фестиваль, юэбин
🍡	данго, десерт, на палочке, сладости, сладость, японский
🥟	вареник, клецки, манты, пельмени, хинкали
🥠	гадание, оракул, печенье, печенье с предсказанием, предсказание
🥡	коробка для еды на вынос, на вынос, с собой
🦀	знак зодиака, зодиак, краб, рак
🦞	клешни, лангуст, лобстер, морепродукты, омар
🦐	еда, креветка, маленькая, морепродукты
🦑	еда, кальмар, моллюск
🦪	жемчуг, жемчужина, раковина, ракушка, устрица, устричный
🍦	вафельный стаканчик, вафля, мороженое, мороженое в стаканчике, мягкое мороженое
🍧	десерт, креманка, мороженое, мороженое в креманке, строганый лед
🍨	десерт, мороженое, сладкое, холодное
🍩	глазурь, пирожок, пончик, сладкое
🍪	выпечка, печенье, сладкое
🎂	выпечка, день рождения, пирог, свечки, сладкое, торт, торт ко дню рождения
🍰	выпечка, крем, кусочек торта, сладкая, торт
🧁	выпечка, капкейк, кекс
🥧	выпечка, пирог, сдоба, торт
🍫	плитка шоколада, шоколад, шоколадка
🍬	конфета, обертка, сладость, фантик
🍭	конфета, конфета на палочке, леденец, леденец на палочке, палочка, сладкий, сладость
🍮	десерт, пудинг, сладкий
🍯	бочонок, бочонок меда, горшок, горшок с медом, мед
🍼	бутылка, бутылочка с соской, дети, молоко, соска
🥛	молоко, напиток, стакан, стакан молока
☕️	горячий, горячий напиток, кофе, напиток, пар, чай
🍵	зеленый, чай, чашка, чашка без ручки, чашка зеленого чая, чашка чая
🍶	бутылка саке, водка, горячее, саке, япония
🍾	бутылка, вино, игристое, пробка, шампанское
🍷	бокал, бокал вина, вино
🍸️	бар, бокал, коктейль, напиток
🍹	зонтик, напиток, прохладительный, соломинка, тропики, тропический коктейль
🍺	кружка, кружка пива, пена, пенное, пивная кружка, пиво
🍻	кружки пива, пенное, пивные кружки, чокающиеся кружки, чокнуться
🥂	бокал, звон, напиток, праздник, чокающиеся бокалы
🥃	вино, виски, коктейль, ликер, стакан, стакан с виски
🥤	газировка, минеральная вода, стакан с газировкой, стакан с соломинкой
🧃	картон, напиток, пакет, пакетик сока, сок, трубочка
🧉	мате, матэ, напиток, пить, трубочка, чай
🧊	кубик, кубик льда, лед, ледяной, холод, холодный
🥢	палочки, палочки для еды, приборы, столовые
🍽️	вилка, нож, прибор, приборы, стол, столовые, тарелка с приборами
🍴	вилка, вилка и нож, значок ресторана, нож, столовые приборы
🥄	ложка, прибор, приборы, стол, столовые
🔪	кухонный, нож, оружие, холодное
🏺	амфора, кувшин, сосуд
🌍	Африка, Европа, Европа и Африка на земном шаре, Земля, глобус, земной шар, шар
🌎️	Америка, Америка на земном шаре, Северная Америка, Южная Америка, земной шар
🌏	Австралия, Азия, Азия и Австралия на земном шаре, Земля, глобус, земной шар, шар
🌐	Земля, глобус, земной шар, меридиан, меридианы, шар
🗺️	карта, карта мира, мир
🗾	Япония, карта, карта Японии
🧭	компас, прибор, путешествие, стороны света
🏔️	вершина, гора, гора со снежной шапкой, снег
⛰️	вершина, гора, пик
🌋	вулкан, извержение вулкана, кратер, лава
🗻	Фудзияма, вулкан, гора
🏕️	кемпинг, лагерь, палатка
🏖️	зонт, море, пляж
🏜️	кактус, песок, пустыня, солнце
🏝️	необитаемый, остров, пальма, пустыня
🏞️	заповедник, национальный парк, парк, природа
🏟️	матч, стадион, чаша
🏛️	античное здание, античность, классический стиль, колонны, храм
🏗️	кран, строительство, стройка
🧱	кирпич, кирпичи, кирпичная кладка, кирпичная стена
🏘️	дома, здания, много, много домов, много зданий
🏚️	дом, заброшенный, заброшенный дом, упадок
🏠️	дом, здание, крыша, стены
🏡	дом, дом с садом, крыша, сад, стены
🏢	бизнес-центр, здание, офис, офисное здание
🏣	здание, почта, япония, японская почта
🏤	европа, здание, почта
🏥	больница, больные, врачи, здание, поликлиника, стационар, хоспис
🏦	банк, деньги, здание
🏨	гостиница, здание, отель, хостел
🏩	гостиница, гостиница для свиданий, здание, на час, отель, свидания
🏪	24 часа, здание, круглосуточный магазин, магазин, покупки, сутки
🏫	здание, обучение, учебное заведение, школа
🏬	магазин, супермаркет, торговый центр, универмаг, универсам
🏭️	завод, предприятие, промышленность, фабрика
🏯	замок, здание, япония, японский замок
🏰	башни, замок, крепость, укрепение, форт
💒	венчание, свадьба, сердечки, собор, церемония, церковь
🗼	Токийская башня, башня, вышка, телебашня, телевышка, токио
🗽	нью-йорк, свобода, статуя, статуя Свободы, факел
⛪️	здание, религия, христианство, церковь
🕌	здание, ислам, мечеть, мусульмане, религия
🛕	ашрам, индийский, индуизм, индуистский храм, храм, церковь
🕍	евреи, здание, иудаизм, религия, синагога
⛩️	дзиндзя, синтоизм, синтоистский храм, храм
🕋	Кааба, ислам, кааба, мусульмане, религия, святыня
⛲️	брызги, вода, фонтан
⛺️	кемпинг, лагерь, палатка, тент
🌁	дымка, нечетко, неясно, облака, туман, туманно
🌃	звездная ночь, звезды, ночь
🏙️	вечер, город, городской пейзаж, ночной город, ночь, пейзаж, темно
🌄	восход, восход солнца над горами, горы, заря, рассвет, солнце, утро
🌅	восход, восход солнца, заря, рассвет, солнце, утро
🌆	вечер, город, закат, закат в городе, заход, солнце
🌇	вечер, закат, заход, солнце
🌉	мост, мост ночью, ночь
♨️	гейзер, горячие, горячие источники, источники, пар, поток
🎠	карусель, лошадка, лошадь, лошадь на карусели
🎡	колесо, колесо обозрения, чертово
🎢	американские, американские горки, горки
💈	волосы, парикмахерская, салон, стрижка, цирюльник
🎪	цирк, цирковой шатер, шатер
🚂	вагон, локомотив, паровоз, поезд
🚃	вагон, поезд, трамвай, транспорт, фуникулер
🚄	дорога, железная, поезд, скоростной поезд, скорость
🚅	Синкансэн, поезд, поезд-пуля, пуля, скорость
🚆	дорога, ж/д, железная дорога, поезд, транспорт
🚇️	метро, подземка, поезд, станция
🚈	легкий рельсовый транспорт, трамвай, транспорт, электричка
🚉	вокзал, ж/д вокзал, ж/д станция, железнодорожная станция, железнодорожный вокзал, рельсы, станция
🚊	рельсы, трамвай, транспорт
🚝	легкое метро, метро, монорельс, рельсы
🚞	горы, железная дорога, поезд, поезд в горах, транспорт
🚋	вагон, рельсы, трамвай, трамвайный вагон, электричество
🚌	автобус, транспорт
🚍️	автобус, автобус спереди, лобовое стекло, приближающийся автобус
🚎	дорога, провода, транспорт, троллейбус, электричество
🚐	газель, маршрутка, микроавтобус
🚑️	больница, врачи, машина, машина скорой помощи, помощь, скорая помощь
🚒	машина, пожарная, пожарная машина, пожарные
🚓	машина, полицейская машина, полицейские, полиция
🚔️	лобовое стекло, машина, полицейская машина, полицейская машина спереди, полицейские, полиция, приближающаяся полицейская машина
🚕	машина, такси, транспорт
🚖	машина, приближающееся такси, такси, такси спереди, транспорт
🚗	автомобиль, машина, транспорт
🚘️	автомобиль, автомобиль спереди, машина, машина спереди, приближающаяся машина, приближающийся автомобиль, транспорт
